GO_Term,count,PValue,Genes,List_total,Fold_enrichment
GO:0030336~negative regulation of cell migration,10,0.116389008,"7076, 8751, 2796, 6423, 347, 5468, 727, 26228, 3084, 285",291,1.756850125
GO:0045088~regulation of innate immune response,14,0.011849812,"929, 9865, 2220, 7096, 3426, 1378, 3929, 146722, 3135, 5699, 5468, 85363, 3965, 718",291,2.197931645
GO:0002752~cell surface pattern recognition receptor signaling pathway,3,0.013412024,"929, 3929, 2220",291,16.60223368
GO:0002220~innate immune response activating cell surface receptor signaling pathway,4,0.058825907,"929, 3929, 5699, 2220",291,4.502300658
GO:0002218~activation of innate immune response,8,0.10645729,"929, 9865, 3929, 146722, 5699, 2220, 85363, 7096",291,2.004798029
GO:0045089~positive regulation of innate immune response,9,0.13039109,"929, 9865, 3929, 146722, 3135, 5699, 2220, 85363, 7096",291,1.794836073
GO:0034142~toll-like receptor 4 signaling pathway,3,0.135963255,"929, 9865, 3929",291,4.633181491
GO:0002764~immune response-regulating signaling pathway,13,0.145699633,"929, 9865, 2220, 26228, 7096, 2204, 1378, 151888, 3929, 146722, 3135, 5699, 925",291,1.525293553
GO:0002768~immune response-regulating cell surface receptor signaling pathway,10,0.148722403,"929, 2204, 151888, 1378, 3929, 3135, 5699, 2220, 925, 26228",291,1.664384329
GO:0002758~innate immune response-activating signal transduction,7,0.159440216,"929, 9865, 3929, 146722, 5699, 2220, 7096",291,1.920919599
GO:0002221~pattern recognition receptor signaling pathway,6,0.182238276,"929, 9865, 3929, 146722, 2220, 7096",291,2.002279438
GO:0002757~immune response-activating signal transduction,10,0.410939686,"929, 1378, 9865, 3929, 146722, 5699, 2220, 925, 26228, 7096",291,1.241288499
GO:0002429~immune response-activating cell surface receptor signaling pathway,7,0.475161407,"929, 1378, 3929, 5699, 2220, 925, 26228",291,1.263213432
GO:0032526~response to retinoic acid,6,0.028762547,"89780, 7037, 27, 5754, 5468, 3482",291,3.49520709
GO:0071300~cellular response to retinoic acid,4,0.088080892,"89780, 27, 5754, 5468",291,3.794796269
GO:0001101~response to acid chemical,10,0.107926325,"89780, 1645, 2348, 7037, 7422, 27, 2695, 5754, 5468, 3482",291,1.78999824
GO:0071229~cellular response to acid chemical,7,0.127037123,"89780, 1645, 2348, 7422, 27, 5754, 5468",291,2.056913907
GO:0048732~gland development,14,0.019821432,"89780, 7422, 3482, 3371, 3481, 3172, 3084, 5618, 3625, 80326, 79798, 2267, 5764, 5617",291,2.052373258
GO:0072574~hepatocyte proliferation,3,0.042557272,"89780, 2267, 5764",291,9.055763824
GO:0072575~epithelial cell proliferation involved in liver morphogenesis,3,0.042557272,"89780, 2267, 5764",291,9.055763824
GO:0072576~liver morphogenesis,3,0.049867662,"89780, 2267, 5764",291,8.301116838
GO:0001889~liver development,5,0.189018863,"89780, 2267, 5764, 3482, 3172",291,2.213631157
GO:0061008~hepaticobiliary system development,5,0.198163964,"89780, 2267, 5764, 3482, 3172",291,2.170226624
GO:0022612~gland morphogenesis,4,0.289369797,"89780, 2267, 5764, 3371",291,2.125085911
GO:0016525~negative regulation of angiogenesis,6,0.147471507,"7058, 3135, 5468, 4879, 5617, 285",291,2.153803288
GO:2000181~negative regulation of blood vessel morphogenesis,6,0.154811598,"7058, 3135, 5468, 4879, 5617, 285",291,2.119434086
GO:1901343~negative regulation of vasculature development,6,0.186867664,"7058, 3135, 5468, 4879, 5617, 285",291,1.98235626
GO:0035282~segmentation,7,0.005787791,"89780, 6423, 8313, 28514, 7855, 4920, 8828",291,4.304282805
GO:0001756~somitogenesis,5,0.017298108,"89780, 6423, 8313, 28514, 4920",291,5.030979902
GO:0061053~somite development,5,0.040513324,"89780, 6423, 8313, 28514, 4920",291,3.860984576
GO:0009952~anterior/posterior pattern specification,6,0.255884981,"89780, 6423, 8313, 28514, 7855, 4920",291,1.763069063
GO:0009798~axis specification,3,0.439000777,"8313, 28514, 7855",291,2.012391961
GO:0090596~sensory organ morphogenesis,10,0.028964768,"89780, 7422, 79955, 6247, 28514, 7855, 5754, 26018, 4920, 4901",291,2.33013806
GO:0007423~sensory organ development,15,0.076297652,"11081, 89780, 7422, 22926, 6247, 28514, 26018, 80326, 79955, 7855, 50674, 5754, 54845, 4920, 4901",291,1.635688047
GO:0042472~inner ear morphogenesis,5,0.08609097,"89780, 79955, 5754, 26018, 4920",291,2.991393455
GO:0048839~inner ear development,7,0.091647913,"89780, 79955, 28514, 5754, 54845, 26018, 4920",291,2.256614286
GO:0042471~ear morphogenesis,5,0.137418138,"89780, 79955, 5754, 26018, 4920",291,2.515489951
GO:0043583~ear development,7,0.142828824,"89780, 79955, 28514, 5754, 54845, 26018, 4920",291,1.986592064
GO:0002065~columnar/cuboidal epithelial cell differentiation,7,0.028109665,"56975, 79955, 5697, 28514, 7855, 54845, 3172",291,3.038317274
GO:0002068~glandular epithelial cell development,3,0.087455223,"28514, 7855, 3172",291,6.037175883
GO:0002066~columnar/cuboidal epithelial cell development,4,0.099975732,"79955, 28514, 7855, 3172",291,3.589672146
GO:0002067~glandular epithelial cell differentiation,3,0.288515388,"28514, 7855, 3172",291,2.806011326
GO:0055123~digestive system development,7,0.023001382,"6423, 5697, 2695, 7855, 91461, 3481, 5925",291,3.18399002
GO:0048565~digestive tract development,5,0.142841816,"6423, 5697, 7855, 91461, 5925",291,2.477945325
GO:0002062~chondrocyte differentiation,4,0.252820086,"6423, 8313, 91461, 5925",291,2.289963266
GO:0014013~regulation of gliogenesis,6,0.046411106,"7133, 5764, 6348, 5468, 26228, 5925",291,3.065027756
GO:0048714~positive regulation of oligodendrocyte differentiation,3,0.057592186,"7133, 5764, 5468",291,7.662569389
GO:0048709~oligodendrocyte differentiation,5,0.060126735,"7133, 5764, 5468, 3084, 1191",291,3.388210954
GO:0014015~positive regulation of gliogenesis,4,0.115688702,"7133, 5764, 6348, 5468",291,3.362477707
GO:0045687~positive regulation of glial cell differentiation,3,0.130873923,"7133, 5764, 5468",291,4.743495336
GO:0048713~regulation of oligodendrocyte differentiation,3,0.141095936,"7133, 5764, 5468",291,4.527881912
GO:0045685~regulation of glial cell differentiation,3,0.282951451,"7133, 5764, 5468",291,2.846097202
GO:0010718~positive regulation of epithelial to mesenchymal transition,3,0.210739846,"25805, 8313, 90",291,3.49520709
GO:0001837~epithelial to mesenchymal transition,5,0.235339184,"8751, 25805, 6423, 8313, 90",291,2.024662644
GO:0031589~cell-substrate adhesion,11,0.057473089,"8751, 10516, 7422, 402, 2267, 347, 7412, 4059, 3689, 2192, 285",291,1.947995418
GO:0010812~negative regulation of cell-substrate adhesion,4,0.076832864,"8751, 347, 2192, 285",291,4.024783922
GO:0010810~regulation of cell-substrate adhesion,6,0.253109854,"8751, 7422, 402, 347, 2192, 285",291,1.770904926
GO:0048641~regulation of skeletal muscle tissue development,4,0.041071279,"89780, 90, 28514, 3481",291,5.208543899
GO:0003143~embryonic heart tube morphogenesis,4,0.093950088,"89780, 2348, 90, 28514",291,3.689385262
GO:0035050~embryonic heart tube development,4,0.139107842,"89780, 2348, 90, 28514",291,3.088787661
GO:0016202~regulation of striated muscle tissue development,5,0.182999855,"89780, 90, 28514, 3481, 3084",291,2.243545091
GO:1901861~regulation of muscle tissue development,5,0.195100496,"89780, 90, 28514, 3481, 3084",291,2.184504431
GO:0048634~regulation of muscle organ development,5,0.195100496,"89780, 90, 28514, 3481, 3084",291,2.184504431
GO:0001947~heart looping,3,0.260669677,"89780, 2348, 28514",291,3.018587941
GO:0061371~determination of heart left/right asymmetry,3,0.294074397,"89780, 2348, 28514",291,2.767038946
GO:0007368~determination of left/right symmetry,4,0.31806389,"89780, 2348, 90, 28514",291,2.012391961
GO:0009855~determination of bilateral symmetry,4,0.3590886,"89780, 2348, 90, 28514",291,1.870674217
GO:0009799~specification of symmetry,4,0.363178133,"89780, 2348, 90, 28514",291,1.857592579
GO:0001704~formation of primary germ layer,6,0.046411106,"89780, 79798, 6423, 3909, 90, 3689",291,3.065027756
GO:0001707~mesoderm formation,4,0.109295718,"89780, 79798, 6423, 90",291,3.44981479
GO:0048332~mesoderm morphogenesis,4,0.115688702,"89780, 79798, 6423, 90",291,3.362477707
GO:0007498~mesoderm development,5,0.153936801,"89780, 7422, 79798, 6423, 90",291,2.406120823
GO:0007369~gastrulation,6,0.167164348,"89780, 79798, 6423, 3909, 90, 3689",291,2.064526468
GO:0048872~homeostasis of number of cells,10,0.047342215,"8740, 355, 2204, 7422, 51341, 11167, 4602, 3965, 80739, 5925",291,2.121691205
GO:0002262~myeloid cell homeostasis,6,0.120800006,"2204, 7422, 51341, 4602, 80739, 5925",291,2.303200048
GO:0061515~myeloid cell development,4,0.125533725,"56975, 51341, 4602, 80739",291,3.23946023
GO:0030218~erythrocyte differentiation,5,0.134738335,"7422, 51341, 4602, 80739, 5925",291,2.534692164
GO:0034101~erythrocyte homeostasis,5,0.159603071,"7422, 51341, 4602, 80739, 5925",291,2.371747668
GO:0045445~myoblast differentiation,7,0.006320348,"8289, 8740, 89780, 4283, 28514, 3084, 5925",291,4.226023118
GO:0051146~striated muscle cell differentiation,11,0.017281366,"8740, 89780, 4283, 7422, 9456, 90, 28514, 51548, 3481, 3084, 5925",291,2.395076334
GO:0048643~positive regulation of skeletal muscle tissue development,3,0.061600011,"89780, 28514, 3481",291,7.378770523
GO:0051155~positive regulation of striated muscle cell differentiation,4,0.085206618,"8740, 89780, 4283, 3084",291,3.849793316
GO:0045844~positive regulation of striated muscle tissue development,4,0.106152432,"89780, 28514, 3481, 3084",291,3.49520709
GO:0048636~positive regulation of muscle organ development,4,0.106152432,"89780, 28514, 3481, 3084",291,3.49520709
GO:0051153~regulation of striated muscle cell differentiation,5,0.109185825,"8740, 89780, 4283, 28514, 3084",291,2.744170856
GO:1901863~positive regulation of muscle tissue development,4,0.109295718,"89780, 28514, 3481, 3084",291,3.44981479
GO:0045661~regulation of myoblast differentiation,4,0.112474706,"8289, 8740, 4283, 28514",291,3.405586395
GO:0042692~muscle cell differentiation,12,0.113901192,"8289, 8740, 89780, 4283, 7422, 9456, 90, 28514, 51548, 3481, 3084, 5925",291,1.646502513
GO:0051149~positive regulation of muscle cell differentiation,5,0.137418138,"8289, 8740, 89780, 4283, 3084",291,2.515489951
GO:0045663~positive regulation of myoblast differentiation,3,0.151481672,"8289, 8740, 4283",291,4.331017481
GO:0014706~striated muscle tissue development,10,0.162929554,"89780, 7422, 9456, 90, 28514, 51548, 3481, 3084, 4879, 5925",291,1.627669968
GO:0051147~regulation of muscle cell differentiation,7,0.164892069,"8289, 8740, 89780, 4283, 28514, 3481, 3084",291,1.905174356
GO:0060537~muscle tissue development,10,0.211151952,"89780, 7422, 9456, 90, 28514, 51548, 3481, 3084, 4879, 5925",291,1.519655256
GO:0007519~skeletal muscle tissue development,5,0.265086024,"89780, 9456, 28514, 3481, 5925",291,1.919333373
GO:0048639~positive regulation of developmental growth,5,0.268489576,"89780, 7422, 28514, 3481, 3084",291,1.908302721
GO:0048638~regulation of developmental growth,8,0.273448936,"51052, 89780, 7422, 6423, 28514, 3481, 3084, 5617",291,1.526642177
GO:0061061~muscle structure development,14,0.288248755,"8289, 8740, 89780, 4283, 7422, 9456, 28514, 1120, 1293, 3481, 3084, 90, 51548, 5925",291,1.287707875
GO:0007517~muscle organ development,9,0.296758215,"89780, 9456, 90, 28514, 1120, 1293, 3481, 3084, 5925",291,1.423048601
GO:0060538~skeletal muscle organ development,5,0.304999329,"89780, 9456, 28514, 3481, 5925",291,1.794836073
GO:0055024~regulation of cardiac muscle tissue development,3,0.40275198,"89780, 28514, 3084",291,2.16550874
GO:0035265~organ growth,4,0.508114784,"5618, 28514, 3481, 3084",291,1.500766886
GO:0010517~regulation of phospholipase activity,4,0.079581968,"27, 653145, 117, 636",291,3.96471252
GO:1900274~regulation of phospholipase C activity,3,0.130873923,"27, 117, 636",291,4.743495336
GO:0060191~regulation of lipase activity,4,0.160335682,"27, 653145, 117, 636",291,2.887344987
GO:0030301~cholesterol transport,7,0.01109084,"5360, 9388, 4481, 1645, 5468, 84947, 1191",291,3.748891475
GO:0015918~sterol transport,7,0.020383254,"5360, 9388, 4481, 1645, 5468, 84947, 1191",291,3.27367988
GO:0010876~lipid localization,14,0.030796573,"9388, 5360, 4481, 84947, 1191, 1645, 1401, 3929, 347, 2167, 5468, 319, 718, 140606",291,1.92889022
GO:0006869~lipid transport,12,0.064658041,"5360, 9388, 4481, 1645, 3929, 347, 2167, 5468, 319, 84947, 1191, 140606",291,1.831970613
GO:0032376~positive regulation of cholesterol transport,3,0.115891338,"5360, 9388, 5468",291,5.108379593
GO:0032373~positive regulation of sterol transport,3,0.115891338,"5360, 9388, 5468",291,5.108379593
GO:0015850~organic hydroxy compound transport,8,0.183774768,"5360, 9388, 4481, 1645, 5468, 84947, 1191, 140606",291,1.71932517
GO:0032371~regulation of sterol transport,3,0.3491672,"5360, 9388, 5468",291,2.429595172
GO:0032374~regulation of cholesterol transport,3,0.3491672,"5360, 9388, 5468",291,2.429595172
GO:0097006~regulation of plasma lipoprotein particle levels,3,0.376195063,"5360, 9388, 4481",291,2.289963266
GO:0032370~positive regulation of lipid transport,3,0.376195063,"5360, 9388, 5468",291,2.289963266
GO:0032368~regulation of lipid transport,3,0.678580712,"5360, 9388, 5468",291,1.28533422
GO:0022404~molting cycle process,5,0.060126735,"80326, 1001, 51588, 4038, 26018",291,3.388210954
GO:0022405~hair cycle process,5,0.060126735,"80326, 1001, 51588, 4038, 26018",291,3.388210954
GO:0098773~skin epidermis development,5,0.063808149,"80326, 1001, 28514, 51588, 4038",291,3.320446735
GO:0042303~molting cycle,5,0.097315027,"80326, 1001, 51588, 4038, 26018",291,2.862454082
GO:0042633~hair cycle,5,0.097315027,"80326, 1001, 51588, 4038, 26018",291,2.862454082
GO:0001942~hair follicle development,4,0.171298257,"80326, 1001, 51588, 4038",291,2.796165672
GO:0008544~epidermis development,9,0.245559322,"80326, 79955, 79987, 3909, 1001, 28514, 51588, 4038, 54845",291,1.509293971
GO:0043588~skin development,5,0.739125653,"80326, 1001, 28514, 51588, 4038",291,0.997131152
GO:0035036~sperm-egg recognition,4,0.049557384,"2348, 1047, 284359, 2683",291,4.829740706
GO:0009988~cell-cell recognition,4,0.106152432,"2348, 1047, 284359, 2683",291,3.49520709
GO:0007338~single fertilization,6,0.116562959,"27120, 2348, 1047, 284359, 2683, 132141",291,2.33013806
GO:0009566~fertilization,6,0.227548028,"27120, 2348, 1047, 284359, 2683, 132141",291,1.853272596
GO:0008037~cell recognition,6,0.299672751,"2348, 1047, 284359, 128434, 2683, 2220",291,1.653334474
GO:0001569~branching involved in blood vessel morphogenesis,4,0.015359963,"7422, 6423, 90, 51548",291,7.589592538
GO:0061138~morphogenesis of a branching epithelium,5,0.315819344,"7422, 6423, 90, 7855, 51548",291,1.766195072
GO:0001763~morphogenesis of a branching structure,5,0.382005084,"7422, 6423, 90, 7855, 51548",291,1.604080549
GO:0048754~branching morphogenesis of an epithelial tube,4,0.41983335,"7422, 6423, 90, 51548",291,1.691947381
GO:0019216~regulation of lipid metabolic process,14,0.006358218,"9563, 3172, 51280, 27120, 10613, 1389, 79798, 347, 2695, 5468, 51548, 5934, 718, 5925",291,2.377813519
GO:0046890~regulation of lipid biosynthetic process,7,0.076311895,"27120, 10613, 9563, 1389, 79798, 2695, 718",291,2.371747668
GO:0006629~lipid metabolic process,29,0.116820329,"9388, 5360, 64174, 9563, 28, 1120, 27120, 5618, 10613, 79798, 51588, 319, 51548, 340204, 5934, 718, 7132, 2683, 84947, 3172, 1191, 51052, 1645, 1389, 347, 2695, 5468, 4758, 5925",291,1.30655299
GO:0050810~regulation of steroid biosynthetic process,4,0.122218914,"27120, 10613, 9563, 79798",291,3.279453566
GO:0010565~regulation of cellular ketone metabolic process,6,0.122973489,"27120, 10613, 9563, 2695, 5699, 5468",291,2.289963266
GO:0019218~regulation of steroid metabolic process,4,0.24078566,"27120, 10613, 9563, 79798",291,2.350758751
GO:0008202~steroid metabolic process,8,0.252203909,"27120, 5618, 10613, 1645, 9563, 79798, 51588, 319",291,1.5671725
GO:0006694~steroid biosynthetic process,4,0.512248583,"27120, 5618, 10613, 9563",291,1.483998541
GO:0008610~lipid biosynthetic process,11,0.641581476,"27120, 5618, 10613, 9388, 9563, 1389, 79798, 2695, 1120, 84947, 718",291,1.015992047
GO:0010001~glial cell differentiation,9,0.031896329,"7133, 1840, 28514, 5764, 4664, 5468, 4920, 3084, 1191",291,2.449509887
GO:0042552~myelination,4,0.322170301,"7133, 4664, 3084, 1191",291,1.997261194
GO:0007272~ensheathment of neurons,4,0.330383696,"7133, 4664, 3084, 1191",291,1.967672139
GO:0008366~axon ensheathment,4,0.330383696,"7133, 4664, 3084, 1191",291,1.967672139
GO:0007595~lactation,3,0.135963255,"5618, 7422, 5617",291,4.633181491
GO:0030879~mammary gland development,5,0.153936801,"5618, 89780, 7422, 3084, 5617",291,2.406120823
GO:0007589~body fluid secretion,4,0.156730797,"5618, 7422, 4879, 5617",291,2.919074053
GO:0010862~positive regulation of pathway-restricted SMAD protein phosphorylation,3,0.172670359,"3625, 90, 5468",291,3.984536082
GO:0060393~regulation of pathway-restricted SMAD protein phosphorylation,3,0.249530491,"3625, 90, 5468",291,3.112918814
GO:0060389~pathway-restricted SMAD protein phosphorylation,3,0.260669677,"3625, 90, 5468",291,3.018587941
GO:0090100~positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,3,0.557686688,"3625, 90, 5468",291,1.606667775
GO:0002090~regulation of receptor internalization,4,0.039075148,"89780, 7422, 2332, 284654",291,5.312714777
GO:0002092~positive regulation of receptor internalization,3,0.069888121,"89780, 7422, 2332",291,6.869889797
GO:0033138~positive regulation of peptidyl-serine phosphorylation,5,0.088282632,"89780, 1389, 7037, 7422, 6423",291,2.964684585
GO:0031623~receptor internalization,5,0.090501093,"89780, 7037, 7422, 2332, 3689",291,2.938448438
GO:0043112~receptor metabolic process,6,0.122973489,"89780, 7037, 7422, 2332, 3689, 3084",291,2.289963266
GO:0071542~dopaminergic neuron differentiation,3,0.125830439,"89780, 7422, 6423",291,4.859190344
GO:0033135~regulation of peptidyl-serine phosphorylation,5,0.189018863,"89780, 1389, 7037, 7422, 6423",291,2.213631157
GO:0060560~developmental growth involved in morphogenesis,6,0.276134331,"89780, 7422, 6423, 5754, 8828, 123904",291,1.710101323
GO:0018105~peptidyl-serine phosphorylation,5,0.723944974,"89780, 1389, 7037, 7422, 6423",291,1.018541943
GO:0018209~peptidyl-serine modification,5,0.773357806,"89780, 1389, 7037, 7422, 6423",291,0.948699067
GO:0050918~positive chemotaxis,4,0.085206618,"7422, 6348, 2152, 285",291,3.849793316
GO:0051897~positive regulation of protein kinase B signaling,5,0.129444321,"7422, 6348, 2152, 3481, 3084",291,2.573989717
GO:0051896~regulation of protein kinase B signaling,6,0.186867664,"7422, 3135, 6348, 2152, 3481, 3084",291,1.98235626
GO:0043491~protein kinase B signaling,6,0.233273876,"7422, 3135, 6348, 2152, 3481, 3084",291,1.827768845
GO:0060563~neuroepithelial cell differentiation,4,0.093950088,"56975, 79955, 28514, 54845",291,3.689385262
GO:0042491~auditory receptor cell differentiation,3,0.146269532,"79955, 28514, 54845",291,4.427262314
GO:0035315~hair cell differentiation,3,0.194301472,"79955, 28514, 54845",291,3.689385262
GO:0060113~inner ear receptor cell differentiation,3,0.271813369,"79955, 28514, 54845",291,2.929805943
GO:0042490~mechanoreceptor differentiation,3,0.299627374,"79955, 28514, 54845",291,2.729134303
GO:0009913~epidermal cell differentiation,4,0.755916411,"79955, 1001, 28514, 54845",291,1.013876866
GO:0009308~amine metabolic process,6,0.031679328,"6819, 501, 2861, 7412, 5699, 3689",291,3.405586395
GO:0033238~regulation of cellular amine metabolic process,3,0.221774336,"2861, 5699, 3689",291,3.376725494
GO:0044106~cellular amine metabolic process,4,0.22489966,"501, 2861, 5699, 3689",291,2.437025127
GO:0097164~ammonium ion metabolic process,5,0.413390024,"1645, 501, 2861, 1120, 3689",291,1.537243859
GO:0046545~development of primary female sexual characteristics,5,0.092746131,"3625, 7422, 2796, 117, 4327",291,2.912672575
GO:0046660~female sex differentiation,5,0.129444321,"3625, 7422, 2796, 117, 4327",291,2.573989717
GO:0045137~development of primary sexual characteristics,7,0.179106299,"3625, 8751, 7422, 2796, 6423, 117, 4327",291,1.852042004
GO:0001541~ovarian follicle development,3,0.221774336,"3625, 7422, 4327",291,3.376725494
GO:0008585~female gonad development,4,0.228852183,"3625, 7422, 2796, 4327",291,2.414870353
GO:0042698~ovulation cycle,4,0.244786728,"3625, 7422, 5764, 4327",291,2.33013806
GO:0008406~gonad development,6,0.314398285,"3625, 8751, 7422, 2796, 6423, 4327",291,1.619730115
GO:0022602~ovulation cycle process,3,0.397482061,"3625, 7422, 4327",291,2.18930554
GO:0046661~male sex differentiation,4,0.508114784,"3625, 8751, 6423, 4920",291,1.500766886
GO:0008584~male gonad development,3,0.671666939,"3625, 8751, 6423",291,1.302135975
GO:0046546~development of primary male sexual characteristics,3,0.675138728,"3625, 8751, 6423",291,1.293680546
GO:1905276~regulation of epithelial tube formation,3,0.046158706,"7422, 6423, 5754",291,8.662034962
GO:0003401~axis elongation,3,0.057592186,"89780, 6423, 5754",291,7.662569389
GO:0045995~regulation of embryonic development,6,0.118619983,"89780, 6423, 3909, 28514, 5754, 3172",291,2.316590746
GO:0003151~outflow tract morphogenesis,4,0.125533725,"2348, 7422, 6423, 8828",291,3.23946023
GO:0001843~neural tube closure,4,0.171298257,"2348, 6423, 5754, 23654",291,2.796165672
GO:0072175~epithelial tube formation,5,0.174094579,"2348, 7422, 6423, 5754, 23654",291,2.289963266
GO:0060606~tube closure,4,0.174999426,"2348, 6423, 5754, 23654",291,2.767038946
GO:0014020~primary neural tube formation,4,0.193826507,"2348, 6423, 5754, 23654",291,2.63005682
GO:0035148~tube formation,5,0.219999901,"2348, 7422, 6423, 5754, 23654",291,2.07527921
GO:0001841~neural tube formation,4,0.228852183,"2348, 6423, 5754, 23654",291,2.414870353
GO:0021915~neural tube development,5,0.251797296,"89780, 2348, 6423, 5754, 23654",291,1.964761382
GO:0001838~embryonic epithelial tube formation,4,0.31806389,"2348, 6423, 5754, 23654",291,2.012391961
GO:0016331~morphogenesis of embryonic epithelium,4,0.415834517,"2348, 6423, 5754, 23654",291,1.702793198
GO:0034976~response to endoplasmic reticulum stress,8,0.116028813,"10613, 23071, 1047, 22926, 81542, 4189, 10961, 1191",291,1.960411357
GO:1905897~regulation of response to endoplasmic reticulum stress,4,0.186234169,"22926, 4189, 10961, 1191",291,2.683189281
GO:0035966~response to topologically incorrect protein,5,0.241996508,"23071, 3338, 22926, 4189, 1191",291,1.988291458
GO:0007568~aging,10,0.055706813,"7076, 3625, 7133, 7037, 567, 347, 7412, 3135, 51548, 4869",291,2.056004171
GO:0090398~cellular senescence,4,0.19002054,"567, 3135, 51548, 4869",291,2.656357388
GO:2000772~regulation of cellular senescence,3,0.210739846,"567, 3135, 51548",291,3.49520709
GO:0090342~regulation of cell aging,3,0.232853835,"567, 3135, 51548",291,3.266013182
GO:0007569~cell aging,4,0.30575156,"567, 3135, 51548, 4869",291,2.059191774
GO:0060173~limb development,6,0.162244068,"83999, 6423, 51588, 4038, 4920, 91461",291,2.086144546
GO:0048736~appendage development,6,0.162244068,"83999, 6423, 51588, 4038, 4920, 91461",291,2.086144546
GO:0042733~embryonic digit morphogenesis,3,0.24396592,"6423, 4038, 4920",291,3.162330224
GO:0035107~appendage morphogenesis,4,0.399755075,"6423, 4038, 4920, 91461",291,1.747603545
GO:0035108~limb morphogenesis,4,0.399755075,"6423, 4038, 4920, 91461",291,1.747603545
GO:0030326~embryonic limb morphogenesis,3,0.562049565,"6423, 4038, 4920",291,1.593814433
GO:0035113~embryonic appendage morphogenesis,3,0.562049565,"6423, 4038, 4920",291,1.593814433
GO:0006801~superoxide metabolic process,4,0.115688702,"10516, 1401, 151647, 3689",291,3.362477707
GO:0090322~regulation of superoxide metabolic process,3,0.125830439,"10516, 1401, 3689",291,4.859190344
GO:0042554~superoxide anion generation,3,0.141095936,"1401, 151647, 3689",291,4.527881912
GO:2000377~regulation of reactive oxygen species metabolic process,6,0.219484681,"1645, 10516, 1401, 3240, 3689, 1191",291,1.870674217
GO:2000379~positive regulation of reactive oxygen species metabolic process,4,0.248798403,"1645, 1401, 3689, 1191",291,2.30987599
GO:0072593~reactive oxygen species metabolic process,7,0.28752396,"1645, 10516, 1401, 151647, 3240, 3689, 1191",291,1.565193747
GO:0042267~natural killer cell mediated cytotoxicity,3,0.294074397,"57823, 3135, 3965",291,2.767038946
GO:0002228~natural killer cell mediated immunity,3,0.332761074,"57823, 3135, 3965",291,2.52185828
GO:0042180~cellular ketone metabolic process,8,0.097231542,"27120, 10613, 1645, 9563, 2695, 5699, 5468, 51548",291,2.051241226
GO:0019217~regulation of fatty acid metabolic process,3,0.493431342,"10613, 2695, 5468",291,1.811152765
GO:0055088~lipid homeostasis,6,0.140850435,"9388, 1645, 2167, 2695, 5468, 3172",291,2.18930554
GO:0042632~cholesterol homeostasis,4,0.20535525,"9388, 1645, 2167, 3172",291,2.554189796
GO:0055092~sterol homeostasis,4,0.209232894,"9388, 1645, 2167, 3172",291,2.529864179
GO:0000902~cell morphogenesis,23,0.076079458,"89780, 25805, 7422, 128434, 23654, 80739, 3084, 1191, 2192, 79955, 3909, 1001, 6348, 5699, 4038, 50674, 5754, 3689, 8828, 123904, 5925, 92949, 1306",291,1.447777723
GO:0007411~axon guidance,8,0.085820476,"89780, 7422, 128434, 3909, 5754, 23654, 8828, 92949",291,2.116619433
GO:0097485~neuron projection guidance,8,0.087224349,"89780, 7422, 128434, 3909, 5754, 23654, 8828, 92949",291,2.108220149
GO:1902284~neuron projection extension involved in neuron projection guidance,3,0.106167278,"89780, 7422, 8828",291,5.38450822
GO:0048846~axon extension involved in axon guidance,3,0.106167278,"89780, 7422, 8828",291,5.38450822
GO:0032989~cellular component morphogenesis,23,0.162571983,"89780, 25805, 7422, 128434, 23654, 80739, 3084, 1191, 2192, 79955, 3909, 1001, 6348, 5699, 4038, 50674, 5754, 3689, 8828, 123904, 5925, 92949, 1306",291,1.305474785
GO:0000904~cell morphogenesis involved in differentiation,15,0.26710944,"89780, 7422, 128434, 23654, 80739, 2192, 79955, 3909, 4038, 50674, 5754, 8828, 5925, 92949, 1306",291,1.295362836
GO:0048667~cell morphogenesis involved in neuron differentiation,11,0.377071344,"89780, 7422, 79955, 128434, 3909, 4038, 5754, 23654, 8828, 92949, 5925",291,1.255151687
GO:0007409~axonogenesis,9,0.401221465,"89780, 7422, 128434, 3909, 4038, 5754, 23654, 8828, 92949",291,1.279829577
GO:1990138~neuron projection extension,4,0.473407831,"89780, 7422, 8828, 123904",291,1.571809106
GO:0048675~axon extension,3,0.517050216,"89780, 7422, 8828",291,1.732406992
GO:0048812~neuron projection morphogenesis,10,0.620051227,"89780, 7422, 128434, 3909, 4038, 5754, 23654, 8828, 123904, 92949",291,1.042526448
GO:0048858~cell projection morphogenesis,10,0.651129115,"89780, 7422, 128434, 3909, 4038, 5754, 23654, 8828, 123904, 92949",291,1.015427136
GO:0048588~developmental cell growth,4,0.673791961,"89780, 7422, 8828, 123904",291,1.154937995
GO:0032990~cell part morphogenesis,10,0.685800043,"89780, 7422, 128434, 3909, 4038, 5754, 23654, 8828, 123904, 92949",291,0.985295767
GO:0010827~regulation of glucose transport,4,0.112474706,"1389, 2695, 51548, 718",291,3.405586395
GO:0010828~positive regulation of glucose transport,3,0.141095936,"1389, 2695, 718",291,4.527881912
GO:0015758~glucose transport,4,0.24078566,"1389, 2695, 51548, 718",291,2.350758751
