GO_Term,count,PValue,Genes,List_total,Fold_enrichment,Entrez_gene_symbol
GO:0051726~regulation of cell cycle,37,0.028339484,"8850, 8452, 5781, 6198, 5289, 6774, 261726, 124790, 23326, 596, 1017, 10614, 1950, 57026, 27243, 5578, 10015, 87178, 27183, 2648, 8883, 140609, 4361, 5892, 57099, 1490, 79643, 79444, 51377, 207, 9727, 208, 8877, 4733, 6714, 106821730, 26060",416,1.427583136,"['KAT2B', 'CUL3', 'PTPN11', 'RPS6KB1', 'PIK3C3', 'STAT3', 'TIPRL', 'HEXIM2', 'USP22', 'BCL2', 'CDK2', 'HEXIM1', 'EGF', 'PDXP', 'CHMP2A', 'PRKCA', 'PDCD6IP', 'PNPT1', 'VPS4A', 'KAT2A', 'NAE1', 'NEK7', 'MRE11', 'RAD51D', 'AVEN', 'CCN2', 'CHMP6', 'BIRC7', 'UCHL5', 'AKT1', 'RAB11FIP3', 'AKT2', 'SPHK1', 'DRG1', 'SRC', 'PAK6', 'APPL1']"
GO:1903047~mitotic cell cycle process,27,0.033040197,"8850, 8452, 9101, 6198, 3837, 596, 1017, 1950, 27243, 5578, 5579, 10015, 27183, 8883, 4361, 129531, 57099, 1072, 79643, 81565, 207, 5524, 8877, 4733, 51119, 106821730, 26060",416,1.524018016,"['KAT2B', 'CUL3', 'USP8', 'RPS6KB1', 'KPNB1', 'BCL2', 'CDK2', 'EGF', 'CHMP2A', 'PRKCA', 'PRKCB', 'PDCD6IP', 'VPS4A', 'NAE1', 'MRE11', 'MITD1', 'AVEN', 'CFL1', 'CHMP6', 'NDEL1', 'AKT1', 'PTPA', 'SPHK1', 'DRG1', 'SBDS', 'PAK6', 'APPL1']"
GO:0022402~cell cycle process,36,0.095986919,"8850, 8452, 9101, 6198, 5289, 3837, 596, 1017, 1950, 57026, 27243, 5578, 5579, 10015, 27183, 2648, 8883, 140609, 4361, 7332, 129531, 5892, 9798, 57099, 1490, 1072, 79643, 81565, 207, 9727, 5524, 8877, 4733, 51119, 106821730, 26060",416,1.29439301,"['KAT2B', 'CUL3', 'USP8', 'RPS6KB1', 'PIK3C3', 'KPNB1', 'BCL2', 'CDK2', 'EGF', 'PDXP', 'CHMP2A', 'PRKCA', 'PRKCB', 'PDCD6IP', 'VPS4A', 'KAT2A', 'NAE1', 'NEK7', 'MRE11', 'UBE2L3', 'MITD1', 'RAD51D', 'IST1', 'AVEN', 'CCN2', 'CFL1', 'CHMP6', 'NDEL1', 'AKT1', 'RAB11FIP3', 'PTPA', 'SPHK1', 'DRG1', 'SBDS', 'PAK6', 'APPL1']"
GO:0010564~regulation of cell cycle process,22,0.111751402,"8850, 8883, 4361, 8452, 5289, 57099, 1490, 596, 1017, 79643, 1950, 57026, 27243, 207, 9727, 8877, 4733, 10015, 27183, 106821730, 26060, 2648",416,1.396168296,"['KAT2B', 'NAE1', 'MRE11', 'CUL3', 'PIK3C3', 'AVEN', 'CCN2', 'BCL2', 'CDK2', 'CHMP6', 'EGF', 'PDXP', 'CHMP2A', 'AKT1', 'RAB11FIP3', 'SPHK1', 'DRG1', 'PDCD6IP', 'VPS4A', 'PAK6', 'APPL1', 'KAT2A']"
GO:0044772~mitotic cell cycle phase transition,12,0.530983516,"8883, 596, 4361, 1017, 8452, 6198, 27243, 207, 57099, 27183, 106821730, 26060",416,1.101683642,"['NAE1', 'BCL2', 'MRE11', 'CDK2', 'CUL3', 'RPS6KB1', 'CHMP2A', 'AKT1', 'AVEN', 'VPS4A', 'PAK6', 'APPL1']"
GO:0044770~cell cycle phase transition,13,0.556836301,"8883, 7332, 4361, 8452, 6198, 57099, 596, 1017, 27243, 207, 27183, 106821730, 26060",416,1.068860619,"['NAE1', 'UBE2L3', 'MRE11', 'CUL3', 'RPS6KB1', 'AVEN', 'BCL2', 'CDK2', 'CHMP2A', 'AKT1', 'VPS4A', 'PAK6', 'APPL1']"
GO:0048609~multicellular organismal reproductive process,30,0.030235909,"5781, 6198, 6477, 8654, 3066, 4090, 572, 55585, 596, 1399, 10935, 7337, 3633, 9519, 26292, 4086, 7432, 4089, 219990, 2241, 59272, 23633, 8087, 83700, 2057, 5049, 207, 128637, 56648, 6714",416,1.492109002,"['PTPN11', 'RPS6KB1', 'SIAH1', 'PDE5A', 'HDAC2', 'SMAD5', 'BAD', 'UBE2Q1', 'BCL2', 'CRKL', 'PRDX3', 'UBE3A', 'INPP5B', 'TBPL1', 'MYCBP', 'SMAD1', 'VIP', 'SMAD4', 'OOSP2', 'FER', 'ACE2', 'KPNA6', 'FXR1', 'JAM3', 'EPOR', 'PAFAH1B2', 'AKT1', 'TBC1D20', 'EIF5A2', 'SRC']"
GO:0032504~multicellular organism reproduction,30,0.040422064,"5781, 6198, 6477, 8654, 3066, 4090, 572, 55585, 596, 1399, 10935, 7337, 3633, 9519, 26292, 4086, 7432, 4089, 219990, 2241, 59272, 23633, 8087, 83700, 2057, 5049, 207, 128637, 56648, 6714",416,1.453211478,"['PTPN11', 'RPS6KB1', 'SIAH1', 'PDE5A', 'HDAC2', 'SMAD5', 'BAD', 'UBE2Q1', 'BCL2', 'CRKL', 'PRDX3', 'UBE3A', 'INPP5B', 'TBPL1', 'MYCBP', 'SMAD1', 'VIP', 'SMAD4', 'OOSP2', 'FER', 'ACE2', 'KPNA6', 'FXR1', 'JAM3', 'EPOR', 'PAFAH1B2', 'AKT1', 'TBC1D20', 'EIF5A2', 'SRC']"
GO:0022414~reproductive process,45,0.06032111,"9125, 5781, 6198, 6477, 8654, 6774, 3066, 4090, 3417, 374, 572, 55585, 596, 1017, 1399, 10935, 952, 7337, 3633, 9519, 26292, 4361, 4086, 5594, 8644, 5892, 7432, 22948, 4089, 5872, 219990, 2241, 59272, 23633, 8087, 3371, 83700, 2057, 5049, 207, 867, 128637, 56648, 6714, 10049",416,1.29439301,"['CNOT9', 'PTPN11', 'RPS6KB1', 'SIAH1', 'PDE5A', 'STAT3', 'HDAC2', 'SMAD5', 'IDH1', 'AREG', 'BAD', 'UBE2Q1', 'BCL2', 'CDK2', 'CRKL', 'PRDX3', 'CD38', 'UBE3A', 'INPP5B', 'TBPL1', 'MYCBP', 'MRE11', 'SMAD1', 'MAPK1', 'AKR1C3', 'RAD51D', 'VIP', 'CCT5', 'SMAD4', 'RAB13', 'OOSP2', 'FER', 'ACE2', 'KPNA6', 'FXR1', 'TNC', 'JAM3', 'EPOR', 'PAFAH1B2', 'AKT1', 'CBL', 'TBC1D20', 'EIF5A2', 'SRC', 'DNAJB6']"
GO:0000003~reproduction,45,0.061499255,"9125, 5781, 6198, 6477, 8654, 6774, 3066, 4090, 3417, 374, 572, 55585, 596, 1017, 1399, 10935, 952, 7337, 3633, 9519, 26292, 4361, 4086, 5594, 8644, 5892, 7432, 22948, 4089, 5872, 219990, 2241, 59272, 23633, 8087, 3371, 83700, 2057, 5049, 207, 867, 128637, 56648, 6714, 10049",416,1.291993023,"['CNOT9', 'PTPN11', 'RPS6KB1', 'SIAH1', 'PDE5A', 'STAT3', 'HDAC2', 'SMAD5', 'IDH1', 'AREG', 'BAD', 'UBE2Q1', 'BCL2', 'CDK2', 'CRKL', 'PRDX3', 'CD38', 'UBE3A', 'INPP5B', 'TBPL1', 'MYCBP', 'MRE11', 'SMAD1', 'MAPK1', 'AKR1C3', 'RAD51D', 'VIP', 'CCT5', 'SMAD4', 'RAB13', 'OOSP2', 'FER', 'ACE2', 'KPNA6', 'FXR1', 'TNC', 'JAM3', 'EPOR', 'PAFAH1B2', 'AKT1', 'CBL', 'TBC1D20', 'EIF5A2', 'SRC', 'DNAJB6']"
GO:0044702~single organism reproductive process,41,0.069696381,"5781, 6198, 6477, 8654, 4090, 3417, 374, 572, 55585, 596, 1017, 1399, 10935, 7337, 3633, 9519, 26292, 4361, 4086, 5594, 8644, 5892, 7432, 22948, 4089, 5872, 219990, 2241, 59272, 23633, 8087, 3371, 83700, 2057, 5049, 207, 867, 128637, 56648, 6714, 10049",416,1.300975003,"['PTPN11', 'RPS6KB1', 'SIAH1', 'PDE5A', 'SMAD5', 'IDH1', 'AREG', 'BAD', 'UBE2Q1', 'BCL2', 'CDK2', 'CRKL', 'PRDX3', 'UBE3A', 'INPP5B', 'TBPL1', 'MYCBP', 'MRE11', 'SMAD1', 'MAPK1', 'AKR1C3', 'RAD51D', 'VIP', 'CCT5', 'SMAD4', 'RAB13', 'OOSP2', 'FER', 'ACE2', 'KPNA6', 'FXR1', 'TNC', 'JAM3', 'EPOR', 'PAFAH1B2', 'AKT1', 'CBL', 'TBC1D20', 'EIF5A2', 'SRC', 'DNAJB6']"
GO:0044703~multi-organism reproductive process,32,0.090955861,"6198, 6477, 8654, 6774, 3066, 4090, 572, 55585, 596, 1399, 10935, 952, 7337, 3633, 9519, 26292, 4086, 7432, 22948, 4089, 219990, 2241, 59272, 23633, 8087, 83700, 2057, 5049, 207, 128637, 56648, 6714",416,1.323720803,"['RPS6KB1', 'SIAH1', 'PDE5A', 'STAT3', 'HDAC2', 'SMAD5', 'BAD', 'UBE2Q1', 'BCL2', 'CRKL', 'PRDX3', 'CD38', 'UBE3A', 'INPP5B', 'TBPL1', 'MYCBP', 'SMAD1', 'VIP', 'CCT5', 'SMAD4', 'OOSP2', 'FER', 'ACE2', 'KPNA6', 'FXR1', 'JAM3', 'EPOR', 'PAFAH1B2', 'AKT1', 'TBC1D20', 'EIF5A2', 'SRC']"
GO:0007281~germ cell development,12,0.119977904,"83700, 596, 6198, 8654, 219990, 207, 2241, 4090, 128637, 8087, 6714, 9519",416,1.629976383,"['JAM3', 'BCL2', 'RPS6KB1', 'PDE5A', 'OOSP2', 'AKT1', 'FER', 'SMAD5', 'TBC1D20', 'FXR1', 'SRC', 'TBPL1']"
GO:0019953~sexual reproduction,27,0.130275964,"6198, 6477, 8654, 6774, 3066, 4090, 572, 55585, 596, 1399, 7337, 3633, 9519, 26292, 4086, 7432, 22948, 4089, 219990, 2241, 8087, 83700, 5049, 207, 128637, 56648, 6714",416,1.310623644,"['RPS6KB1', 'SIAH1', 'PDE5A', 'STAT3', 'HDAC2', 'SMAD5', 'BAD', 'UBE2Q1', 'BCL2', 'CRKL', 'UBE3A', 'INPP5B', 'TBPL1', 'MYCBP', 'SMAD1', 'VIP', 'CCT5', 'SMAD4', 'OOSP2', 'FER', 'FXR1', 'JAM3', 'PAFAH1B2', 'AKT1', 'TBC1D20', 'EIF5A2', 'SRC']"
GO:0022412~cellular process involved in reproduction in multicellular organism,12,0.232042136,"83700, 596, 6198, 8654, 219990, 207, 2241, 4090, 128637, 8087, 6714, 9519",416,1.407706876,"['JAM3', 'BCL2', 'RPS6KB1', 'PDE5A', 'OOSP2', 'AKT1', 'FER', 'SMAD5', 'TBC1D20', 'FXR1', 'SRC', 'TBPL1']"
GO:0007276~gamete generation,21,0.237643068,"4086, 6198, 4089, 6477, 8654, 219990, 2241, 4090, 8087, 572, 83700, 596, 1399, 5049, 207, 3633, 128637, 56648, 6714, 9519, 26292",416,1.250693417,"['SMAD1', 'RPS6KB1', 'SMAD4', 'SIAH1', 'PDE5A', 'OOSP2', 'FER', 'SMAD5', 'FXR1', 'BAD', 'JAM3', 'BCL2', 'CRKL', 'PAFAH1B2', 'AKT1', 'INPP5B', 'TBC1D20', 'EIF5A2', 'SRC', 'TBPL1', 'MYCBP']"
GO:0007283~spermatogenesis,13,0.694457382,"4089, 6477, 8087, 572, 83700, 1399, 5049, 3633, 128637, 56648, 6714, 9519, 26292",416,0.96625,"['SMAD4', 'SIAH1', 'FXR1', 'BAD', 'JAM3', 'CRKL', 'PAFAH1B2', 'INPP5B', 'TBC1D20', 'EIF5A2', 'SRC', 'TBPL1', 'MYCBP']"
GO:0048232~male gamete generation,13,0.702662814,"4089, 6477, 8087, 572, 83700, 1399, 5049, 3633, 128637, 56648, 6714, 9519, 26292",416,0.960105326,"['SMAD4', 'SIAH1', 'FXR1', 'BAD', 'JAM3', 'CRKL', 'PAFAH1B2', 'INPP5B', 'TBC1D20', 'EIF5A2', 'SRC', 'TBPL1', 'MYCBP']"
GO:0045596~negative regulation of cell differentiation,26,0.056597086,"5781, 6772, 7424, 8994, 6774, 3066, 84959, 282618, 374, 596, 23380, 3458, 2664, 952, 7337, 3635, 284273, 4086, 5594, 4088, 4067, 4089, 1809, 2932, 10443, 2539",416,1.455195783,"['PTPN11', 'STAT1', 'VEGFC', 'LIMD1', 'STAT3', 'HDAC2', 'UBASH3B', 'IFNL1', 'AREG', 'BCL2', 'SRGAP2', 'IFNG', 'GDI1', 'CD38', 'UBE3A', 'INPP5D', 'ZADH2', 'SMAD1', 'MAPK1', 'SMAD3', 'LYN', 'SMAD4', 'DPYSL3', 'GSK3B', 'N4BP2L2', 'G6PD']"
GO:0051241~negative regulation of multicellular organismal process,39,0.084453936,"9146, 8452, 5781, 23607, 6772, 7424, 8994, 8654, 6774, 3066, 84959, 282618, 374, 596, 23380, 3458, 2664, 10539, 952, 7337, 3635, 56957, 5495, 4088, 6464, 4067, 4089, 1809, 26523, 8087, 5607, 27330, 80772, 2932, 9727, 307, 408, 10443, 2539",416,1.287646588,"['HGS', 'CUL3', 'PTPN11', 'CD2AP', 'STAT1', 'VEGFC', 'LIMD1', 'PDE5A', 'STAT3', 'HDAC2', 'UBASH3B', 'IFNL1', 'AREG', 'BCL2', 'SRGAP2', 'IFNG', 'GDI1', 'GLRX3', 'CD38', 'UBE3A', 'INPP5D', 'OTUD7B', 'PPM1B', 'SMAD3', 'SHC1', 'LYN', 'SMAD4', 'DPYSL3', 'AGO1', 'FXR1', 'MAP2K5', 'RPS6KA6', 'CPTP', 'GSK3B', 'RAB11FIP3', 'ANXA4', 'ARRB1', 'N4BP2L2', 'G6PD']"
GO:0051093~negative regulation of developmental process,32,0.130026551,"9146, 5781, 6772, 7424, 8994, 6774, 3066, 84959, 282618, 374, 596, 23380, 3458, 2664, 952, 7337, 3635, 284273, 4086, 5594, 4088, 6464, 4067, 4089, 1809, 26523, 5607, 27330, 2932, 10000, 10443, 2539",416,1.272721286,"['HGS', 'PTPN11', 'STAT1', 'VEGFC', 'LIMD1', 'STAT3', 'HDAC2', 'UBASH3B', 'IFNL1', 'AREG', 'BCL2', 'SRGAP2', 'IFNG', 'GDI1', 'CD38', 'UBE3A', 'INPP5D', 'ZADH2', 'SMAD1', 'MAPK1', 'SMAD3', 'SHC1', 'LYN', 'SMAD4', 'DPYSL3', 'AGO1', 'MAP2K5', 'RPS6KA6', 'GSK3B', 'AKT3', 'N4BP2L2', 'G6PD']"
GO:0050679~positive regulation of epithelial cell proliferation,12,0.009901698,"374, 5607, 572, 1950, 7432, 7424, 6774, 10000, 116986, 5578, 4830, 207",416,2.46660143,"['AREG', 'MAP2K5', 'BAD', 'EGF', 'VIP', 'VEGFC', 'STAT3', 'AKT3', 'AGAP2', 'PRKCA', 'NME1', 'AKT1']"
GO:0050673~epithelial cell proliferation,19,0.015302836,"2081, 5594, 7432, 6772, 7424, 5894, 6774, 116986, 5607, 374, 572, 2876, 1950, 2321, 10000, 5578, 207, 4830, 5813",416,1.850381995,"['ERN1', 'MAPK1', 'VIP', 'STAT1', 'VEGFC', 'RAF1', 'STAT3', 'AGAP2', 'MAP2K5', 'AREG', 'BAD', 'GPX1', 'EGF', 'FLT1', 'AKT3', 'PRKCA', 'AKT1', 'NME1', 'PURA']"
GO:0001935~endothelial cell proliferation,10,0.030716774,"2081, 1950, 6772, 7432, 7424, 2321, 6774, 10000, 5578, 207",416,2.299719155,"['ERN1', 'EGF', 'STAT1', 'VIP', 'VEGFC', 'FLT1', 'STAT3', 'AKT3', 'PRKCA', 'AKT1']"
GO:0001938~positive regulation of endothelial cell proliferation,7,0.037770588,"1950, 7432, 7424, 6774, 10000, 5578, 207",416,2.827654682,"['EGF', 'VIP', 'VEGFC', 'STAT3', 'AKT3', 'PRKCA', 'AKT1']"
GO:0010634~positive regulation of epithelial cell migration,9,0.03983123,"3458, 1950, 7424, 10000, 5578, 207, 9647, 6714, 5606",416,2.335692415,"['IFNG', 'EGF', 'VEGFC', 'AKT3', 'PRKCA', 'AKT1', 'PPM1F', 'SRC', 'MAP2K3']"
GO:0050678~regulation of epithelial cell proliferation,16,0.040299103,"4088, 7432, 6772, 7424, 6774, 116986, 5607, 374, 572, 2876, 1950, 2321, 10000, 5578, 207, 4830",416,1.761301495,"['SMAD3', 'VIP', 'STAT1', 'VEGFC', 'STAT3', 'AGAP2', 'MAP2K5', 'AREG', 'BAD', 'GPX1', 'EGF', 'FLT1', 'AKT3', 'PRKCA', 'AKT1', 'NME1']"
GO:0001936~regulation of endothelial cell proliferation,9,0.049114789,"1950, 6772, 7432, 7424, 2321, 6774, 10000, 5578, 207",416,2.235769745,"['EGF', 'STAT1', 'VIP', 'VEGFC', 'FLT1', 'STAT3', 'AKT3', 'PRKCA', 'AKT1']"
GO:0010631~epithelial cell migration,14,0.061987639,"5781, 4089, 7424, 5872, 5607, 2876, 3458, 1950, 10000, 5578, 207, 9647, 6714, 5606",416,1.734294872,"['PTPN11', 'SMAD4', 'VEGFC', 'RAB13', 'MAP2K5', 'GPX1', 'IFNG', 'EGF', 'AKT3', 'PRKCA', 'AKT1', 'PPM1F', 'SRC', 'MAP2K3']"
GO:0001667~ameboidal-type cell migration,17,0.062569689,"5781, 4089, 7424, 5872, 5607, 673, 23380, 2876, 3458, 3611, 1950, 10000, 5578, 207, 9647, 6714, 5606",416,1.618285979,"['PTPN11', 'SMAD4', 'VEGFC', 'RAB13', 'MAP2K5', 'BRAF', 'SRGAP2', 'GPX1', 'IFNG', 'ILK', 'EGF', 'AKT3', 'PRKCA', 'AKT1', 'PPM1F', 'SRC', 'MAP2K3']"
GO:0090132~epithelium migration,14,0.06515241,"5781, 4089, 7424, 5872, 5607, 2876, 3458, 1950, 10000, 5578, 207, 9647, 6714, 5606",416,1.720530627,"['PTPN11', 'SMAD4', 'VEGFC', 'RAB13', 'MAP2K5', 'GPX1', 'IFNG', 'EGF', 'AKT3', 'PRKCA', 'AKT1', 'PPM1F', 'SRC', 'MAP2K3']"
GO:0090130~tissue migration,14,0.071876164,"5781, 4089, 7424, 5872, 5607, 2876, 3458, 1950, 10000, 5578, 207, 9647, 6714, 5606",416,1.693647336,"['PTPN11', 'SMAD4', 'VEGFC', 'RAB13', 'MAP2K5', 'GPX1', 'IFNG', 'EGF', 'AKT3', 'PRKCA', 'AKT1', 'PPM1F', 'SRC', 'MAP2K3']"
GO:0043536~positive regulation of blood vessel endothelial cell migration,5,0.083856937,"7424, 10000, 5578, 207, 5606",416,3.016514735,"['VEGFC', 'AKT3', 'PRKCA', 'AKT1', 'MAP2K3']"
GO:0010595~positive regulation of endothelial cell migration,6,0.161992242,"1950, 7424, 10000, 5578, 207, 5606",416,2.080044489,"['EGF', 'VEGFC', 'AKT3', 'PRKCA', 'AKT1', 'MAP2K3']"
GO:0043534~blood vessel endothelial cell migration,7,0.175472153,"5607, 2876, 7424, 10000, 5578, 207, 5606",416,1.858173077,"['MAP2K5', 'GPX1', 'VEGFC', 'AKT3', 'PRKCA', 'AKT1', 'MAP2K3']"
GO:0010632~regulation of epithelial cell migration,10,0.197489519,"5607, 3458, 1950, 7424, 10000, 5578, 207, 9647, 6714, 5606",416,1.553656419,"['MAP2K5', 'IFNG', 'EGF', 'VEGFC', 'AKT3', 'PRKCA', 'AKT1', 'PPM1F', 'SRC', 'MAP2K3']"
GO:0043535~regulation of blood vessel endothelial cell migration,6,0.236791688,"5607, 7424, 10000, 5578, 207, 5606",416,1.809908841,"['MAP2K5', 'VEGFC', 'AKT3', 'PRKCA', 'AKT1', 'MAP2K3']"
GO:0043542~endothelial cell migration,9,0.259555849,"5607, 2876, 1950, 7424, 5872, 10000, 5578, 207, 5606",416,1.482584902,"['MAP2K5', 'GPX1', 'EGF', 'VEGFC', 'RAB13', 'AKT3', 'PRKCA', 'AKT1', 'MAP2K3']"
GO:0002040~sprouting angiogenesis,6,0.372554757,"5607, 4086, 7424, 10000, 207, 5315",416,1.490513163,"['MAP2K5', 'SMAD1', 'VEGFC', 'AKT3', 'AKT1', 'PKM']"
GO:0010594~regulation of endothelial cell migration,7,0.386478601,"5607, 1950, 7424, 10000, 5578, 207, 5606",416,1.383745908,"['MAP2K5', 'EGF', 'VEGFC', 'AKT3', 'PRKCA', 'AKT1', 'MAP2K3']"
GO:0002042~cell migration involved in sprouting angiogenesis,3,0.602636547,"5607, 10000, 207",416,1.482584902,"['MAP2K5', 'AKT3', 'AKT1']"
GO:1903725~regulation of phospholipid metabolic process,7,0.009954471,"3417, 6342, 8396, 4067, 2321, 5305, 6714",416,3.825650452,"['IDH1', 'SCP2', 'PIP4K2B', 'LYN', 'FLT1', 'PIP4K2A', 'SRC']"
GO:0043550~regulation of lipid kinase activity,5,0.032075947,"8396, 4067, 2321, 5305, 6714",416,4.147707761,"['PIP4K2B', 'LYN', 'FLT1', 'PIP4K2A', 'SRC']"
GO:0043552~positive regulation of phosphatidylinositol 3-kinase activity,3,0.150069344,"4067, 2321, 6714",416,4.355093149,"['LYN', 'FLT1', 'SRC']"
GO:0090218~positive regulation of lipid kinase activity,3,0.180584308,"4067, 2321, 6714",416,3.87119391,"['LYN', 'FLT1', 'SRC']"
GO:0043551~regulation of phosphatidylinositol 3-kinase activity,3,0.243709075,"4067, 2321, 6714",416,3.167340472,"['LYN', 'FLT1', 'SRC']"
GO:1903727~positive regulation of phospholipid metabolic process,3,0.291651153,"4067, 2321, 6714",416,2.787259615,"['LYN', 'FLT1', 'SRC']"
GO:0051640~organelle localization,27,0.00255838,"8850, 8452, 6456, 8775, 29109, 94121, 3837, 673, 27243, 5579, 1759, 27183, 2648, 5870, 4067, 1072, 163, 2932, 79643, 1783, 81488, 2332, 81565, 8615, 8517, 867, 6457",416,1.886115529,"['KAT2B', 'CUL3', 'SH3GL2', 'NAPA', 'FHOD1', 'SYTL4', 'KPNB1', 'BRAF', 'CHMP2A', 'PRKCB', 'DNM1', 'VPS4A', 'KAT2A', 'RAB6A', 'LYN', 'CFL1', 'AP2B1', 'GSK3B', 'CHMP6', 'DYNC1LI2', 'POLR2M', 'FMR1', 'NDEL1', 'USO1', 'IKBKG', 'CBL', 'SH3GL3']"
GO:0051656~establishment of organelle localization,22,0.012752825,"8850, 8452, 5870, 4067, 6456, 8775, 29109, 1072, 163, 2932, 3837, 673, 79643, 27243, 2332, 81565, 867, 8517, 6457, 5579, 27183, 1759",416,1.780479429,"['KAT2B', 'CUL3', 'RAB6A', 'LYN', 'SH3GL2', 'NAPA', 'FHOD1', 'CFL1', 'AP2B1', 'GSK3B', 'KPNB1', 'BRAF', 'CHMP6', 'CHMP2A', 'FMR1', 'NDEL1', 'CBL', 'IKBKG', 'SH3GL3', 'PRKCB', 'VPS4A', 'DNM1']"
GO:0097480~establishment of synaptic vesicle localization,9,0.062674671,"2932, 673, 6456, 8775, 2332, 6457, 5579, 1759, 163",416,2.122278895,"['GSK3B', 'BRAF', 'SH3GL2', 'NAPA', 'FMR1', 'SH3GL3', 'PRKCB', 'DNM1', 'AP2B1']"
GO:0048489~synaptic vesicle transport,9,0.062674671,"2932, 673, 6456, 8775, 2332, 6457, 5579, 1759, 163",416,2.122278895,"['GSK3B', 'BRAF', 'SH3GL2', 'NAPA', 'FMR1', 'SH3GL3', 'PRKCB', 'DNM1', 'AP2B1']"
GO:1903305~regulation of regulated secretory pathway,8,0.064061029,"64780, 2932, 673, 4067, 8775, 2332, 2241, 5579",416,2.266064728,"['MICAL1', 'GSK3B', 'BRAF', 'LYN', 'NAPA', 'FMR1', 'FER', 'PRKCB']"
GO:0051648~vesicle localization,13,0.068086393,"8452, 6456, 8775, 163, 2932, 673, 2332, 81565, 8615, 8517, 6457, 5579, 1759",416,1.755541424,"['CUL3', 'SH3GL2', 'NAPA', 'AP2B1', 'GSK3B', 'BRAF', 'FMR1', 'NDEL1', 'USO1', 'IKBKG', 'SH3GL3', 'PRKCB', 'DNM1']"
GO:0099003~vesicle-mediated transport in synapse,9,0.070285284,"2932, 673, 6456, 8775, 2332, 6457, 5579, 1759, 163",416,2.069747239,"['GSK3B', 'BRAF', 'SH3GL2', 'NAPA', 'FMR1', 'SH3GL3', 'PRKCB', 'DNM1', 'AP2B1']"
GO:0097479~synaptic vesicle localization,9,0.073462114,"2932, 673, 6456, 8775, 2332, 6457, 5579, 1759, 163",416,2.0494556,"['GSK3B', 'BRAF', 'SH3GL2', 'NAPA', 'FMR1', 'SH3GL3', 'PRKCB', 'DNM1', 'AP2B1']"
GO:2000300~regulation of synaptic vesicle exocytosis,5,0.099978356,"2932, 673, 8775, 2332, 5579",416,2.83258091,"['GSK3B', 'BRAF', 'NAPA', 'FMR1', 'PRKCB']"
GO:0051650~establishment of vesicle localization,12,0.103311215,"2932, 673, 8452, 6456, 8775, 2332, 81565, 8517, 6457, 5579, 1759, 163",416,1.679072057,"['GSK3B', 'BRAF', 'CUL3', 'SH3GL2', 'NAPA', 'FMR1', 'NDEL1', 'IKBKG', 'SH3GL3', 'PRKCB', 'DNM1', 'AP2B1']"
GO:0048488~synaptic vesicle endocytosis,4,0.138194015,"6456, 6457, 1759, 163",416,3.096955128,"['SH3GL2', 'SH3GL3', 'DNM1', 'AP2B1']"
GO:0072583~clathrin-dependent endocytosis,5,0.155835508,"6456, 6457, 161, 1759, 163",416,2.394552934,"['SH3GL2', 'SH3GL3', 'AP2A2', 'DNM1', 'AP2B1']"
GO:0099504~synaptic vesicle cycle,7,0.172331285,"673, 6456, 8775, 2332, 6457, 1759, 163",416,1.868852233,"['BRAF', 'SH3GL2', 'NAPA', 'FMR1', 'SH3GL3', 'DNM1', 'AP2B1']"
GO:1902803~regulation of synaptic vesicle transport,5,0.198228103,"2932, 673, 8775, 2332, 5579",416,2.17076294,"['GSK3B', 'BRAF', 'NAPA', 'FMR1', 'PRKCB']"
GO:0046928~regulation of neurotransmitter secretion,5,0.220612489,"2932, 673, 8775, 2332, 5579",416,2.07385388,"['GSK3B', 'BRAF', 'NAPA', 'FMR1', 'PRKCB']"
GO:0017158~regulation of calcium ion-dependent exocytosis,5,0.220612489,"2932, 673, 8775, 2332, 5579",416,2.07385388,"['GSK3B', 'BRAF', 'NAPA', 'FMR1', 'PRKCB']"
GO:0007269~neurotransmitter secretion,6,0.221082793,"64130, 2932, 673, 8775, 2332, 5579",416,1.858173077,"['LIN7B', 'GSK3B', 'BRAF', 'NAPA', 'FMR1', 'PRKCB']"
GO:0099643~signal release from synapse,6,0.221082793,"64130, 2932, 673, 8775, 2332, 5579",416,1.858173077,"['LIN7B', 'GSK3B', 'BRAF', 'NAPA', 'FMR1', 'PRKCB']"
GO:0099531~presynaptic process involved in chemical synaptic transmission,6,0.240767008,"64130, 2932, 673, 8775, 2332, 5579",416,1.79823201,"['LIN7B', 'GSK3B', 'BRAF', 'NAPA', 'FMR1', 'PRKCB']"
GO:0036465~synaptic vesicle recycling,4,0.263886525,"6456, 6457, 1759, 163",416,2.238762743,"['SH3GL2', 'SH3GL3', 'DNM1', 'AP2B1']"
GO:0051588~regulation of neurotransmitter transport,5,0.291049302,"2932, 673, 8775, 2332, 5579",416,1.828910509,"['GSK3B', 'BRAF', 'NAPA', 'FMR1', 'PRKCB']"
GO:0045055~regulated exocytosis,8,0.303313895,"2932, 673, 4067, 8775, 2332, 867, 2241, 5579",416,1.463128407,"['GSK3B', 'BRAF', 'LYN', 'NAPA', 'FMR1', 'CBL', 'FER', 'PRKCB']"
GO:0017156~calcium ion regulated exocytosis,5,0.42702629,"2932, 673, 8775, 2332, 5579",416,1.498526675,"['GSK3B', 'BRAF', 'NAPA', 'FMR1', 'PRKCB']"
