GO_Term,count,PValue,Genes,List_total,Fold_enrichment,Entrez_gene_symbol
GO:0006869~lipid transport,12,0.064658041,"5360, 9388, 4481, 1645, 3929, 347, 2167, 5468, 319, 84947, 1191, 140606",291,1.831970613,"['PLTP', 'LIPG', 'MSR1', 'AKR1C1', 'LBP', 'APOD', 'FABP4', 'PPARG', 'APOF', 'SERAC1', 'CLU', 'SELENOM']"
GO:0032376~positive regulation of cholesterol transport,3,0.115891338,"5360, 9388, 5468",291,5.108379593,"['PLTP', 'LIPG', 'PPARG']"
GO:0032373~positive regulation of sterol transport,3,0.115891338,"5360, 9388, 5468",291,5.108379593,"['PLTP', 'LIPG', 'PPARG']"
GO:0015850~organic hydroxy compound transport,8,0.183774768,"5360, 9388, 4481, 1645, 5468, 84947, 1191, 140606",291,1.71932517,"['PLTP', 'LIPG', 'MSR1', 'AKR1C1', 'PPARG', 'SERAC1', 'CLU', 'SELENOM']"
GO:0032371~regulation of sterol transport,3,0.3491672,"5360, 9388, 5468",291,2.429595172,"['PLTP', 'LIPG', 'PPARG']"
GO:0032374~regulation of cholesterol transport,3,0.3491672,"5360, 9388, 5468",291,2.429595172,"['PLTP', 'LIPG', 'PPARG']"
GO:0097006~regulation of plasma lipoprotein particle levels,3,0.376195063,"5360, 9388, 4481",291,2.289963266,"['PLTP', 'LIPG', 'MSR1']"
GO:0032370~positive regulation of lipid transport,3,0.376195063,"5360, 9388, 5468",291,2.289963266,"['PLTP', 'LIPG', 'PPARG']"
GO:0032368~regulation of lipid transport,3,0.678580712,"5360, 9388, 5468",291,1.28533422,"['PLTP', 'LIPG', 'PPARG']"
GO:0022404~molting cycle process,5,0.060126735,"80326, 1001, 51588, 4038, 26018",291,3.388210954,"['WNT10A', 'CDH3', 'PIAS4', 'LRP4', 'LRIG1']"
GO:0022405~hair cycle process,5,0.060126735,"80326, 1001, 51588, 4038, 26018",291,3.388210954,"['WNT10A', 'CDH3', 'PIAS4', 'LRP4', 'LRIG1']"
GO:0098773~skin epidermis development,5,0.063808149,"80326, 1001, 28514, 51588, 4038",291,3.320446735,"['WNT10A', 'CDH3', 'DLL1', 'PIAS4', 'LRP4']"
GO:0042303~molting cycle,5,0.097315027,"80326, 1001, 51588, 4038, 26018",291,2.862454082,"['WNT10A', 'CDH3', 'PIAS4', 'LRP4', 'LRIG1']"
GO:0042633~hair cycle,5,0.097315027,"80326, 1001, 51588, 4038, 26018",291,2.862454082,"['WNT10A', 'CDH3', 'PIAS4', 'LRP4', 'LRIG1']"
GO:0001942~hair follicle development,4,0.171298257,"80326, 1001, 51588, 4038",291,2.796165672,"['WNT10A', 'CDH3', 'PIAS4', 'LRP4']"
GO:0008544~epidermis development,9,0.245559322,"80326, 79955, 79987, 3909, 1001, 28514, 51588, 4038, 54845",291,1.509293971,"['WNT10A', 'PDZD7', 'SVEP1', 'LAMA3', 'CDH3', 'DLL1', 'PIAS4', 'LRP4', 'ESRP1']"
GO:0043588~skin development,5,0.739125653,"80326, 1001, 28514, 51588, 4038",291,0.997131152,"['WNT10A', 'CDH3', 'DLL1', 'PIAS4', 'LRP4']"
GO:0035036~sperm-egg recognition,4,0.049557384,"2348, 1047, 284359, 2683",291,4.829740706,"['FOLR1', 'CLGN', 'IZUMO1', 'B4GALT1']"
GO:0009988~cell-cell recognition,4,0.106152432,"2348, 1047, 284359, 2683",291,3.49520709,"['FOLR1', 'CLGN', 'IZUMO1', 'B4GALT1']"
GO:0007338~single fertilization,6,0.116562959,"27120, 2348, 1047, 284359, 2683, 132141",291,2.33013806,"['DKKL1', 'FOLR1', 'CLGN', 'IZUMO1', 'B4GALT1', 'IQCF1']"
GO:0009566~fertilization,6,0.227548028,"27120, 2348, 1047, 284359, 2683, 132141",291,1.853272596,"['DKKL1', 'FOLR1', 'CLGN', 'IZUMO1', 'B4GALT1', 'IQCF1']"
GO:0008037~cell recognition,6,0.299672751,"2348, 1047, 284359, 128434, 2683, 2220",291,1.653334474,"['FOLR1', 'CLGN', 'IZUMO1', 'VSTM2L', 'B4GALT1', 'FCN2']"
GO:0001569~branching involved in blood vessel morphogenesis,4,0.015359963,"7422, 6423, 90, 51548",291,7.589592538,"['VEGFA', 'SFRP2', 'ACVR1', 'SIRT6']"
GO:0061138~morphogenesis of a branching epithelium,5,0.315819344,"7422, 6423, 90, 7855, 51548",291,1.766195072,"['VEGFA', 'SFRP2', 'ACVR1', 'FZD5', 'SIRT6']"
GO:0001763~morphogenesis of a branching structure,5,0.382005084,"7422, 6423, 90, 7855, 51548",291,1.604080549,"['VEGFA', 'SFRP2', 'ACVR1', 'FZD5', 'SIRT6']"
GO:0048754~branching morphogenesis of an epithelial tube,4,0.41983335,"7422, 6423, 90, 51548",291,1.691947381,"['VEGFA', 'SFRP2', 'ACVR1', 'SIRT6']"
GO:0019216~regulation of lipid metabolic process,14,0.006358218,"9563, 3172, 51280, 27120, 10613, 1389, 79798, 347, 2695, 5468, 51548, 5934, 718, 5925",291,2.377813519,"['H6PD', 'HNF4A', 'GOLM1', 'DKKL1', 'ERLIN1', 'CREBL2', 'ARMC5', 'APOD', 'GIP', 'PPARG', 'SIRT6', 'RBL2', 'C3', 'RB1']"
GO:0046890~regulation of lipid biosynthetic process,7,0.076311895,"27120, 10613, 9563, 1389, 79798, 2695, 718",291,2.371747668,"['DKKL1', 'ERLIN1', 'H6PD', 'CREBL2', 'ARMC5', 'GIP', 'C3']"
GO:0006629~lipid metabolic process,29,0.116820329,"9388, 5360, 64174, 9563, 28, 1120, 27120, 5618, 10613, 79798, 51588, 319, 51548, 340204, 5934, 718, 7132, 2683, 84947, 3172, 1191, 51052, 1645, 1389, 347, 2695, 5468, 4758, 5925",291,1.30655299,"['LIPG', 'PLTP', 'DPEP2', 'H6PD', 'ABO', 'CHKB', 'DKKL1', 'PRLR', 'ERLIN1', 'ARMC5', 'PIAS4', 'APOF', 'SIRT6', 'CLPSL1', 'RBL2', 'C3', 'TNFRSF1A', 'B4GALT1', 'SERAC1', 'HNF4A', 'CLU', 'PRLH', 'AKR1C1', 'CREBL2', 'APOD', 'GIP', 'PPARG', 'NEU1', 'RB1']"
GO:0050810~regulation of steroid biosynthetic process,4,0.122218914,"27120, 10613, 9563, 79798",291,3.279453566,"['DKKL1', 'ERLIN1', 'H6PD', 'ARMC5']"
GO:0010565~regulation of cellular ketone metabolic process,6,0.122973489,"27120, 10613, 9563, 2695, 5699, 5468",291,2.289963266,"['DKKL1', 'ERLIN1', 'H6PD', 'GIP', 'PSMB10', 'PPARG']"
GO:0019218~regulation of steroid metabolic process,4,0.24078566,"27120, 10613, 9563, 79798",291,2.350758751,"['DKKL1', 'ERLIN1', 'H6PD', 'ARMC5']"
GO:0008202~steroid metabolic process,8,0.252203909,"27120, 5618, 10613, 1645, 9563, 79798, 51588, 319",291,1.5671725,"['DKKL1', 'PRLR', 'ERLIN1', 'AKR1C1', 'H6PD', 'ARMC5', 'PIAS4', 'APOF']"
GO:0006694~steroid biosynthetic process,4,0.512248583,"27120, 5618, 10613, 9563",291,1.483998541,"['DKKL1', 'PRLR', 'ERLIN1', 'H6PD']"
GO:0008610~lipid biosynthetic process,11,0.641581476,"27120, 5618, 10613, 9388, 9563, 1389, 79798, 2695, 1120, 84947, 718",291,1.015992047,"['DKKL1', 'PRLR', 'ERLIN1', 'LIPG', 'H6PD', 'CREBL2', 'ARMC5', 'GIP', 'CHKB', 'SERAC1', 'C3']"
GO:0010001~glial cell differentiation,9,0.031896329,"7133, 1840, 28514, 5764, 4664, 5468, 4920, 3084, 1191",291,2.449509887,"['TNFRSF1B', 'DTX1', 'DLL1', 'PTN', 'NAB1', 'PPARG', 'ROR2', 'NRG1', 'CLU']"
GO:0042552~myelination,4,0.322170301,"7133, 4664, 3084, 1191",291,1.997261194,"['TNFRSF1B', 'NAB1', 'NRG1', 'CLU']"
GO:0007272~ensheathment of neurons,4,0.330383696,"7133, 4664, 3084, 1191",291,1.967672139,"['TNFRSF1B', 'NAB1', 'NRG1', 'CLU']"
GO:0008366~axon ensheathment,4,0.330383696,"7133, 4664, 3084, 1191",291,1.967672139,"['TNFRSF1B', 'NAB1', 'NRG1', 'CLU']"
GO:0007595~lactation,3,0.135963255,"5618, 7422, 5617",291,4.633181491,"['PRLR', 'VEGFA', 'PRL']"
GO:0030879~mammary gland development,5,0.153936801,"5618, 89780, 7422, 3084, 5617",291,2.406120823,"['PRLR', 'WNT3A', 'VEGFA', 'NRG1', 'PRL']"
GO:0007589~body fluid secretion,4,0.156730797,"5618, 7422, 4879, 5617",291,2.919074053,"['PRLR', 'VEGFA', 'NPPB', 'PRL']"
GO:0010862~positive regulation of pathway-restricted SMAD protein phosphorylation,3,0.172670359,"3625, 90, 5468",291,3.984536082,"['INHBB', 'ACVR1', 'PPARG']"
GO:0060393~regulation of pathway-restricted SMAD protein phosphorylation,3,0.249530491,"3625, 90, 5468",291,3.112918814,"['INHBB', 'ACVR1', 'PPARG']"
GO:0060389~pathway-restricted SMAD protein phosphorylation,3,0.260669677,"3625, 90, 5468",291,3.018587941,"['INHBB', 'ACVR1', 'PPARG']"
GO:0090100~positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,3,0.557686688,"3625, 90, 5468",291,1.606667775,"['INHBB', 'ACVR1', 'PPARG']"
GO:0002090~regulation of receptor internalization,4,0.039075148,"89780, 7422, 2332, 284654",291,5.312714777,"['WNT3A', 'VEGFA', 'FMR1', 'RSPO1']"
GO:0002092~positive regulation of receptor internalization,3,0.069888121,"89780, 7422, 2332",291,6.869889797,"['WNT3A', 'VEGFA', 'FMR1']"
GO:0033138~positive regulation of peptidyl-serine phosphorylation,5,0.088282632,"89780, 1389, 7037, 7422, 6423",291,2.964684585,"['WNT3A', 'CREBL2', 'TFRC', 'VEGFA', 'SFRP2']"
GO:0031623~receptor internalization,5,0.090501093,"89780, 7037, 7422, 2332, 3689",291,2.938448438,"['WNT3A', 'TFRC', 'VEGFA', 'FMR1', 'ITGB2']"
GO:0043112~receptor metabolic process,6,0.122973489,"89780, 7037, 7422, 2332, 3689, 3084",291,2.289963266,"['WNT3A', 'TFRC', 'VEGFA', 'FMR1', 'ITGB2', 'NRG1']"
GO:0071542~dopaminergic neuron differentiation,3,0.125830439,"89780, 7422, 6423",291,4.859190344,"['WNT3A', 'VEGFA', 'SFRP2']"
GO:0033135~regulation of peptidyl-serine phosphorylation,5,0.189018863,"89780, 1389, 7037, 7422, 6423",291,2.213631157,"['WNT3A', 'CREBL2', 'TFRC', 'VEGFA', 'SFRP2']"
GO:0060560~developmental growth involved in morphogenesis,6,0.276134331,"89780, 7422, 6423, 5754, 8828, 123904",291,1.710101323,"['WNT3A', 'VEGFA', 'SFRP2', 'PTK7', 'NRP2', 'NRN1L']"
GO:0018105~peptidyl-serine phosphorylation,5,0.723944974,"89780, 1389, 7037, 7422, 6423",291,1.018541943,"['WNT3A', 'CREBL2', 'TFRC', 'VEGFA', 'SFRP2']"
GO:0018209~peptidyl-serine modification,5,0.773357806,"89780, 1389, 7037, 7422, 6423",291,0.948699067,"['WNT3A', 'CREBL2', 'TFRC', 'VEGFA', 'SFRP2']"
GO:0050918~positive chemotaxis,4,0.085206618,"7422, 6348, 2152, 285",291,3.849793316,"['VEGFA', 'CCL3', 'F3', 'ANGPT2']"
GO:0051897~positive regulation of protein kinase B signaling,5,0.129444321,"7422, 6348, 2152, 3481, 3084",291,2.573989717,"['VEGFA', 'CCL3', 'F3', 'IGF2', 'NRG1']"
GO:0051896~regulation of protein kinase B signaling,6,0.186867664,"7422, 3135, 6348, 2152, 3481, 3084",291,1.98235626,"['VEGFA', 'HLA-G', 'CCL3', 'F3', 'IGF2', 'NRG1']"
GO:0043491~protein kinase B signaling,6,0.233273876,"7422, 3135, 6348, 2152, 3481, 3084",291,1.827768845,"['VEGFA', 'HLA-G', 'CCL3', 'F3', 'IGF2', 'NRG1']"
GO:0060563~neuroepithelial cell differentiation,4,0.093950088,"56975, 79955, 28514, 54845",291,3.689385262,"['FAM20C', 'PDZD7', 'DLL1', 'ESRP1']"
GO:0042491~auditory receptor cell differentiation,3,0.146269532,"79955, 28514, 54845",291,4.427262314,"['PDZD7', 'DLL1', 'ESRP1']"
GO:0035315~hair cell differentiation,3,0.194301472,"79955, 28514, 54845",291,3.689385262,"['PDZD7', 'DLL1', 'ESRP1']"
GO:0060113~inner ear receptor cell differentiation,3,0.271813369,"79955, 28514, 54845",291,2.929805943,"['PDZD7', 'DLL1', 'ESRP1']"
GO:0042490~mechanoreceptor differentiation,3,0.299627374,"79955, 28514, 54845",291,2.729134303,"['PDZD7', 'DLL1', 'ESRP1']"
GO:0009913~epidermal cell differentiation,4,0.755916411,"79955, 1001, 28514, 54845",291,1.013876866,"['PDZD7', 'CDH3', 'DLL1', 'ESRP1']"
GO:0009308~amine metabolic process,6,0.031679328,"6819, 501, 2861, 7412, 5699, 3689",291,3.405586395,"['SULT1C2', 'ALDH7A1', 'GPR37', 'VCAM1', 'PSMB10', 'ITGB2']"
GO:0033238~regulation of cellular amine metabolic process,3,0.221774336,"2861, 5699, 3689",291,3.376725494,"['GPR37', 'PSMB10', 'ITGB2']"
GO:0044106~cellular amine metabolic process,4,0.22489966,"501, 2861, 5699, 3689",291,2.437025127,"['ALDH7A1', 'GPR37', 'PSMB10', 'ITGB2']"
GO:0097164~ammonium ion metabolic process,5,0.413390024,"1645, 501, 2861, 1120, 3689",291,1.537243859,"['AKR1C1', 'ALDH7A1', 'GPR37', 'CHKB', 'ITGB2']"
GO:0046545~development of primary female sexual characteristics,5,0.092746131,"3625, 7422, 2796, 117, 4327",291,2.912672575,"['INHBB', 'VEGFA', 'GNRH1', 'ADCYAP1R1', 'MMP19']"
GO:0046660~female sex differentiation,5,0.129444321,"3625, 7422, 2796, 117, 4327",291,2.573989717,"['INHBB', 'VEGFA', 'GNRH1', 'ADCYAP1R1', 'MMP19']"
GO:0045137~development of primary sexual characteristics,7,0.179106299,"3625, 8751, 7422, 2796, 6423, 117, 4327",291,1.852042004,"['INHBB', 'ADAM15', 'VEGFA', 'GNRH1', 'SFRP2', 'ADCYAP1R1', 'MMP19']"
GO:0001541~ovarian follicle development,3,0.221774336,"3625, 7422, 4327",291,3.376725494,"['INHBB', 'VEGFA', 'MMP19']"
GO:0008585~female gonad development,4,0.228852183,"3625, 7422, 2796, 4327",291,2.414870353,"['INHBB', 'VEGFA', 'GNRH1', 'MMP19']"
GO:0042698~ovulation cycle,4,0.244786728,"3625, 7422, 5764, 4327",291,2.33013806,"['INHBB', 'VEGFA', 'PTN', 'MMP19']"
GO:0008406~gonad development,6,0.314398285,"3625, 8751, 7422, 2796, 6423, 4327",291,1.619730115,"['INHBB', 'ADAM15', 'VEGFA', 'GNRH1', 'SFRP2', 'MMP19']"
GO:0022602~ovulation cycle process,3,0.397482061,"3625, 7422, 4327",291,2.18930554,"['INHBB', 'VEGFA', 'MMP19']"
GO:0046661~male sex differentiation,4,0.508114784,"3625, 8751, 6423, 4920",291,1.500766886,"['INHBB', 'ADAM15', 'SFRP2', 'ROR2']"
GO:0008584~male gonad development,3,0.671666939,"3625, 8751, 6423",291,1.302135975,"['INHBB', 'ADAM15', 'SFRP2']"
GO:0046546~development of primary male sexual characteristics,3,0.675138728,"3625, 8751, 6423",291,1.293680546,"['INHBB', 'ADAM15', 'SFRP2']"
GO:1905276~regulation of epithelial tube formation,3,0.046158706,"7422, 6423, 5754",291,8.662034962,"['VEGFA', 'SFRP2', 'PTK7']"
GO:0003401~axis elongation,3,0.057592186,"89780, 6423, 5754",291,7.662569389,"['WNT3A', 'SFRP2', 'PTK7']"
GO:0045995~regulation of embryonic development,6,0.118619983,"89780, 6423, 3909, 28514, 5754, 3172",291,2.316590746,"['WNT3A', 'SFRP2', 'LAMA3', 'DLL1', 'PTK7', 'HNF4A']"
GO:0003151~outflow tract morphogenesis,4,0.125533725,"2348, 7422, 6423, 8828",291,3.23946023,"['FOLR1', 'VEGFA', 'SFRP2', 'NRP2']"
GO:0001843~neural tube closure,4,0.171298257,"2348, 6423, 5754, 23654",291,2.796165672,"['FOLR1', 'SFRP2', 'PTK7', 'PLXNB2']"
GO:0072175~epithelial tube formation,5,0.174094579,"2348, 7422, 6423, 5754, 23654",291,2.289963266,"['FOLR1', 'VEGFA', 'SFRP2', 'PTK7', 'PLXNB2']"
GO:0060606~tube closure,4,0.174999426,"2348, 6423, 5754, 23654",291,2.767038946,"['FOLR1', 'SFRP2', 'PTK7', 'PLXNB2']"
GO:0014020~primary neural tube formation,4,0.193826507,"2348, 6423, 5754, 23654",291,2.63005682,"['FOLR1', 'SFRP2', 'PTK7', 'PLXNB2']"
GO:0035148~tube formation,5,0.219999901,"2348, 7422, 6423, 5754, 23654",291,2.07527921,"['FOLR1', 'VEGFA', 'SFRP2', 'PTK7', 'PLXNB2']"
GO:0001841~neural tube formation,4,0.228852183,"2348, 6423, 5754, 23654",291,2.414870353,"['FOLR1', 'SFRP2', 'PTK7', 'PLXNB2']"
GO:0021915~neural tube development,5,0.251797296,"89780, 2348, 6423, 5754, 23654",291,1.964761382,"['WNT3A', 'FOLR1', 'SFRP2', 'PTK7', 'PLXNB2']"
GO:0001838~embryonic epithelial tube formation,4,0.31806389,"2348, 6423, 5754, 23654",291,2.012391961,"['FOLR1', 'SFRP2', 'PTK7', 'PLXNB2']"
GO:0016331~morphogenesis of embryonic epithelium,4,0.415834517,"2348, 6423, 5754, 23654",291,1.702793198,"['FOLR1', 'SFRP2', 'PTK7', 'PLXNB2']"
GO:0034976~response to endoplasmic reticulum stress,8,0.116028813,"10613, 23071, 1047, 22926, 81542, 4189, 10961, 1191",291,1.960411357,"['ERLIN1', 'ERP44', 'CLGN', 'ATF6', 'TMX1', 'DNAJB9', 'ERP29', 'CLU']"
GO:1905897~regulation of response to endoplasmic reticulum stress,4,0.186234169,"22926, 4189, 10961, 1191",291,2.683189281,"['ATF6', 'DNAJB9', 'ERP29', 'CLU']"
GO:0035966~response to topologically incorrect protein,5,0.241996508,"23071, 3338, 22926, 4189, 1191",291,1.988291458,"['ERP44', 'DNAJC4', 'ATF6', 'DNAJB9', 'CLU']"
GO:0007568~aging,10,0.055706813,"7076, 3625, 7133, 7037, 567, 347, 7412, 3135, 51548, 4869",291,2.056004171,"['TIMP1', 'INHBB', 'TNFRSF1B', 'TFRC', 'B2M', 'APOD', 'VCAM1', 'HLA-G', 'SIRT6', 'NPM1']"
GO:0090398~cellular senescence,4,0.19002054,"567, 3135, 51548, 4869",291,2.656357388,"['B2M', 'HLA-G', 'SIRT6', 'NPM1']"
GO:2000772~regulation of cellular senescence,3,0.210739846,"567, 3135, 51548",291,3.49520709,"['B2M', 'HLA-G', 'SIRT6']"
GO:0090342~regulation of cell aging,3,0.232853835,"567, 3135, 51548",291,3.266013182,"['B2M', 'HLA-G', 'SIRT6']"
GO:0007569~cell aging,4,0.30575156,"567, 3135, 51548, 4869",291,2.059191774,"['B2M', 'HLA-G', 'SIRT6', 'NPM1']"
GO:0060173~limb development,6,0.162244068,"83999, 6423, 51588, 4038, 4920, 91461",291,2.086144546,"['KREMEN1', 'SFRP2', 'PIAS4', 'LRP4', 'ROR2', 'PKDCC']"
GO:0048736~appendage development,6,0.162244068,"83999, 6423, 51588, 4038, 4920, 91461",291,2.086144546,"['KREMEN1', 'SFRP2', 'PIAS4', 'LRP4', 'ROR2', 'PKDCC']"
GO:0042733~embryonic digit morphogenesis,3,0.24396592,"6423, 4038, 4920",291,3.162330224,"['SFRP2', 'LRP4', 'ROR2']"
GO:0035107~appendage morphogenesis,4,0.399755075,"6423, 4038, 4920, 91461",291,1.747603545,"['SFRP2', 'LRP4', 'ROR2', 'PKDCC']"
GO:0035108~limb morphogenesis,4,0.399755075,"6423, 4038, 4920, 91461",291,1.747603545,"['SFRP2', 'LRP4', 'ROR2', 'PKDCC']"
GO:0030326~embryonic limb morphogenesis,3,0.562049565,"6423, 4038, 4920",291,1.593814433,"['SFRP2', 'LRP4', 'ROR2']"
GO:0035113~embryonic appendage morphogenesis,3,0.562049565,"6423, 4038, 4920",291,1.593814433,"['SFRP2', 'LRP4', 'ROR2']"
GO:0006801~superoxide metabolic process,4,0.115688702,"10516, 1401, 151647, 3689",291,3.362477707,"['FBLN5', 'CRP', 'TAFA4', 'ITGB2']"
GO:0090322~regulation of superoxide metabolic process,3,0.125830439,"10516, 1401, 3689",291,4.859190344,"['FBLN5', 'CRP', 'ITGB2']"
GO:0042554~superoxide anion generation,3,0.141095936,"1401, 151647, 3689",291,4.527881912,"['CRP', 'TAFA4', 'ITGB2']"
GO:2000377~regulation of reactive oxygen species metabolic process,6,0.219484681,"1645, 10516, 1401, 3240, 3689, 1191",291,1.870674217,"['AKR1C1', 'FBLN5', 'CRP', 'HP', 'ITGB2', 'CLU']"
GO:2000379~positive regulation of reactive oxygen species metabolic process,4,0.248798403,"1645, 1401, 3689, 1191",291,2.30987599,"['AKR1C1', 'CRP', 'ITGB2', 'CLU']"
GO:0072593~reactive oxygen species metabolic process,7,0.28752396,"1645, 10516, 1401, 151647, 3240, 3689, 1191",291,1.565193747,"['AKR1C1', 'FBLN5', 'CRP', 'TAFA4', 'HP', 'ITGB2', 'CLU']"
GO:0042267~natural killer cell mediated cytotoxicity,3,0.294074397,"57823, 3135, 3965",291,2.767038946,"['SLAMF7', 'HLA-G', 'LGALS9']"
GO:0002228~natural killer cell mediated immunity,3,0.332761074,"57823, 3135, 3965",291,2.52185828,"['SLAMF7', 'HLA-G', 'LGALS9']"
GO:0042180~cellular ketone metabolic process,8,0.097231542,"27120, 10613, 1645, 9563, 2695, 5699, 5468, 51548",291,2.051241226,"['DKKL1', 'ERLIN1', 'AKR1C1', 'H6PD', 'GIP', 'PSMB10', 'PPARG', 'SIRT6']"
GO:0019217~regulation of fatty acid metabolic process,3,0.493431342,"10613, 2695, 5468",291,1.811152765,"['ERLIN1', 'GIP', 'PPARG']"
GO:0055088~lipid homeostasis,6,0.140850435,"9388, 1645, 2167, 2695, 5468, 3172",291,2.18930554,"['LIPG', 'AKR1C1', 'FABP4', 'GIP', 'PPARG', 'HNF4A']"
GO:0042632~cholesterol homeostasis,4,0.20535525,"9388, 1645, 2167, 3172",291,2.554189796,"['LIPG', 'AKR1C1', 'FABP4', 'HNF4A']"
GO:0055092~sterol homeostasis,4,0.209232894,"9388, 1645, 2167, 3172",291,2.529864179,"['LIPG', 'AKR1C1', 'FABP4', 'HNF4A']"
GO:0000902~cell morphogenesis,23,0.076079458,"89780, 25805, 7422, 128434, 23654, 80739, 3084, 1191, 2192, 79955, 3909, 1001, 6348, 5699, 4038, 50674, 5754, 3689, 8828, 123904, 5925, 92949, 1306",291,1.447777723,"['WNT3A', 'BAMBI', 'VEGFA', 'VSTM2L', 'PLXNB2', 'MPIG6B', 'NRG1', 'CLU', 'FBLN1', 'PDZD7', 'LAMA3', 'CDH3', 'CCL3', 'PSMB10', 'LRP4', 'NEUROG3', 'PTK7', 'ITGB2', 'NRP2', 'NRN1L', 'RB1', 'ADAMTSL1', 'COL15A1']"
GO:0007411~axon guidance,8,0.085820476,"89780, 7422, 128434, 3909, 5754, 23654, 8828, 92949",291,2.116619433,"['WNT3A', 'VEGFA', 'VSTM2L', 'LAMA3', 'PTK7', 'PLXNB2', 'NRP2', 'ADAMTSL1']"
GO:0097485~neuron projection guidance,8,0.087224349,"89780, 7422, 128434, 3909, 5754, 23654, 8828, 92949",291,2.108220149,"['WNT3A', 'VEGFA', 'VSTM2L', 'LAMA3', 'PTK7', 'PLXNB2', 'NRP2', 'ADAMTSL1']"
GO:1902284~neuron projection extension involved in neuron projection guidance,3,0.106167278,"89780, 7422, 8828",291,5.38450822,"['WNT3A', 'VEGFA', 'NRP2']"
GO:0048846~axon extension involved in axon guidance,3,0.106167278,"89780, 7422, 8828",291,5.38450822,"['WNT3A', 'VEGFA', 'NRP2']"
GO:0032989~cellular component morphogenesis,23,0.162571983,"89780, 25805, 7422, 128434, 23654, 80739, 3084, 1191, 2192, 79955, 3909, 1001, 6348, 5699, 4038, 50674, 5754, 3689, 8828, 123904, 5925, 92949, 1306",291,1.305474785,"['WNT3A', 'BAMBI', 'VEGFA', 'VSTM2L', 'PLXNB2', 'MPIG6B', 'NRG1', 'CLU', 'FBLN1', 'PDZD7', 'LAMA3', 'CDH3', 'CCL3', 'PSMB10', 'LRP4', 'NEUROG3', 'PTK7', 'ITGB2', 'NRP2', 'NRN1L', 'RB1', 'ADAMTSL1', 'COL15A1']"
GO:0000904~cell morphogenesis involved in differentiation,15,0.26710944,"89780, 7422, 128434, 23654, 80739, 2192, 79955, 3909, 4038, 50674, 5754, 8828, 5925, 92949, 1306",291,1.295362836,"['WNT3A', 'VEGFA', 'VSTM2L', 'PLXNB2', 'MPIG6B', 'FBLN1', 'PDZD7', 'LAMA3', 'LRP4', 'NEUROG3', 'PTK7', 'NRP2', 'RB1', 'ADAMTSL1', 'COL15A1']"
GO:0048667~cell morphogenesis involved in neuron differentiation,11,0.377071344,"89780, 7422, 79955, 128434, 3909, 4038, 5754, 23654, 8828, 92949, 5925",291,1.255151687,"['WNT3A', 'VEGFA', 'PDZD7', 'VSTM2L', 'LAMA3', 'LRP4', 'PTK7', 'PLXNB2', 'NRP2', 'ADAMTSL1', 'RB1']"
GO:0007409~axonogenesis,9,0.401221465,"89780, 7422, 128434, 3909, 4038, 5754, 23654, 8828, 92949",291,1.279829577,"['WNT3A', 'VEGFA', 'VSTM2L', 'LAMA3', 'LRP4', 'PTK7', 'PLXNB2', 'NRP2', 'ADAMTSL1']"
GO:1990138~neuron projection extension,4,0.473407831,"89780, 7422, 8828, 123904",291,1.571809106,"['WNT3A', 'VEGFA', 'NRP2', 'NRN1L']"
GO:0048675~axon extension,3,0.517050216,"89780, 7422, 8828",291,1.732406992,"['WNT3A', 'VEGFA', 'NRP2']"
GO:0048812~neuron projection morphogenesis,10,0.620051227,"89780, 7422, 128434, 3909, 4038, 5754, 23654, 8828, 123904, 92949",291,1.042526448,"['WNT3A', 'VEGFA', 'VSTM2L', 'LAMA3', 'LRP4', 'PTK7', 'PLXNB2', 'NRP2', 'NRN1L', 'ADAMTSL1']"
GO:0048858~cell projection morphogenesis,10,0.651129115,"89780, 7422, 128434, 3909, 4038, 5754, 23654, 8828, 123904, 92949",291,1.015427136,"['WNT3A', 'VEGFA', 'VSTM2L', 'LAMA3', 'LRP4', 'PTK7', 'PLXNB2', 'NRP2', 'NRN1L', 'ADAMTSL1']"
GO:0048588~developmental cell growth,4,0.673791961,"89780, 7422, 8828, 123904",291,1.154937995,"['WNT3A', 'VEGFA', 'NRP2', 'NRN1L']"
GO:0032990~cell part morphogenesis,10,0.685800043,"89780, 7422, 128434, 3909, 4038, 5754, 23654, 8828, 123904, 92949",291,0.985295767,"['WNT3A', 'VEGFA', 'VSTM2L', 'LAMA3', 'LRP4', 'PTK7', 'PLXNB2', 'NRP2', 'NRN1L', 'ADAMTSL1']"
GO:0010827~regulation of glucose transport,4,0.112474706,"1389, 2695, 51548, 718",291,3.405586395,"['CREBL2', 'GIP', 'SIRT6', 'C3']"
GO:0010828~positive regulation of glucose transport,3,0.141095936,"1389, 2695, 718",291,4.527881912,"['CREBL2', 'GIP', 'C3']"
GO:0015758~glucose transport,4,0.24078566,"1389, 2695, 51548, 718",291,2.350758751,"['CREBL2', 'GIP', 'SIRT6', 'C3']"
GO:0008645~hexose transport,4,0.252820086,"1389, 2695, 51548, 718",291,2.289963266,"['CREBL2', 'GIP', 'SIRT6', 'C3']"
GO:0015749~monosaccharide transport,4,0.26899512,"1389, 2695, 51548, 718",291,2.213631157,"['CREBL2', 'GIP', 'SIRT6', 'C3']"
