GO_Term,count,PValue,Genes,List_total,Fold_enrichment
GO:2001141~regulation of RNA biosynthetic process,89,0.184232174,"6197, 8850, 8452, 5584, 29109, 4090, 124790, 23326, 23081, 55364, 1017, 10614, 54039, 10935, 952, 8767, 5579, 5813, 959, 5814, 9817, 7332, 4141, 5594, 5595, 7454, 9391, 2241, 26205, 26523, 4738, 1820, 83746, 51377, 5588, 207, 408, 5702, 6714, 9125, 11080, 5440, 6772, 8994, 9049, 6774, 116986, 3068, 3066, 282618, 3458, 3337, 55022, 29842, 3611, 1950, 84105, 7337, 135112, 26292, 56957, 2648, 5450, 4086, 4087, 4286, 4088, 6464, 4089, 5894, 112970, 55072, 55192, 23633, 5093, 5094, 9097, 5607, 8517, 8877, 9647, 307, 5601, 11059, 10443, 55915, 10049, 87, 5606",416,1.104873088
GO:0032774~RNA biosynthetic process,92,0.195035467,"6197, 8850, 8452, 5584, 29109, 4090, 124790, 23326, 23081, 55364, 1017, 10614, 54039, 10935, 952, 8767, 5579, 1936, 5813, 959, 5814, 9817, 7332, 4141, 5594, 5595, 7454, 9391, 2241, 26205, 26523, 4738, 1820, 83746, 51377, 5588, 207, 4733, 408, 5702, 6714, 9125, 11080, 5440, 6772, 8994, 9049, 6774, 116986, 3068, 3066, 282618, 3458, 3337, 55022, 29842, 3611, 1950, 84105, 7337, 135112, 9519, 26292, 56957, 2648, 5450, 4086, 4087, 4286, 4088, 6464, 4089, 5894, 112970, 55072, 55192, 23633, 5093, 5094, 9097, 5607, 8517, 8877, 9647, 307, 5601, 11059, 10443, 55915, 10049, 87, 5606",416,1.09809817
GO:0006366~transcription from RNA polymerase II promoter,52,0.29521041,"6197, 8850, 8452, 29109, 4090, 124790, 55364, 1017, 10614, 54039, 8767, 5813, 5814, 5595, 7454, 26205, 26523, 1820, 207, 408, 5702, 11080, 5440, 6772, 6774, 116986, 3068, 3066, 3458, 3337, 55022, 29842, 3611, 7337, 135112, 9519, 56957, 2648, 5450, 4086, 4087, 4286, 4088, 4089, 5894, 55192, 23633, 5093, 5094, 5607, 8517, 10443",416,1.101014129
GO:0010467~gene expression,153,0.321967394,"6197, 6198, 6233, 124790, 23326, 6470, 10539, 10935, 8767, 51645, 3633, 5813, 84285, 1615, 5814, 7332, 7454, 10262, 26205, 3371, 4738, 83746, 23173, 51377, 4733, 5702, 408, 9125, 5440, 6772, 5289, 6774, 116986, 10913, 84105, 7337, 5315, 1915, 135112, 8669, 87178, 9519, 56957, 5450, 4086, 8562, 4087, 4088, 4089, 8565, 55072, 55192, 202559, 59272, 1490, 9097, 5607, 3028, 2332, 307, 9647, 5601, 11059, 55915, 5606, 9146, 8850, 8452, 7884, 5584, 29109, 3561, 4090, 9261, 23081, 10612, 310, 55364, 673, 1017, 10614, 54039, 952, 5578, 5579, 51204, 1936, 959, 9817, 1933, 2081, 4141, 7375, 5594, 5595, 9391, 2241, 26523, 3329, 1820, 2876, 2597, 5588, 3840, 5501, 207, 208, 6714, 11080, 4154, 10150, 8634, 8994, 6456, 9049, 64895, 3068, 3066, 2251, 3185, 282618, 572, 3337, 3458, 55022, 3611, 29842, 1950, 1399, 26292, 2648, 4286, 7432, 6464, 5894, 112970, 23633, 8087, 5093, 5094, 55157, 1965, 2932, 192669, 8517, 4677, 8877, 51119, 10289, 56648, 10443, 10049, 87",416,1.037744491
GO:0010556~regulation of macromolecule biosynthetic process,108,0.379553542,"6197, 6198, 124790, 23326, 6470, 596, 10935, 8767, 5813, 5814, 7332, 7454, 26205, 4738, 83746, 23173, 51377, 5702, 408, 9125, 5440, 6772, 6774, 116986, 84105, 7337, 5315, 135112, 56957, 5450, 4086, 4087, 4088, 4089, 55072, 55192, 1490, 9097, 5607, 2332, 307, 9647, 5601, 11059, 55915, 5606, 8850, 8452, 5584, 29109, 4090, 23081, 10612, 55364, 1017, 10614, 54039, 952, 5579, 51204, 959, 9817, 4141, 140609, 5594, 5595, 9391, 2241, 26523, 1820, 2597, 5588, 207, 208, 6714, 11080, 8994, 9049, 3068, 3066, 282618, 3337, 3458, 55022, 3611, 29842, 1950, 26292, 2648, 4286, 6464, 22948, 5894, 112970, 23633, 8087, 5093, 5094, 1965, 2932, 192669, 8517, 8877, 10289, 56648, 10443, 10049, 87",416,1.037012672
GO:2000112~regulation of cellular macromolecule biosynthetic process,107,0.385349013,"6197, 6198, 124790, 23326, 6470, 596, 10935, 8767, 5813, 5814, 7332, 7454, 26205, 4738, 83746, 23173, 51377, 5702, 408, 9125, 5440, 6772, 6774, 116986, 84105, 7337, 5315, 135112, 56957, 5450, 4086, 4087, 4088, 4089, 55072, 55192, 9097, 5607, 2332, 307, 9647, 5601, 11059, 55915, 5606, 8850, 8452, 5584, 29109, 4090, 23081, 10612, 55364, 1017, 10614, 54039, 952, 5579, 51204, 959, 9817, 4141, 140609, 5594, 5595, 9391, 2241, 26523, 1820, 2597, 5588, 207, 208, 6714, 11080, 8994, 9049, 3068, 3066, 282618, 3337, 3458, 55022, 3611, 29842, 1950, 26292, 2648, 4286, 6464, 22948, 5894, 112970, 23633, 8087, 5093, 5094, 1965, 2932, 192669, 8517, 8877, 10289, 56648, 10443, 10049, 87",416,1.035976028
GO:0016070~RNA metabolic process,117,0.521135866,"6197, 124790, 23326, 10935, 8767, 51645, 5813, 1615, 5814, 7332, 7454, 10262, 26205, 25996, 4738, 83746, 60489, 51377, 4733, 5702, 408, 9125, 5440, 6772, 6774, 116986, 84105, 7337, 135112, 87178, 9519, 56957, 5450, 4086, 4087, 4088, 4089, 8565, 55072, 55192, 202559, 9097, 5607, 3028, 2332, 307, 9647, 5601, 11059, 55915, 5606, 9146, 8850, 8452, 7884, 5584, 112487, 29109, 4090, 23081, 55364, 1017, 10614, 54039, 952, 5579, 1936, 959, 9817, 2081, 4141, 7375, 5594, 5595, 9391, 2241, 26523, 1820, 5588, 207, 6714, 11080, 4154, 10150, 8634, 8994, 9049, 64895, 3068, 3066, 3185, 282618, 3337, 3458, 55022, 3611, 29842, 1950, 26292, 2648, 4286, 6464, 5894, 112970, 23633, 8087, 5093, 5094, 55157, 192669, 8517, 4677, 8877, 51119, 10443, 10049, 87",416,1.005765405
GO:0051172~negative regulation of nitrogen compound metabolic process,50,0.647502425,"8850, 8452, 4090, 124790, 6470, 10612, 55364, 1017, 10614, 54039, 952, 5813, 5814, 26523, 83746, 60489, 2597, 6714, 10105, 9125, 11080, 6772, 8994, 6774, 3068, 3066, 282618, 3458, 3337, 55022, 29842, 56957, 4086, 4087, 4286, 4088, 6464, 4089, 55192, 8087, 1965, 5607, 2332, 192669, 8877, 9647, 11059, 10443, 55915, 10049",416,0.975931238
GO:0006357~regulation of transcription from RNA polymerase II promoter,58,0.736084193,"6197, 8850, 8452, 29109, 4090, 124790, 23326, 23081, 55364, 1017, 10614, 54039, 8767, 5579, 5813, 5814, 5594, 5595, 7454, 9391, 26205, 26523, 4738, 1820, 207, 408, 5702, 11080, 6772, 6774, 116986, 3068, 3066, 3458, 3337, 55022, 29842, 3611, 7337, 135112, 56957, 2648, 5450, 4086, 4087, 4286, 4088, 4089, 5894, 112970, 55192, 23633, 5093, 5094, 5607, 8517, 307, 10443",416,0.947380788
GO:0071407~cellular response to organic cyclic compound,26,0.001105017,"9125, 9101, 6198, 6772, 6774, 3066, 4090, 6470, 23081, 572, 55364, 57026, 10550, 7337, 10298, 7332, 4086, 5594, 4087, 8644, 5595, 4088, 26523, 2730, 192669, 6714",416,2.036783305
GO:0071396~cellular response to lipid,20,0.08715112,"9125, 7332, 9101, 6198, 5594, 8644, 5595, 4067, 3066, 23081, 572, 2932, 55022, 7337, 5578, 207, 8767, 6714, 55915, 5606",416,1.474740537
GO:0071383~cellular response to steroid hormone stimulus,9,0.102040071,"23081, 9125, 7332, 6198, 5594, 9101, 8644, 7337, 6714",416,1.900404283
GO:0002764~immune response-regulating signaling pathway,23,0.005657464,"6197, 5594, 4067, 55072, 2241, 9261, 3329, 10612, 673, 596, 1399, 952, 5588, 51324, 8517, 5601, 5579, 8767, 7867, 3635, 6714, 26060, 7409",416,1.887719999
GO:0002768~immune response-regulating cell surface receptor signaling pathway,18,0.005957034,"5594, 4067, 55072, 2241, 673, 596, 1399, 952, 5588, 51324, 8517, 5601, 5579, 8767, 3635, 6714, 26060, 7409",416,2.095683921
GO:0031349~positive regulation of defense response,19,0.016262992,"3093, 6197, 5595, 4067, 6774, 55072, 23633, 9261, 3329, 10612, 3458, 10614, 90678, 5601, 8767, 7867, 6714, 26060, 7409",416,1.838817107
GO:0002224~toll-like receptor signaling pathway,8,0.018383273,"3329, 6197, 10612, 4067, 8767, 7867, 9261, 26060",416,2.973076923
GO:0044351~macropinocytosis,3,0.018471194,"7867, 9261, 26060",416,13.93629808
GO:0002757~immune response-activating signal transduction,20,0.022888303,"6197, 5594, 4067, 55072, 9261, 3329, 10612, 673, 596, 1399, 952, 51324, 8517, 5579, 8767, 7867, 3635, 6714, 26060, 7409",416,1.736610352
GO:0002429~immune response-activating cell surface receptor signaling pathway,15,0.028323633,"5594, 4067, 55072, 673, 596, 1399, 952, 51324, 8517, 5579, 8767, 3635, 6714, 26060, 7409",416,1.89351876
GO:0002253~activation of immune response,21,0.042631333,"6197, 5594, 4067, 55072, 9261, 3329, 10612, 673, 596, 10614, 1399, 952, 51324, 8517, 5579, 8767, 7867, 3635, 6714, 26060, 7409",416,1.596629894
GO:0050851~antigen receptor-mediated signaling pathway,12,0.065559013,"673, 596, 5594, 4067, 1399, 952, 55072, 51324, 8517, 5579, 8767, 3635",416,1.827711223
GO:0045088~regulation of innate immune response,15,0.074663768,"3093, 6197, 5781, 4067, 5094, 9261, 3329, 10612, 10614, 207, 8767, 7867, 6714, 26060, 7409",416,1.647316558
GO:0045089~positive regulation of innate immune response,12,0.104727549,"3329, 3093, 6197, 10612, 10614, 4067, 8767, 7867, 6714, 9261, 7409, 26060",416,1.674029799
GO:0002218~activation of innate immune response,10,0.117981468,"3329, 6197, 10612, 10614, 4067, 8767, 7867, 6714, 9261, 26060",416,1.752993469
GO:0002221~pattern recognition receptor signaling pathway,8,0.137134948,"3329, 6197, 10612, 4067, 8767, 7867, 9261, 26060",416,1.86751063
GO:0002758~innate immune response-activating signal transduction,9,0.149270962,"3329, 6197, 10612, 4067, 8767, 7867, 6714, 9261, 26060",416,1.727640257
GO:0050852~T cell receptor signaling pathway,7,0.156989189,"673, 5594, 1399, 55072, 8517, 8767, 3635",416,1.924143719
GO:0034121~regulation of toll-like receptor signaling pathway,3,0.508455691,"10612, 4067, 26060",416,1.764088364
GO:0042063~gliogenesis,17,0.002384179,"5781, 5594, 5584, 5595, 4067, 7424, 6774, 3066, 374, 23380, 3458, 3611, 1267, 1399, 207, 5501, 208",416,2.371542215
GO:0060252~positive regulation of glial cell proliferation,4,0.011181161,"5584, 4067, 7424, 5501",416,8.446241259
GO:0014015~positive regulation of gliogenesis,6,0.027530608,"5584, 4067, 1399, 7424, 5501, 3066",416,3.528176728
GO:0014009~glial cell proliferation,5,0.035850794,"374, 5584, 4067, 7424, 5501",416,4.004683355
GO:0060251~regulation of glial cell proliferation,4,0.054142095,"5584, 4067, 7424, 5501",416,4.645432692
GO:0014013~regulation of gliogenesis,6,0.148340285,"5584, 4067, 1399, 7424, 5501, 3066",416,2.144045858
GO:0030879~mammary gland development,9,0.00997397,"374, 5594, 1950, 116986, 4830, 207, 208, 2194, 6714",416,3.029630017
GO:0061180~mammary gland epithelium development,6,0.015382581,"374, 5594, 116986, 207, 208, 6714",416,4.098911199
GO:0043491~protein kinase B signaling,9,0.098286407,"374, 2876, 6198, 8644, 3611, 1950, 207, 208, 6714",416,1.917839185
GO:0038093~Fc receptor signaling pathway,7,0.008405751,"4067, 5588, 2241, 5601, 6714, 7409, 26060",416,3.965613274
GO:0002433~immune response-regulating cell surface receptor signaling pathway involved in phagocytosis,4,0.017723936,"4067, 6714, 7409, 26060",416,7.146819527
GO:0038096~Fc-gamma receptor signaling pathway involved in phagocytosis,4,0.017723936,"4067, 6714, 7409, 26060",416,7.146819527
GO:0002431~Fc receptor mediated stimulatory signaling pathway,4,0.025993298,"4067, 6714, 7409, 26060",416,6.193910256
GO:0038094~Fc-gamma receptor signaling pathway,4,0.035991932,"4067, 6714, 7409, 26060",416,5.465214932
GO:0048013~ephrin receptor signaling pathway,3,0.315513574,"5781, 4067, 6714",416,2.629490203
GO:0006909~phagocytosis,7,0.728564766,"3458, 4067, 51411, 3561, 6714, 7409, 26060",416,0.970687428
GO:0043122~regulation of I-kappaB kinase/NF-kappaB signaling,13,0.020677776,"6275, 5495, 6772, 55072, 10913, 2597, 8517, 207, 9218, 5579, 8767, 1936, 56957",416,2.118969298
GO:0007249~I-kappaB kinase/NF-kappaB signaling,13,0.025549316,"6275, 5495, 6772, 55072, 10913, 2597, 8517, 207, 9218, 5579, 8767, 1936, 56957",416,2.054102891
GO:0043123~positive regulation of I-kappaB kinase/NF-kappaB signaling,10,0.031425126,"6275, 10913, 2597, 55072, 8517, 207, 9218, 5579, 8767, 1936",416,2.288390489
GO:0072593~reactive oxygen species metabolic process,14,0.0122776,"8644, 4088, 6464, 10193, 59272, 1490, 596, 2876, 3458, 55022, 10935, 207, 2539, 7409",416,2.189766252
GO:2000379~positive regulation of reactive oxygen species metabolic process,7,0.037770588,"3458, 55022, 8644, 4088, 10193, 207, 59272",416,2.827654682
GO:2000377~regulation of reactive oxygen species metabolic process,10,0.040875229,"596, 3458, 55022, 8644, 4088, 6464, 10193, 207, 59272, 2539",416,2.180954316
GO:0071276~cellular response to cadmium ion,5,0.010410283,"5594, 8644, 5595, 207, 5601",416,5.806790865
GO:0071241~cellular response to inorganic substance,12,0.014534434,"572, 1965, 673, 140609, 1017, 5594, 8644, 5595, 2332, 207, 5601, 10105",416,2.332434825
GO:0046686~response to cadmium ion,5,0.046364333,"5594, 8644, 5595, 207, 5601",416,3.686851343
GO:0071248~cellular response to metal ion,9,0.076548634,"1965, 673, 140609, 5594, 8644, 5595, 207, 5601, 10105",416,2.029557972
GO:0040008~regulation of growth,26,0.009819953,"6197, 6198, 6774, 7086, 596, 3458, 29842, 2664, 1399, 952, 10298, 87178, 4088, 6464, 4089, 9798, 3371, 5607, 2932, 81565, 23011, 5588, 207, 8877, 9647, 2539",416,1.720530627
GO:0001558~regulation of cell growth,18,0.015642325,"6197, 4088, 4089, 9798, 3371, 5607, 2932, 596, 2664, 1399, 952, 23011, 81565, 5588, 207, 8877, 10298, 2539",416,1.883283524
GO:0045927~positive regulation of growth,12,0.03347297,"6197, 5607, 596, 6198, 29842, 2664, 952, 9798, 81565, 207, 8877, 9647",416,2.0494556
GO:0030307~positive regulation of cell growth,9,0.034589868,"6197, 5607, 596, 2664, 952, 9798, 81565, 207, 8877",416,2.402810013
GO:0048638~regulation of developmental growth,10,0.330594348,"2932, 596, 6198, 2664, 23011, 9798, 6774, 81565, 207, 2539",416,1.334894452
GO:0046434~organophosphate catabolic process,13,1.43E-04,"5321, 10380, 8821, 4860, 8654, 56261, 2272, 3251, 56953, 51251, 1267, 57026, 3633",416,3.87119391
GO:0009166~nucleotide catabolic process,7,0.003627604,"56953, 51251, 1267, 4860, 8654, 2272, 3251",416,4.712757804
GO:0019439~aromatic compound catabolic process,18,0.006693978,"2081, 9125, 3081, 5860, 4860, 8654, 26523, 2272, 3251, 56953, 51251, 60489, 1267, 57026, 644, 2332, 192669, 87178",416,2.069747239
GO:1901292~nucleoside phosphate catabolic process,7,0.007038006,"56953, 51251, 1267, 4860, 8654, 2272, 3251",416,4.116206183
GO:1901361~organic cyclic compound catabolic process,18,0.015153955,"2081, 9125, 3081, 5860, 4860, 8654, 26523, 2272, 3251, 56953, 51251, 60489, 1267, 57026, 644, 2332, 192669, 87178",416,1.896094976
GO:0046700~heterocycle catabolic process,16,0.020995312,"2081, 9125, 4860, 8654, 26523, 2272, 3251, 56953, 51251, 60489, 1267, 57026, 644, 2332, 192669, 87178",416,1.915642347
GO:0044270~cellular nitrogen compound catabolic process,16,0.021973722,"2081, 9125, 4860, 8654, 26523, 2272, 3251, 56953, 51251, 60489, 1267, 57026, 644, 2332, 192669, 87178",416,1.90581854
GO:0034655~nucleobase-containing compound catabolic process,14,0.030047545,"2081, 9125, 4860, 8654, 26523, 2272, 3251, 56953, 51251, 60489, 1267, 2332, 192669, 87178",416,1.935596955
GO:0006402~mRNA catabolic process,6,0.281412511,"2081, 9125, 2332, 192669, 26523, 87178",416,1.689248252
GO:0006401~RNA catabolic process,6,0.46481328,"2081, 9125, 2332, 192669, 26523, 87178",416,1.333617041
GO:0090501~RNA phosphodiester bond hydrolysis,4,0.841410269,"2081, 192669, 25996, 87178",416,0.868305176
GO:0090305~nucleic acid phosphodiester bond hydrolysis,5,0.850935621,"2081, 4361, 192669, 25996, 87178",416,0.835509477
GO:0032367~intracellular cholesterol transport,5,0.004168372,"6342, 5007, 5305, 26119, 27183",416,7.492633375
GO:0032366~intracellular sterol transport,5,0.007174683,"6342, 5007, 5305, 26119, 27183",416,6.45198985
GO:0032365~intracellular lipid transport,5,0.01939866,"6342, 5007, 5305, 26119, 27183",416,4.838992388
GO:0015918~sterol transport,8,0.033816188,"6342, 1950, 9218, 5007, 5305, 114876, 26119, 27183",416,2.617145179
GO:0006869~lipid transport,16,0.049668551,"6342, 5781, 6198, 5321, 65977, 114876, 26119, 5948, 80772, 1950, 207, 9218, 5007, 208, 5305, 27183",416,1.708664898
GO:0010876~lipid localization,17,0.056407709,"6342, 5781, 6198, 5321, 65977, 114876, 26119, 5948, 80772, 1950, 10938, 207, 9218, 5007, 208, 5305, 27183",416,1.638430618
GO:0030301~cholesterol transport,6,0.128842807,"6342, 1950, 5007, 5305, 26119, 27183",416,2.247790012
GO:0015850~organic hydroxy compound transport,11,0.12935577,"6342, 5781, 1950, 7432, 3840, 9218, 5007, 5305, 114876, 26119, 27183",416,1.653713903
GO:0048015~phosphatidylinositol-mediated signaling,10,0.014003979,"6198, 1950, 5289, 2321, 6774, 116986, 867, 7337, 207, 6714",416,2.639450393
GO:0048017~inositol lipid-mediated signaling,10,0.015999417,"6198, 1950, 5289, 2321, 6774, 116986, 867, 7337, 207, 6714",416,2.58079594
GO:0014065~phosphatidylinositol 3-kinase signaling,8,0.03166149,"1950, 2321, 6774, 116986, 867, 7337, 207, 6714",416,2.654532967
GO:0014068~positive regulation of phosphatidylinositol 3-kinase signaling,6,0.037747882,"1950, 2321, 116986, 867, 7337, 6714",416,3.240999553
GO:0014066~regulation of phosphatidylinositol 3-kinase signaling,6,0.12262069,"1950, 2321, 116986, 867, 7337, 6714",416,2.284639029
GO:0098751~bone cell development,5,0.009527259,"5781, 5305, 6714, 80739, 2814",416,5.955682939
GO:0035855~megakaryocyte development,4,0.012656919,"5781, 5305, 80739, 2814",416,8.079013378
GO:0061515~myeloid cell development,6,0.031663276,"5781, 5305, 6714, 80739, 2539, 2814",416,3.399097092
GO:0060348~bone development,10,0.064720868,"4086, 5781, 23508, 5305, 4090, 5636, 51119, 6714, 80739, 2814",416,1.993747937
GO:0030219~megakaryocyte differentiation,4,0.133277889,"5781, 5305, 80739, 2814",416,3.149445893
GO:0001101~response to acid chemical,17,0.006709031,"6198, 8644, 4067, 5289, 3066, 1490, 6470, 572, 2932, 596, 2876, 55022, 2730, 952, 207, 6714, 55915",416,2.128634926
GO:0071229~cellular response to acid chemical,10,0.055621803,"2932, 55022, 8644, 4067, 2730, 207, 3066, 6714, 6470, 55915",416,2.055501191
GO:0009991~response to extracellular stimulus,22,0.005155573,"34, 8850, 4141, 6198, 5594, 8644, 5595, 4067, 6772, 5289, 8565, 1965, 55364, 596, 2876, 2730, 867, 207, 5019, 6714, 2539, 2648",416,1.939269815
GO:0031667~response to nutrient levels,21,0.005773954,"34, 8850, 4141, 6198, 5594, 8644, 5595, 6772, 5289, 8565, 1965, 55364, 596, 2876, 2730, 867, 207, 5019, 6714, 2539, 2648",416,1.9589174
GO:0042594~response to starvation,12,0.008446812,"1965, 34, 55364, 596, 4141, 5594, 8644, 5595, 8565, 5289, 867, 5019",416,2.522406892
GO:0031668~cellular response to extracellular stimulus,11,0.067817413,"1965, 8850, 55364, 596, 4141, 5594, 8644, 5595, 4067, 5289, 867",416,1.885599986
GO:0031669~cellular response to nutrient levels,10,0.077283509,"1965, 8850, 55364, 596, 4141, 5594, 8644, 5595, 5289, 867",416,1.919600286
GO:0034198~cellular response to amino acid starvation,4,0.087917879,"1965, 55364, 5594, 5595",416,3.792189953
GO:0009267~cellular response to starvation,8,0.095512751,"1965, 55364, 596, 4141, 5594, 8644, 5595, 5289",416,2.053229919
GO:0071496~cellular response to external stimulus,12,0.117353365,"572, 1965, 8850, 55364, 596, 4141, 5594, 8644, 5595, 4067, 5289, 867",416,1.63956448
GO:0045913~positive regulation of carbohydrate metabolic process,8,0.003044468,"572, 8850, 3458, 1950, 207, 208, 6714, 2648",416,4.175669836
GO:0010907~positive regulation of glucose metabolic process,5,0.015613827,"8850, 207, 208, 6714, 2648",416,5.16159188
GO:0010918~positive regulation of mitochondrial membrane potential,3,0.026336115,"572, 207, 208",416,11.61358173
GO:0045838~positive regulation of membrane potential,3,0.050589462,"572, 207, 208",416,8.197822398
GO:0046890~regulation of lipid biosynthetic process,8,0.129462029,"3417, 8850, 6342, 3458, 8644, 37, 207, 8877",416,1.896094976
GO:0046320~regulation of fatty acid oxidation,3,0.188354578,"37, 207, 208",416,3.766567048
GO:0042180~cellular ketone metabolic process,9,0.193796552,"8850, 6342, 7167, 3029, 8644, 37, 207, 208, 5019",416,1.61424302
GO:0019217~regulation of fatty acid metabolic process,4,0.421679791,"8850, 37, 207, 208",416,1.689248252
GO:0010565~regulation of cellular ketone metabolic process,5,0.515797059,"8850, 8644, 37, 207, 208",416,1.334894452
GO:0009743~response to carbohydrate,14,0.001647054,"2081, 6198, 4087, 4067, 4089, 5894, 1490, 572, 2876, 2730, 5579, 5007, 5019, 5606",416,2.791247111
GO:0071322~cellular response to carbohydrate stimulus,10,0.003790966,"2081, 572, 2876, 4089, 2730, 5894, 5579, 5007, 5019, 5606",416,3.24855433
GO:0009749~response to glucose,11,0.008353025,"2081, 572, 2876, 6198, 4087, 4089, 2730, 5894, 5007, 5019, 1490",416,2.675380085
GO:0009746~response to hexose,11,0.009981533,"2081, 572, 2876, 6198, 4087, 4089, 2730, 5894, 5007, 5019, 1490",416,2.607130593
GO:0034284~response to monosaccharide,11,0.012954122,"2081, 572, 2876, 6198, 4087, 4089, 2730, 5894, 5007, 5019, 1490",416,2.504890177
GO:0071333~cellular response to glucose stimulus,8,0.01911861,"2081, 572, 2876, 4089, 2730, 5894, 5007, 5019",416,2.949481074
GO:0042593~glucose homeostasis,12,0.020125409,"2081, 79058, 572, 2876, 5781, 4089, 2730, 5894, 6774, 207, 5007, 5019",416,2.220923996
GO:0033500~carbohydrate homeostasis,12,0.020377376,"2081, 79058, 572, 2876, 5781, 4089, 2730, 5894, 6774, 207, 5007, 5019",416,2.212110806
GO:0071331~cellular response to hexose stimulus,8,0.020650615,"2081, 572, 2876, 4089, 2730, 5894, 5007, 5019",416,2.903395433
GO:0071326~cellular response to monosaccharide stimulus,8,0.022266091,"2081, 572, 2876, 4089, 2730, 5894, 5007, 5019",416,2.858727811
GO:0001678~cellular glucose homeostasis,8,0.044711995,"2081, 572, 2876, 4089, 2730, 5894, 5007, 5019",416,2.461156393
GO:0035773~insulin secretion involved in cellular response to glucose stimulus,4,0.079781577,"572, 5894, 5007, 5019",416,3.953559738
GO:0035774~positive regulation of insulin secretion involved in cellular response to glucose stimulus,3,0.135240603,"572, 5007, 5019",416,4.645432692
GO:0055082~cellular chemical homeostasis,23,0.295275785,"2081, 5594, 9997, 4088, 5595, 4067, 4089, 5894, 84959, 1490, 572, 596, 2876, 2730, 10539, 221154, 952, 7337, 5579, 5007, 5019, 90639, 2814",416,1.187166132
GO:0061178~regulation of insulin secretion involved in cellular response to glucose stimulus,3,0.323430168,"572, 5007, 5019",416,2.58079594
GO:0050731~positive regulation of peptidyl-tyrosine phosphorylation,11,0.007568249,"374, 3458, 5781, 1950, 4067, 3066, 8767, 5007, 6714, 30844, 282618",416,2.71807232
GO:0097696~STAT cascade,11,0.009019927,"9146, 3458, 1950, 4067, 6772, 6774, 116986, 2241, 3066, 5007, 282618",416,2.647655939
GO:0007259~JAK-STAT cascade,10,0.012198078,"9146, 3458, 4067, 6772, 6774, 116986, 2241, 3066, 5007, 282618",416,2.700832961
GO:0007260~tyrosine phosphorylation of STAT protein,6,0.036164459,"3458, 4067, 2241, 3066, 5007, 282618",416,3.279128959
GO:0046425~regulation of JAK-STAT cascade,8,0.050203136,"9146, 3458, 1950, 4067, 116986, 3066, 5007, 282618",416,2.39764268
GO:0046427~positive regulation of JAK-STAT cascade,6,0.053897856,"3458, 4067, 116986, 3066, 5007, 282618",416,2.93395749
GO:0042531~positive regulation of tyrosine phosphorylation of STAT protein,5,0.058411321,"3458, 4067, 3066, 5007, 282618",416,3.415759333
GO:1904894~positive regulation of STAT cascade,6,0.060046744,"3458, 4067, 116986, 3066, 5007, 282618",416,2.844142465
GO:1904892~regulation of STAT cascade,8,0.065730688,"9146, 3458, 1950, 4067, 116986, 3066, 5007, 282618",416,2.252331002
GO:0042509~regulation of tyrosine phosphorylation of STAT protein,5,0.103363469,"3458, 4067, 3066, 5007, 282618",416,2.798453429
GO:0046174~polyol catabolic process,4,0.023763186,"7167, 8821, 10380, 3633",416,6.407493369
GO:1901616~organic hydroxy compound catabolic process,6,0.036164459,"7167, 8644, 8821, 10380, 57026, 3633",416,3.279128959
GO:0046164~alcohol catabolic process,5,0.041974214,"7167, 8644, 8821, 10380, 3633",416,3.807731715
GO:0043647~inositol phosphate metabolic process,5,0.046364333,"6342, 8821, 10380, 3633, 9807",416,3.686851343
GO:0046855~inositol phosphate dephosphorylation,3,0.056124155,"8821, 10380, 3633",416,7.742387821
GO:0046838~phosphorylated carbohydrate dephosphorylation,3,0.061859059,"8821, 10380, 3633",416,7.334893725
GO:0071545~inositol phosphate catabolic process,3,0.067783071,"8821, 10380, 3633",416,6.968149038
GO:0046488~phosphatidylinositol metabolic process,8,0.078149729,"8396, 8821, 10380, 5289, 3633, 5305, 9807, 3635",416,2.160666369
GO:0031098~stress-activated protein kinase signaling cascade,16,0.001125701,"2081, 5594, 4088, 5595, 4067, 64853, 1490, 9261, 79444, 10913, 1399, 10550, 5601, 8877, 8767, 5606",416,2.654532967
GO:0051403~stress-activated MAPK cascade,15,0.001916599,"2081, 5594, 4088, 5595, 64853, 1490, 9261, 79444, 10913, 1399, 10550, 5601, 8877, 8767, 5606",416,2.619604902
GO:0070302~regulation of stress-activated protein kinase signaling cascade,11,0.027946905,"2081, 79444, 5594, 5595, 10913, 4067, 10550, 64853, 8877, 8767, 1490",416,2.212110806
GO:0070304~positive regulation of stress-activated protein kinase signaling cascade,8,0.057642951,"2081, 79444, 10913, 4067, 10550, 8877, 8767, 1490",416,2.322716346
GO:0032872~regulation of stress-activated MAPK cascade,10,0.058066537,"2081, 79444, 5594, 5595, 10913, 10550, 64853, 8877, 8767, 1490",416,2.037470479
GO:0007254~JNK cascade,9,0.0583538,"2081, 79444, 4088, 10913, 1399, 64853, 5601, 8767, 1490",416,2.155097641
GO:0032874~positive regulation of stress-activated MAPK cascade,7,0.125526442,"2081, 79444, 10913, 10550, 8877, 8767, 1490",416,2.058103092
GO:0046330~positive regulation of JNK cascade,5,0.276665761,"2081, 79444, 10913, 8767, 1490",416,1.873158344
GO:0046328~regulation of JNK cascade,6,0.319040462,"2081, 79444, 10913, 64853, 8767, 1490",416,1.601873342
