GO_Term,count,PValue,Genes,List_total,Fold_enrichment,Entrez_gene_symbol
GO:0071495~cellular response to endogenous stimulus,14,0.532222987,"51738, 7035, 5286, 7412, 5972, 2660, 3164, 1082, 5618, 1512, 3479, 3488, 567, 5468",181,1.077686648,"['GHRL', 'TFPI', 'PIK3C2A', 'VCAM1', 'REN', 'MSTN', 'NR4A1', 'CGB3', 'PRLR', 'CTSH', 'IGF1', 'IGFBP5', 'B2M', 'PPARG']"
GO:0032869~cellular response to insulin stimulus,3,0.597471127,"5286, 2660, 5468",181,1.48978543,"['PIK3C2A', 'MSTN', 'PPARG']"
GO:0050673~epithelial cell proliferation,14,0.000548,"51738, 5068, 2683, 3486, 3164, 332, 3479, 3488, 567, 2277, 1001, 5468, 947, 5617",181,3.133650694,"['GHRL', 'REG3A', 'B4GALT1', 'IGFBP3', 'NR4A1', 'BIRC5', 'IGF1', 'IGFBP5', 'B2M', 'VEGFD', 'CDH3', 'PPARG', 'CD34', 'PRL']"
GO:0050678~regulation of epithelial cell proliferation,12,0.002066427,"51738, 332, 3479, 5068, 567, 2277, 1001, 2683, 5468, 182, 3164, 5617",181,3.036055615,"['GHRL', 'BIRC5', 'IGF1', 'REG3A', 'B2M', 'VEGFD', 'CDH3', 'B4GALT1', 'PPARG', 'JAG1', 'NR4A1', 'PRL']"
GO:0050679~positive regulation of epithelial cell proliferation,7,0.019392447,"51738, 3479, 5068, 2277, 1001, 2683, 3164",181,3.306972082,"['GHRL', 'IGF1', 'REG3A', 'VEGFD', 'CDH3', 'B4GALT1', 'NR4A1']"
GO:0050680~negative regulation of epithelial cell proliferation,5,0.086525078,"51738, 567, 2683, 5468, 5617",181,2.982345134,"['GHRL', 'B2M', 'B4GALT1', 'PPARG', 'PRL']"
GO:0001936~regulation of endothelial cell proliferation,5,0.097024539,"51738, 2277, 5468, 3164, 5617",181,2.854758177,"['GHRL', 'VEGFD', 'PPARG', 'NR4A1', 'PRL']"
GO:0002040~sprouting angiogenesis,5,0.097024539,"51738, 5286, 2277, 28514, 3164",181,2.854758177,"['GHRL', 'PIK3C2A', 'VEGFD', 'DLL1', 'NR4A1']"
GO:0001937~negative regulation of endothelial cell proliferation,3,0.167713015,"51738, 5468, 5617",181,4.054479334,"['GHRL', 'PPARG', 'PRL']"
GO:0001938~positive regulation of endothelial cell proliferation,3,0.290582037,"51738, 2277, 3164",181,2.785251021,"['GHRL', 'VEGFD', 'NR4A1']"
GO:0016525~negative regulation of angiogenesis,3,0.515662814,"51738, 5468, 5617",181,1.731372256,"['GHRL', 'PPARG', 'PRL']"
GO:2000181~negative regulation of blood vessel morphogenesis,3,0.524857241,"51738, 5468, 5617",181,1.703743976,"['GHRL', 'PPARG', 'PRL']"
GO:1901343~negative regulation of vasculature development,3,0.561048346,"51738, 5468, 5617",181,1.593551579,"['GHRL', 'PPARG', 'PRL']"
GO:0032720~negative regulation of tumor necrosis factor production,5,0.006356233,"51738, 3479, 3929, 6504, 947",181,6.757465557,"['GHRL', 'IGF1', 'LBP', 'SLAMF1', 'CD34']"
GO:1903556~negative regulation of tumor necrosis factor superfamily cytokine production,5,0.006938317,"51738, 3479, 3929, 6504, 947",181,6.590614556,"['GHRL', 'IGF1', 'LBP', 'SLAMF1', 'CD34']"
GO:0002793~positive regulation of peptide secretion,6,0.024125246,"51738, 84417, 3479, 5468, 947, 10972",181,3.660615627,"['GHRL', 'ECRG4', 'IGF1', 'PPARG', 'CD34', 'TMED10']"
GO:0050714~positive regulation of protein secretion,5,0.05395521,"51738, 3479, 5468, 947, 10972",181,3.512103809,"['GHRL', 'IGF1', 'PPARG', 'CD34', 'TMED10']"
GO:0032640~tumor necrosis factor production,5,0.085185133,"51738, 3479, 3929, 6504, 947",181,2.999099882,"['GHRL', 'IGF1', 'LBP', 'SLAMF1', 'CD34']"
GO:0032680~regulation of tumor necrosis factor production,5,0.097024539,"51738, 3479, 3929, 6504, 947",181,2.854758177,"['GHRL', 'IGF1', 'LBP', 'SLAMF1', 'CD34']"
GO:1903555~regulation of tumor necrosis factor superfamily cytokine production,5,0.104906964,"51738, 3479, 3929, 6504, 947",181,2.780415516,"['GHRL', 'IGF1', 'LBP', 'SLAMF1', 'CD34']"
GO:0071706~tumor necrosis factor superfamily cytokine production,5,0.104906964,"51738, 3479, 3929, 6504, 947",181,2.780415516,"['GHRL', 'IGF1', 'LBP', 'SLAMF1', 'CD34']"
GO:0050708~regulation of protein secretion,6,0.127505943,"51738, 332, 3479, 5468, 947, 10972",181,2.247746438,"['GHRL', 'BIRC5', 'IGF1', 'PPARG', 'CD34', 'TMED10']"
GO:1903532~positive regulation of secretion by cell,6,0.137408967,"51738, 84417, 3479, 5468, 947, 10972",181,2.193862106,"['GHRL', 'ECRG4', 'IGF1', 'PPARG', 'CD34', 'TMED10']"
GO:0009306~protein secretion,6,0.277494529,"51738, 332, 3479, 5468, 947, 10972",181,1.699224761,"['GHRL', 'BIRC5', 'IGF1', 'PPARG', 'CD34', 'TMED10']"
GO:0032635~interleukin-6 production,3,0.475107604,"51738, 3929, 6504",181,1.862231787,"['GHRL', 'LBP', 'SLAMF1']"
GO:0032675~regulation of interleukin-6 production,3,0.503286527,"51738, 3929, 6504",181,1.769634627,"['GHRL', 'LBP', 'SLAMF1']"
GO:0033993~response to lipid,19,0.003695043,"4360, 7035, 7037, 5069, 7412, 5972, 2660, 3164, 26228, 6590, 6916, 1512, 2026, 140596, 3929, 336, 567, 57048, 5468",181,2.117527307,"['MRC1', 'TFPI', 'TFRC', 'PAPPA', 'VCAM1', 'REN', 'MSTN', 'NR4A1', 'STAP1', 'SLPI', 'TBXAS1', 'CTSH', 'ENO2', 'DEFB104A', 'LBP', 'APOA2', 'B2M', 'PLSCR3', 'PPARG']"
GO:0032496~response to lipopolysaccharide,9,0.019820119,"4360, 3929, 567, 57048, 7412, 5972, 3164, 26228, 6590",181,2.669198895,"['MRC1', 'LBP', 'B2M', 'PLSCR3', 'VCAM1', 'REN', 'NR4A1', 'STAP1', 'SLPI']"
GO:0002237~response to molecule of bacterial origin,9,0.027745791,"4360, 3929, 567, 57048, 7412, 5972, 3164, 26228, 6590",181,2.502373964,"['MRC1', 'LBP', 'B2M', 'PLSCR3', 'VCAM1', 'REN', 'NR4A1', 'STAP1', 'SLPI']"
GO:0071222~cellular response to lipopolysaccharide,5,0.167269697,"4360, 3929, 567, 57048, 26228",181,2.321042517,"['MRC1', 'LBP', 'B2M', 'PLSCR3', 'STAP1']"
GO:0071219~cellular response to molecule of bacterial origin,5,0.195220655,"4360, 3929, 567, 57048, 26228",181,2.178937873,"['MRC1', 'LBP', 'B2M', 'PLSCR3', 'STAP1']"
GO:0071396~cellular response to lipid,9,0.23476508,"4360, 7035, 140596, 3929, 567, 57048, 2660, 5468, 26228",181,1.525256511,"['MRC1', 'TFPI', 'DEFB104A', 'LBP', 'B2M', 'PLSCR3', 'MSTN', 'PPARG', 'STAP1']"
GO:0071216~cellular response to biotic stimulus,5,0.250343372,"4360, 3929, 567, 57048, 26228",181,1.955457066,"['MRC1', 'LBP', 'B2M', 'PLSCR3', 'STAP1']"
GO:1903672~positive regulation of sprouting angiogenesis,3,0.122852665,"51738, 5286, 28514",181,4.927751806,"['GHRL', 'PIK3C2A', 'DLL1']"
GO:1903670~regulation of sprouting angiogenesis,3,0.372151432,"51738, 5286, 28514",181,2.30434437,"['GHRL', 'PIK3C2A', 'DLL1']"
GO:0045667~regulation of osteoblast differentiation,7,0.003036081,"56975, 23051, 3479, 3488, 5468, 182, 64093",181,4.916945333,"['FAM20C', 'ZHX3', 'IGF1', 'IGFBP5', 'PPARG', 'JAG1', 'SMOC1']"
GO:0014743~regulation of muscle hypertrophy,5,0.004576144,"7132, 3479, 3488, 2660, 5468",181,7.414441375,"['TNFRSF1A', 'IGF1', 'IGFBP5', 'MSTN', 'PPARG']"
GO:0014741~negative regulation of muscle hypertrophy,4,0.005276727,"7132, 3488, 2660, 5468",181,11.23873219,"['TNFRSF1A', 'IGFBP5', 'MSTN', 'PPARG']"
GO:0030278~regulation of ossification,8,0.007157541,"56975, 23051, 83999, 3479, 3488, 5468, 182, 64093",181,3.573822788,"['FAM20C', 'ZHX3', 'KREMEN1', 'IGF1', 'IGFBP5', 'PPARG', 'JAG1', 'SMOC1']"
GO:0001649~osteoblast differentiation,8,0.008908811,"56975, 23051, 3479, 3488, 3486, 5468, 182, 3183",181,3.430295769,"['FAM20C', 'ZHX3', 'IGF1', 'IGFBP5', 'IGFBP3', 'PPARG', 'JAG1', 'HNRNPC']"
GO:0014896~muscle hypertrophy,5,0.016275905,"7132, 3479, 3488, 2660, 5468",181,5.133074798,"['TNFRSF1A', 'IGF1', 'IGFBP5', 'MSTN', 'PPARG']"
GO:0001503~ossification,10,0.023285996,"56975, 23051, 83999, 3479, 3488, 3486, 5468, 182, 64093, 3183",181,2.410111869,"['FAM20C', 'ZHX3', 'KREMEN1', 'IGF1', 'IGFBP5', 'IGFBP3', 'PPARG', 'JAG1', 'SMOC1', 'HNRNPC']"
GO:0043500~muscle adaptation,5,0.02882341,"7132, 3479, 3488, 2660, 5468",181,4.305159508,"['TNFRSF1A', 'IGF1', 'IGFBP5', 'MSTN', 'PPARG']"
GO:0045669~positive regulation of osteoblast differentiation,4,0.036358813,"56975, 23051, 3479, 182",181,5.475279785,"['FAM20C', 'ZHX3', 'IGF1', 'JAG1']"
GO:0031099~regeneration,6,0.039294542,"3936, 83999, 3479, 336, 2660, 5468",181,3.203038674,"['LCP1', 'KREMEN1', 'IGF1', 'APOA2', 'MSTN', 'PPARG']"
GO:0043502~regulation of muscle adaptation,4,0.063665069,"7132, 3479, 3488, 5468",181,4.357875747,"['TNFRSF1A', 'IGF1', 'IGFBP5', 'PPARG']"
GO:0014897~striated muscle hypertrophy,4,0.06839161,"7132, 3479, 3488, 5468",181,4.228433893,"['TNFRSF1A', 'IGF1', 'IGFBP5', 'PPARG']"
GO:0045778~positive regulation of ossification,4,0.085244481,"56975, 23051, 3479, 182",181,3.847493903,"['FAM20C', 'ZHX3', 'IGF1', 'JAG1']"
GO:0014888~striated muscle adaptation,3,0.09017904,"3488, 2660, 5468",181,5.9315531,"['IGFBP5', 'MSTN', 'PPARG']"
GO:0045926~negative regulation of growth,6,0.096308702,"3488, 2660, 5468, 58189, 57715, 10501",181,2.463875903,"['IGFBP5', 'MSTN', 'PPARG', 'WFDC1', 'SEMA4G', 'SEMA6B']"
GO:0001558~regulation of cell growth,8,0.121874471,"10516, 3479, 3488, 3486, 5468, 58189, 57715, 10501",181,1.923746951,"['FBLN5', 'IGF1', 'IGFBP5', 'IGFBP3', 'PPARG', 'WFDC1', 'SEMA4G', 'SEMA6B']"
GO:0010611~regulation of cardiac muscle hypertrophy,3,0.135356384,"7132, 3479, 5468",181,4.642085035,"['TNFRSF1A', 'IGF1', 'PPARG']"
GO:0048662~negative regulation of smooth muscle cell proliferation,3,0.154604598,"3488, 3486, 5468",181,4.270718232,"['IGFBP5', 'IGFBP3', 'PPARG']"
GO:0051271~negative regulation of cellular component movement,7,0.211690028,"3488, 3486, 5468, 182, 57715, 26228, 10501",181,1.742134477,"['IGFBP5', 'IGFBP3', 'PPARG', 'JAG1', 'SEMA4G', 'STAP1', 'SEMA6B']"
GO:1904705~regulation of vascular smooth muscle cell proliferation,3,0.228528503,"3479, 3488, 5468",181,3.302101726,"['IGF1', 'IGFBP5', 'PPARG']"
GO:0003300~cardiac muscle hypertrophy,3,0.231963158,"7132, 3479, 5468",181,3.26840681,"['TNFRSF1A', 'IGF1', 'PPARG']"
GO:1990874~vascular smooth muscle cell proliferation,3,0.231963158,"3479, 3488, 5468",181,3.26840681,"['IGF1', 'IGFBP5', 'PPARG']"
GO:0009266~response to temperature stimulus,4,0.237859801,"3479, 2660, 5468, 947",181,2.359512835,"['IGF1', 'MSTN', 'PPARG', 'CD34']"
GO:0048771~tissue remodeling,4,0.261214599,"7037, 3488, 5468, 182",181,2.247746438,"['TFRC', 'IGFBP5', 'PPARG', 'JAG1']"
GO:0030336~negative regulation of cell migration,5,0.466576115,"3488, 3486, 5468, 182, 26228",181,1.412274548,"['IGFBP5', 'IGFBP3', 'PPARG', 'JAG1', 'STAP1']"
GO:2000146~negative regulation of cell motility,5,0.500347915,"3488, 3486, 5468, 182, 26228",181,1.358370939,"['IGFBP5', 'IGFBP3', 'PPARG', 'JAG1', 'STAP1']"
GO:0007507~heart development,6,0.697124788,"7132, 3479, 7412, 28514, 5468, 182",181,1.02333504,"['TNFRSF1A', 'IGF1', 'VCAM1', 'DLL1', 'PPARG', 'JAG1']"
GO:0034249~negative regulation of cellular amide metabolic process,6,0.869548968,"8575, 2886, 3479, 10418, 3488, 5468",181,0.802766585,"['PRKRA', 'GRB7', 'IGF1', 'SPON1', 'IGFBP5', 'PPARG']"
GO:0034248~regulation of cellular amide metabolic process,8,0.89006329,"8575, 2886, 3479, 10418, 3488, 5468, 10972, 4869",181,0.78003986,"['PRKRA', 'GRB7', 'IGF1', 'SPON1', 'IGFBP5', 'PPARG', 'TMED10', 'NPM1']"
GO:0051961~negative regulation of nervous system development,8,0.033964044,"83999, 567, 28514, 1075, 182, 57715, 26228, 10501",181,2.612060081,"['KREMEN1', 'B2M', 'DLL1', 'CTSC', 'JAG1', 'SEMA4G', 'STAP1', 'SEMA6B']"
GO:0045596~negative regulation of cell differentiation,14,0.047029884,"5068, 28514, 2660, 182, 26228, 1401, 83999, 3479, 3488, 325, 567, 5468, 57715, 10501",181,1.800905279,"['REG3A', 'DLL1', 'MSTN', 'JAG1', 'STAP1', 'CRP', 'KREMEN1', 'IGF1', 'IGFBP5', 'APCS', 'B2M', 'PPARG', 'SEMA4G', 'SEMA6B']"
GO:0010721~negative regulation of cell development,8,0.047710331,"83999, 3479, 567, 28514, 182, 57715, 26228, 10501",181,2.419670386,"['KREMEN1', 'IGF1', 'B2M', 'DLL1', 'JAG1', 'SEMA4G', 'STAP1', 'SEMA6B']"
GO:0060284~regulation of cell development,16,0.049798454,"7132, 28514, 1000, 114798, 182, 26228, 83999, 3567, 3479, 411, 567, 50674, 5468, 8536, 57715, 10501",181,1.694729457,"['TNFRSF1A', 'DLL1', 'CDH2', 'SLITRK1', 'JAG1', 'STAP1', 'KREMEN1', 'IL5', 'IGF1', 'ARSB', 'B2M', 'NEUROG3', 'PPARG', 'CAMK1', 'SEMA4G', 'SEMA6B']"
GO:0045665~negative regulation of neuron differentiation,6,0.063789999,"83999, 567, 28514, 182, 57715, 10501",181,2.797413689,"['KREMEN1', 'B2M', 'DLL1', 'JAG1', 'SEMA4G', 'SEMA6B']"
GO:0050768~negative regulation of neurogenesis,7,0.063858601,"83999, 567, 28514, 182, 57715, 26228, 10501",181,2.474753942,"['KREMEN1', 'B2M', 'DLL1', 'JAG1', 'SEMA4G', 'STAP1', 'SEMA6B']"
GO:0045664~regulation of neuron differentiation,11,0.097435103,"83999, 411, 567, 28514, 1000, 50674, 8536, 114798, 182, 57715, 10501",181,1.750294357,"['KREMEN1', 'ARSB', 'B2M', 'DLL1', 'CDH2', 'NEUROG3', 'CAMK1', 'SLITRK1', 'JAG1', 'SEMA4G', 'SEMA6B']"
GO:0050767~regulation of neurogenesis,13,0.105380457,"28514, 1000, 114798, 182, 26228, 83999, 411, 567, 50674, 5468, 8536, 57715, 10501",181,1.6176963,"['DLL1', 'CDH2', 'SLITRK1', 'JAG1', 'STAP1', 'KREMEN1', 'ARSB', 'B2M', 'NEUROG3', 'PPARG', 'CAMK1', 'SEMA4G', 'SEMA6B']"
GO:0010975~regulation of neuron projection development,9,0.106546155,"83999, 411, 567, 1000, 50674, 8536, 114798, 57715, 10501",181,1.876780473,"['KREMEN1', 'ARSB', 'B2M', 'CDH2', 'NEUROG3', 'CAMK1', 'SLITRK1', 'SEMA4G', 'SEMA6B']"
GO:0031345~negative regulation of cell projection organization,5,0.120289036,"83999, 567, 57715, 26228, 10501",181,2.642771183,"['KREMEN1', 'B2M', 'SEMA4G', 'STAP1', 'SEMA6B']"
GO:0050922~negative regulation of chemotaxis,3,0.13852578,"57715, 26228, 10501",181,4.575769534,"['SEMA4G', 'STAP1', 'SEMA6B']"
GO:0010977~negative regulation of neuron projection development,4,0.185230448,"83999, 567, 57715, 10501",181,2.685986309,"['KREMEN1', 'B2M', 'SEMA4G', 'SEMA6B']"
GO:0030855~epithelial cell differentiation,14,0.027562347,"7132, 5068, 28514, 1000, 2683, 182, 5618, 3958, 56975, 80781, 1001, 50674, 5468, 947",181,1.948828398,"['TNFRSF1A', 'REG3A', 'DLL1', 'CDH2', 'B4GALT1', 'JAG1', 'PRLR', 'LGALS3', 'FAM20C', 'COL18A1', 'CDH3', 'NEUROG3', 'PPARG', 'CD34']"
GO:0003158~endothelium development,5,0.044942688,"7132, 80781, 28514, 182, 947",181,3.733145308,"['TNFRSF1A', 'COL18A1', 'DLL1', 'JAG1', 'CD34']"
GO:0030856~regulation of epithelial cell differentiation,5,0.078665455,"5618, 7132, 5068, 28514, 182",181,3.085779069,"['PRLR', 'TNFRSF1A', 'REG3A', 'DLL1', 'JAG1']"
GO:0002064~epithelial cell development,6,0.081643082,"7132, 80781, 28514, 1000, 2683, 182",181,2.593553582,"['TNFRSF1A', 'COL18A1', 'DLL1', 'CDH2', 'B4GALT1', 'JAG1']"
GO:0045446~endothelial cell differentiation,4,0.115422357,"7132, 80781, 28514, 182",181,3.362770261,"['TNFRSF1A', 'COL18A1', 'DLL1', 'JAG1']"
GO:0043627~response to estrogen,5,0.005807529,"51738, 411, 336, 2660, 5468",181,6.932984143,"['GHRL', 'ARSB', 'APOA2', 'MSTN', 'PPARG']"
GO:0048511~rhythmic process,5,0.420246233,"51738, 5806, 2660, 5468, 4327",181,1.508021975,"['GHRL', 'PTX3', 'MSTN', 'PPARG', 'MMP19']"
GO:0097150~neuronal stem cell population maintenance,3,0.020817106,"28514, 1000, 182",181,13.34599448,"['DLL1', 'CDH2', 'JAG1']"
GO:0060563~neuroepithelial cell differentiation,4,0.029667876,"56975, 28514, 1000, 182",181,5.9315531,"['FAM20C', 'DLL1', 'CDH2', 'JAG1']"
GO:0002065~columnar/cuboidal epithelial cell differentiation,4,0.171351572,"56975, 28514, 1000, 182",181,2.791319106,"['FAM20C', 'DLL1', 'CDH2', 'JAG1']"
GO:0098727~maintenance of cell number,4,0.223496558,"3479, 28514, 1000, 182",181,2.440410418,"['IGF1', 'DLL1', 'CDH2', 'JAG1']"
GO:0019827~stem cell population maintenance,3,0.474401419,"28514, 1000, 182",181,1.873122032,"['DLL1', 'CDH2', 'JAG1']"
GO:0019915~lipid storage,4,0.035194157,"1401, 2760, 5468, 718",181,5.546387314,"['CRP', 'GM2A', 'PPARG', 'C3']"
GO:0010883~regulation of lipid storage,3,0.093030043,"1401, 5468, 718",181,5.82370668,"['CRP', 'PPARG', 'C3']"
GO:0051235~maintenance of location,5,0.412807815,"1401, 2760, 85477, 5468, 718",181,1.520911051,"['CRP', 'GM2A', 'SCIN', 'PPARG', 'C3']"
GO:0040007~growth,17,0.018132535,"51738, 28514, 3486, 2660, 58189, 114798, 51052, 5618, 5806, 10516, 3479, 3488, 5468, 57715, 10501, 5617, 140606",181,1.884792574,"['GHRL', 'DLL1', 'IGFBP3', 'MSTN', 'WFDC1', 'SLITRK1', 'PRLH', 'PRLR', 'PTX3', 'FBLN5', 'IGF1', 'IGFBP5', 'PPARG', 'SEMA4G', 'SEMA6B', 'PRL', 'SELENOM']"
GO:0040008~regulation of growth,13,0.031746146,"51738, 28514, 3486, 2660, 58189, 51052, 10516, 3479, 3488, 5468, 57715, 10501, 5617",181,1.977184367,"['GHRL', 'DLL1', 'IGFBP3', 'MSTN', 'WFDC1', 'PRLH', 'FBLN5', 'IGF1', 'IGFBP5', 'PPARG', 'SEMA4G', 'SEMA6B', 'PRL']"
GO:0048638~regulation of developmental growth,8,0.045283847,"51052, 51738, 3479, 28514, 2660, 57715, 10501, 5617",181,2.454435766,"['PRLH', 'GHRL', 'IGF1', 'DLL1', 'MSTN', 'SEMA4G', 'SEMA6B', 'PRL']"
GO:0048589~developmental growth,12,0.055654852,"5618, 51052, 51738, 5806, 3479, 28514, 2660, 114798, 57715, 10501, 5617, 140606",181,1.873122032,"['PRLR', 'PRLH', 'GHRL', 'PTX3', 'IGF1', 'DLL1', 'MSTN', 'SLITRK1', 'SEMA4G', 'SEMA6B', 'PRL', 'SELENOM']"
GO:0040013~negative regulation of locomotion,9,0.057770611,"51738, 3488, 3486, 5468, 182, 85363, 57715, 26228, 10501",181,2.154510319,"['GHRL', 'IGFBP5', 'IGFBP3', 'PPARG', 'JAG1', 'TRIM5', 'SEMA4G', 'STAP1', 'SEMA6B']"
GO:0030308~negative regulation of cell growth,4,0.275476656,"5468, 58189, 57715, 10501",181,2.178937873,"['PPARG', 'WFDC1', 'SEMA4G', 'SEMA6B']"
GO:0016049~cell growth,5,0.606647976,"3479, 5468, 58189, 57715, 10501",181,1.18631062,"['IGF1', 'PPARG', 'WFDC1', 'SEMA4G', 'SEMA6B']"
GO:0048588~developmental cell growth,3,0.63419986,"3479, 57715, 10501",181,1.39262551,"['IGF1', 'SEMA4G', 'SEMA6B']"
GO:0042755~eating behavior,3,0.051059197,"51052, 51738, 885",181,8.212919677,"['PRLH', 'GHRL', 'CCK']"
GO:0007631~feeding behavior,4,0.070001738,"51052, 51738, 885, 5972",181,4.186978659,"['PRLH', 'GHRL', 'CCK', 'REN']"
GO:0007610~behavior,8,0.404102353,"51052, 51738, 885, 567, 2861, 5972, 2760, 114798",181,1.312048612,"['PRLH', 'GHRL', 'CCK', 'B2M', 'GPR37', 'REN', 'GM2A', 'SLITRK1']"
GO:0070227~lymphocyte apoptotic process,4,0.051845186,"9212, 3958, 355, 5133",181,4.74524248,"['AURKB', 'LGALS3', 'FAS', 'PDCD1']"
GO:0071887~leukocyte apoptotic process,4,0.125577986,"9212, 3958, 355, 5133",181,3.2353926,"['AURKB', 'LGALS3', 'FAS', 'PDCD1']"
GO:0070228~regulation of lymphocyte apoptotic process,3,0.125951314,"9212, 3958, 5133",181,4.8530889,"['AURKB', 'LGALS3', 'PDCD1']"
GO:2000106~regulation of leukocyte apoptotic process,3,0.238841962,"9212, 3958, 5133",181,3.203038674,"['AURKB', 'LGALS3', 'PDCD1']"
GO:0032091~negative regulation of protein binding,4,0.063665069,"9212, 567, 8536, 6590",181,4.357875747,"['AURKB', 'B2M', 'CAMK1', 'SLPI']"
GO:0043393~regulation of protein binding,5,0.134261802,"9212, 10418, 567, 8536, 6590",181,2.542094186,"['AURKB', 'SPON1', 'B2M', 'CAMK1', 'SLPI']"
GO:0051098~regulation of binding,7,0.15336779,"9212, 3479, 10418, 567, 5468, 8536, 6590",181,1.931203335,"['AURKB', 'IGF1', 'SPON1', 'B2M', 'PPARG', 'CAMK1', 'SLPI']"
GO:0051100~negative regulation of binding,4,0.205911207,"9212, 567, 8536, 6590",181,2.542094186,"['AURKB', 'B2M', 'CAMK1', 'SLPI']"
GO:0044058~regulation of digestive system process,3,0.060751033,"7032, 51738, 336",181,7.448927149,"['TFF2', 'GHRL', 'APOA2']"
GO:0007586~digestion,4,0.149161782,"7032, 51738, 885, 336",181,2.986516246,"['TFF2', 'GHRL', 'CCK', 'APOA2']"
GO:0022600~digestive system process,3,0.262981293,"7032, 51738, 336",181,2.993494088,"['TFF2', 'GHRL', 'APOA2']"
GO:0001959~regulation of cytokine-mediated signaling pathway,5,0.078665455,"7132, 117584, 146722, 5468, 26228",181,3.085779069,"['TNFRSF1A', 'RFFL', 'CD300LF', 'PPARG', 'STAP1']"
GO:0060759~regulation of response to cytokine stimulus,5,0.094788754,"7132, 117584, 146722, 5468, 26228",181,2.885620427,"['TNFRSF1A', 'RFFL', 'CD300LF', 'PPARG', 'STAP1']"
GO:0001960~negative regulation of cytokine-mediated signaling pathway,3,0.204609197,"117584, 5468, 26228",181,3.55893186,"['RFFL', 'PPARG', 'STAP1']"
GO:0060761~negative regulation of response to cytokine stimulus,3,0.221670504,"117584, 5468, 26228",181,3.371619657,"['RFFL', 'PPARG', 'STAP1']"
GO:0044706~multi-multicellular organism process,7,0.019392447,"5618, 51738, 3488, 5069, 5675, 2683, 5617",181,3.306972082,"['PRLR', 'GHRL', 'IGFBP5', 'PAPPA', 'PSG6', 'B4GALT1', 'PRL']"
GO:0007565~female pregnancy,6,0.036685009,"5618, 51738, 3488, 5069, 5675, 5617",181,3.26840681,"['PRLR', 'GHRL', 'IGFBP5', 'PAPPA', 'PSG6', 'PRL']"
GO:0044703~multi-organism reproductive process,14,0.248312028,"51738, 5069, 5675, 2683, 1082, 5618, 5806, 10406, 3479, 3488, 284359, 4327, 132141, 5617",181,1.331034177,"['GHRL', 'PAPPA', 'PSG6', 'B4GALT1', 'CGB3', 'PRLR', 'PTX3', 'WFDC2', 'IGF1', 'IGFBP5', 'IZUMO1', 'MMP19', 'IQCF1', 'PRL']"
GO:0030879~mammary gland development,3,0.368815603,"5618, 3488, 5617",181,2.321042517,"['PRLR', 'IGFBP5', 'PRL']"
GO:0048732~gland development,3,0.926497348,"5618, 3488, 5617",181,0.707072555,"['PRLR', 'IGFBP5', 'PRL']"
GO:0006898~receptor-mediated endocytosis,7,0.073086069,"4360, 7037, 22925, 567, 28514, 5468, 718",181,2.387781759,"['MRC1', 'TFRC', 'PLA2R1', 'B2M', 'DLL1', 'PPARG', 'C3']"
GO:0048260~positive regulation of receptor-mediated endocytosis,3,0.119773227,"567, 5468, 718",181,5.004747928,"['B2M', 'PPARG', 'C3']"
GO:0048259~regulation of receptor-mediated endocytosis,3,0.338506151,"567, 5468, 718",181,2.482975716,"['B2M', 'PPARG', 'C3']"
GO:0014032~neural crest cell development,4,0.042475483,"1000, 182, 57715, 10501",181,5.145443653,"['CDH2', 'JAG1', 'SEMA4G', 'SEMA6B']"
GO:0014031~mesenchymal cell development,4,0.049073681,"1000, 182, 57715, 10501",181,4.8530889,"['CDH2', 'JAG1', 'SEMA4G', 'SEMA6B']"
GO:0048864~stem cell development,4,0.050450091,"1000, 182, 57715, 10501",181,4.798559811,"['CDH2', 'JAG1', 'SEMA4G', 'SEMA6B']"
GO:0014033~neural crest cell differentiation,4,0.060601902,"1000, 182, 57715, 10501",181,4.448664825,"['CDH2', 'JAG1', 'SEMA4G', 'SEMA6B']"
GO:0048762~mesenchymal cell differentiation,5,0.197527113,"3479, 1000, 182, 57715, 10501",181,2.170080402,"['IGF1', 'CDH2', 'JAG1', 'SEMA4G', 'SEMA6B']"
GO:0050770~regulation of axonogenesis,4,0.24585622,"1000, 114798, 57715, 10501",181,2.321042517,"['CDH2', 'SLITRK1', 'SEMA4G', 'SEMA6B']"
GO:0060485~mesenchyme development,5,0.335679647,"3479, 1000, 182, 57715, 10501",181,1.700126685,"['IGF1', 'CDH2', 'JAG1', 'SEMA4G', 'SEMA6B']"
GO:0010769~regulation of cell morphogenesis involved in differentiation,5,0.345022741,"1000, 50674, 114798, 57715, 10501",181,1.684037158,"['CDH2', 'NEUROG3', 'SLITRK1', 'SEMA4G', 'SEMA6B']"
GO:0048863~stem cell differentiation,4,0.446369116,"1000, 182, 57715, 10501",181,1.6176963,"['CDH2', 'JAG1', 'SEMA4G', 'SEMA6B']"
GO:0022604~regulation of cell morphogenesis,5,0.677559931,"1000, 50674, 114798, 57715, 10501",181,1.082839308,"['CDH2', 'NEUROG3', 'SLITRK1', 'SEMA4G', 'SEMA6B']"
