GO_Term,count,PValue,Genes,List_total,Fold_enrichment
GO:1901361~organic cyclic compound catabolic process,15,0.010151373,"2081, 9125, 22978, 4860, 26523, 3251, 3182, 51251, 445329, 1267, 57026, 644, 192669, 60496, 87178",304,2.16221357
GO:0034655~nucleobase-containing compound catabolic process,11,0.03980961,"2081, 9125, 22978, 51251, 1267, 4860, 192669, 26523, 3251, 87178, 3182",304,2.081130561
GO:0006402~mRNA catabolic process,6,0.118752838,"2081, 9125, 192669, 26523, 87178, 3182",304,2.311602871
GO:0006401~RNA catabolic process,6,0.231711283,"2081, 9125, 192669, 26523, 87178, 3182",304,1.824949635
GO:0000956~nuclear-transcribed mRNA catabolic process,3,0.627897692,"9125, 26523, 3182",304,1.412646199
GO:0090305~nucleic acid phosphodiester bond hydrolysis,5,0.636953848,"2081, 4361, 192669, 25996, 87178",304,1.143328758
GO:0090501~RNA phosphodiester bond hydrolysis,4,0.655145986,"2081, 192669, 25996, 87178",304,1.188207083
GO:0034654~nucleobase-containing compound biosynthetic process,93,8.00E-04,"6197, 5584, 9061, 271, 124790, 23326, 441024, 29101, 2987, 55364, 1017, 10614, 54039, 84246, 10935, 4522, 318, 5579, 5813, 959, 10971, 5814, 7332, 4141, 140609, 4860, 9391, 26205, 26523, 3251, 22885, 1503, 1820, 83746, 51377, 5588, 207, 7329, 5702, 6714, 11315, 9125, 11080, 5440, 6498, 8994, 9049, 6774, 116986, 3265, 3066, 9241, 3182, 282618, 132, 1635, 3458, 3337, 55022, 1950, 1311, 7337, 5634, 5635, 135112, 5636, 815, 9519, 2648, 4361, 5450, 3190, 5373, 4087, 6464, 4089, 5894, 112970, 55072, 55192, 23236, 1490, 1487, 5687, 4830, 8833, 8877, 5601, 6778, 4712, 11059, 10443, 10049",304,1.362508491
GO:0018130~heterocycle biosynthetic process,94,9.14E-04,"6197, 5584, 9061, 271, 124790, 23326, 441024, 29101, 2987, 55364, 1017, 10614, 54039, 84246, 10935, 4522, 318, 5579, 5813, 959, 10971, 5814, 7332, 4141, 140609, 4860, 9391, 26205, 26523, 3251, 22885, 1503, 1820, 83746, 51377, 5588, 207, 7329, 5702, 6714, 11315, 9125, 11080, 5440, 6498, 8994, 9049, 93974, 6774, 116986, 3265, 3066, 9241, 3182, 282618, 132, 1635, 3458, 3337, 55022, 1950, 1311, 7337, 5634, 5635, 135112, 5636, 815, 9519, 2648, 4361, 5450, 3190, 5373, 4087, 6464, 4089, 5894, 112970, 55072, 55192, 23236, 1490, 1487, 5687, 4830, 8833, 8877, 5601, 6778, 4712, 11059, 10443, 10049",304,1.353759271
GO:0019438~aromatic compound biosynthetic process,94,0.001001007,"6197, 5584, 9061, 271, 124790, 23326, 441024, 29101, 2987, 55364, 1017, 10614, 54039, 84246, 10935, 4522, 318, 5579, 5813, 959, 10971, 5814, 7332, 4141, 140609, 4860, 9391, 26205, 26523, 3251, 22885, 1503, 1820, 83746, 51377, 5588, 207, 7329, 5702, 6714, 11315, 9125, 11080, 5440, 6498, 8994, 9049, 93974, 6774, 116986, 3265, 3066, 9241, 3182, 282618, 132, 1635, 3458, 3337, 55022, 1950, 1311, 7337, 5634, 5635, 135112, 5636, 815, 9519, 2648, 4361, 5450, 3190, 5373, 4087, 6464, 4089, 5894, 112970, 55072, 55192, 23236, 1490, 1487, 5687, 4830, 8833, 8877, 5601, 6778, 4712, 11059, 10443, 10049",304,1.350088889
GO:0010628~positive regulation of gene expression,52,0.005604625,"6197, 9146, 6198, 3561, 23326, 55364, 1017, 84246, 5579, 2081, 7332, 4141, 26205, 26523, 22885, 1820, 51377, 207, 5702, 6714, 11315, 9125, 9049, 6774, 116986, 3265, 3066, 2251, 9241, 3182, 282618, 3458, 55022, 1950, 7337, 5315, 135112, 2648, 5450, 3190, 4087, 6464, 4089, 5894, 23236, 1490, 2932, 1487, 192669, 5601, 6778, 56648",304,1.449821099
GO:0010557~positive regulation of macromolecule biosynthetic process,47,0.007413693,"6197, 9125, 6198, 9049, 6774, 116986, 3265, 3066, 9241, 23326, 3182, 282618, 55364, 1017, 3458, 55022, 1950, 84246, 7337, 5315, 5579, 135112, 2648, 140609, 5450, 7332, 4141, 3190, 4087, 6464, 4089, 5894, 26205, 26523, 23236, 1490, 22885, 1820, 1487, 51377, 5588, 207, 6778, 5702, 56648, 6714, 11315",304,1.464581721
GO:0051173~positive regulation of nitrogen compound metabolic process,50,0.01521223,"6197, 6198, 23326, 55364, 1017, 84246, 5579, 2081, 7332, 4141, 140609, 26205, 26523, 3251, 22885, 1820, 51377, 5588, 207, 5702, 6714, 11315, 9125, 9049, 6774, 116986, 3265, 3066, 9241, 3182, 282618, 3458, 55022, 1950, 7337, 5315, 135112, 87178, 2648, 4361, 5450, 3190, 4087, 6464, 4089, 5894, 23236, 1487, 6778, 56648",304,1.384947254
GO:0009892~negative regulation of metabolic process,71,0.017748941,"6197, 84959, 124790, 310, 55364, 1017, 10614, 54039, 10935, 5813, 10971, 5814, 2081, 7375, 4067, 26523, 83547, 27330, 79643, 2876, 83746, 79444, 84313, 51377, 207, 7329, 283871, 6714, 11315, 9125, 11080, 8396, 6498, 8994, 6774, 116986, 3265, 3066, 9241, 261726, 3182, 282618, 3458, 3337, 55022, 135112, 87178, 2648, 3190, 4087, 37, 6464, 4089, 5894, 55192, 59272, 23236, 1490, 80772, 2932, 2776, 1487, 192669, 867, 5524, 8877, 6778, 11059, 10443, 2539, 10049",304,1.282946164
GO:0051254~positive regulation of RNA metabolic process,41,0.022030562,"6197, 9125, 9049, 6774, 116986, 3265, 3066, 9241, 23326, 3182, 282618, 1017, 55022, 1950, 84246, 7337, 5579, 135112, 87178, 2648, 2081, 5450, 7332, 4141, 3190, 4087, 6464, 4089, 5894, 26205, 26523, 23236, 22885, 1820, 1487, 51377, 207, 6778, 5702, 6714, 11315",304,1.413412276
GO:1903508~positive regulation of nucleic acid-templated transcription,39,0.026294059,"6197, 9125, 9049, 6774, 116986, 3265, 3066, 9241, 23326, 3182, 282618, 1017, 55022, 1950, 84246, 7337, 5579, 135112, 2648, 5450, 7332, 4141, 3190, 4087, 6464, 4089, 5894, 26205, 26523, 23236, 22885, 1820, 1487, 51377, 207, 6778, 5702, 6714, 11315",304,1.411841731
"GO:0045893~positive regulation of transcription, DNA-templated",39,0.026294059,"6197, 9125, 9049, 6774, 116986, 3265, 3066, 9241, 23326, 3182, 282618, 1017, 55022, 1950, 84246, 7337, 5579, 135112, 2648, 5450, 7332, 4141, 3190, 4087, 6464, 4089, 5894, 26205, 26523, 23236, 22885, 1820, 1487, 51377, 207, 6778, 5702, 6714, 11315",304,1.411841731
GO:1902680~positive regulation of RNA biosynthetic process,39,0.027773889,"6197, 9125, 9049, 6774, 116986, 3265, 3066, 9241, 23326, 3182, 282618, 1017, 55022, 1950, 84246, 7337, 5579, 135112, 2648, 5450, 7332, 4141, 3190, 4087, 6464, 4089, 5894, 26205, 26523, 23236, 22885, 1820, 1487, 51377, 207, 6778, 5702, 6714, 11315",304,1.404642538
GO:0009891~positive regulation of biosynthetic process,47,0.029542415,"6197, 9125, 6198, 9049, 6774, 116986, 3265, 3066, 9241, 23326, 3182, 282618, 55364, 1017, 3458, 55022, 1950, 84246, 7337, 5315, 5579, 135112, 2648, 140609, 5450, 7332, 4141, 3190, 4087, 6464, 4089, 5894, 26205, 26523, 23236, 1490, 22885, 1820, 1487, 51377, 5588, 207, 6778, 5702, 56648, 6714, 11315",304,1.345831852
GO:0045935~positive regulation of nucleobase-containing compound metabolic process,45,0.030136769,"6197, 9125, 9049, 6774, 116986, 3265, 3066, 9241, 23326, 3182, 282618, 1017, 3458, 55022, 1950, 84246, 7337, 5579, 135112, 87178, 2648, 2081, 140609, 4361, 5450, 7332, 4141, 3190, 4087, 6464, 4089, 5894, 26205, 26523, 23236, 22885, 1820, 1487, 51377, 5588, 207, 6778, 5702, 6714, 11315",304,1.355738651
GO:0031328~positive regulation of cellular biosynthetic process,46,0.032591132,"6197, 9125, 6198, 9049, 6774, 116986, 3265, 3066, 9241, 23326, 3182, 282618, 55364, 1017, 3458, 55022, 1950, 84246, 7337, 5315, 5579, 135112, 2648, 140609, 5450, 7332, 4141, 3190, 4087, 6464, 4089, 5894, 26205, 26523, 23236, 22885, 1820, 1487, 51377, 5588, 207, 6778, 5702, 56648, 6714, 11315",304,1.342597627
"GO:0006351~transcription, DNA-templated",72,0.035971553,"6197, 5584, 124790, 23326, 29101, 55364, 1017, 10614, 54039, 84246, 10935, 5579, 5813, 959, 10971, 5814, 7332, 4141, 9391, 26205, 26523, 22885, 1820, 83746, 51377, 5588, 207, 7329, 5702, 6714, 11315, 9125, 11080, 5440, 6498, 8994, 9049, 6774, 116986, 3265, 3066, 9241, 3182, 282618, 3458, 3337, 55022, 1950, 1311, 7337, 135112, 815, 9519, 2648, 5450, 3190, 4087, 6464, 4089, 5894, 112970, 55072, 55192, 23236, 1487, 5687, 8877, 5601, 6778, 11059, 10443, 10049",304,1.236017738
GO:0031324~negative regulation of cellular metabolic process,64,0.038811204,"6197, 84959, 124790, 55364, 1017, 10614, 54039, 10935, 5813, 10971, 5814, 7375, 4067, 26523, 27330, 79643, 2876, 83746, 79444, 84313, 51377, 207, 7329, 283871, 6714, 11315, 9125, 11080, 8396, 6498, 8994, 6774, 3066, 9241, 261726, 3182, 282618, 3458, 3337, 55022, 135112, 2648, 3190, 4087, 37, 6464, 4089, 5894, 55192, 59272, 23236, 80772, 2932, 2776, 1487, 192669, 867, 5524, 8877, 6778, 11059, 10443, 2539, 10049",304,1.253364465
GO:0051252~regulation of RNA metabolic process,76,0.039540511,"6197, 5584, 124790, 23326, 29101, 55364, 1017, 10614, 54039, 84246, 10935, 5579, 5813, 959, 10971, 5814, 2081, 7332, 4141, 9391, 26205, 26523, 22885, 1820, 83746, 51377, 5588, 207, 7329, 5702, 6714, 11315, 9125, 11080, 5440, 10150, 4154, 6498, 8994, 9049, 6774, 116986, 3265, 3066, 9241, 3185, 3182, 282618, 3458, 3337, 55022, 1950, 1311, 7337, 135112, 815, 87178, 2648, 5450, 3190, 4087, 6464, 4089, 5894, 112970, 55072, 55192, 23236, 1487, 5687, 8877, 5601, 6778, 11059, 10443, 10049",304,1.220320788
"GO:0045892~negative regulation of transcription, DNA-templated",31,0.039906688,"11080, 6498, 8994, 6774, 3066, 9241, 124790, 282618, 55364, 1017, 3458, 3337, 10614, 54039, 10971, 5813, 5814, 3190, 4087, 6464, 4089, 55192, 23236, 83746, 1487, 7329, 6778, 10443, 11059, 6714, 10049",304,1.436327586
GO:1903507~negative regulation of nucleic acid-templated transcription,31,0.041824656,"11080, 6498, 8994, 6774, 3066, 9241, 124790, 282618, 55364, 1017, 3458, 3337, 10614, 54039, 10971, 5813, 5814, 3190, 4087, 6464, 4089, 55192, 23236, 83746, 1487, 7329, 6778, 10443, 11059, 6714, 10049",304,1.434236861
GO:0010605~negative regulation of macromolecule metabolic process,64,0.046015848,"6197, 84959, 124790, 310, 55364, 1017, 10614, 54039, 5813, 10971, 5814, 2081, 7375, 4067, 26523, 83547, 27330, 79643, 2876, 83746, 79444, 84313, 51377, 207, 7329, 6714, 11315, 9125, 11080, 6498, 8994, 6774, 116986, 3265, 3066, 9241, 261726, 3182, 282618, 3458, 3337, 55022, 135112, 87178, 3190, 4087, 6464, 4089, 5894, 55192, 59272, 23236, 1490, 2932, 2776, 1487, 192669, 867, 5524, 6778, 11059, 10443, 2539, 10049",304,1.241129058
GO:1902679~negative regulation of RNA biosynthetic process,31,0.04672113,"11080, 6498, 8994, 6774, 3066, 9241, 124790, 282618, 55364, 1017, 3458, 3337, 10614, 54039, 10971, 5813, 5814, 3190, 4087, 6464, 4089, 55192, 23236, 83746, 1487, 7329, 6778, 10443, 11059, 6714, 10049",304,1.415690695
GO:0051253~negative regulation of RNA metabolic process,32,0.052725466,"11080, 6498, 8994, 6774, 3066, 9241, 124790, 3182, 282618, 55364, 1017, 3458, 3337, 10614, 54039, 10971, 5813, 5814, 3190, 4087, 6464, 4089, 55192, 23236, 83746, 1487, 7329, 6778, 10443, 11059, 6714, 10049",304,1.393294881
"GO:0006355~regulation of transcription, DNA-templated",71,0.053762433,"6197, 5584, 124790, 23326, 29101, 55364, 1017, 10614, 54039, 84246, 10935, 5579, 5813, 959, 10971, 5814, 7332, 4141, 9391, 26205, 26523, 22885, 1820, 83746, 51377, 5588, 207, 7329, 5702, 6714, 11315, 9125, 11080, 5440, 6498, 8994, 9049, 6774, 116986, 3265, 3066, 9241, 3182, 282618, 3458, 3337, 55022, 1950, 1311, 7337, 135112, 815, 2648, 5450, 3190, 4087, 6464, 4089, 5894, 112970, 55072, 55192, 23236, 1487, 5687, 8877, 5601, 6778, 11059, 10443, 10049",304,1.211977606
GO:1903506~regulation of nucleic acid-templated transcription,71,0.054539753,"6197, 5584, 124790, 23326, 29101, 55364, 1017, 10614, 54039, 84246, 10935, 5579, 5813, 959, 10971, 5814, 7332, 4141, 9391, 26205, 26523, 22885, 1820, 83746, 51377, 5588, 207, 7329, 5702, 6714, 11315, 9125, 11080, 5440, 6498, 8994, 9049, 6774, 116986, 3265, 3066, 9241, 3182, 282618, 3458, 3337, 55022, 1950, 1311, 7337, 135112, 815, 2648, 5450, 3190, 4087, 6464, 4089, 5894, 112970, 55072, 55192, 23236, 1487, 5687, 8877, 5601, 6778, 11059, 10443, 10049",304,1.211002041
GO:2001141~regulation of RNA biosynthetic process,71,0.058555255,"6197, 5584, 124790, 23326, 29101, 55364, 1017, 10614, 54039, 84246, 10935, 5579, 5813, 959, 10971, 5814, 7332, 4141, 9391, 26205, 26523, 22885, 1820, 83746, 51377, 5588, 207, 7329, 5702, 6714, 11315, 9125, 11080, 5440, 6498, 8994, 9049, 6774, 116986, 3265, 3066, 9241, 3182, 282618, 3458, 3337, 55022, 1950, 1311, 7337, 135112, 815, 2648, 5450, 3190, 4087, 6464, 4089, 5894, 112970, 55072, 55192, 23236, 1487, 5687, 8877, 5601, 6778, 11059, 10443, 10049",304,1.206147676
GO:0006366~transcription from RNA polymerase II promoter,44,0.072842815,"6197, 11080, 5440, 6498, 6774, 116986, 3265, 3066, 9241, 124790, 29101, 55364, 1017, 3458, 3337, 55022, 10614, 54039, 84246, 1311, 7337, 135112, 5813, 9519, 5814, 2648, 5450, 3190, 4087, 4089, 5894, 55192, 26205, 26523, 22885, 1820, 1487, 5687, 207, 7329, 6778, 5702, 10443, 11315",304,1.274858466
GO:0097659~nucleic acid-templated transcription,72,0.077830336,"6197, 5584, 124790, 23326, 29101, 55364, 1017, 10614, 54039, 84246, 10935, 5579, 5813, 959, 10971, 5814, 7332, 4141, 9391, 26205, 26523, 22885, 1820, 83746, 51377, 5588, 207, 7329, 5702, 6714, 11315, 9125, 11080, 5440, 6498, 8994, 9049, 6774, 116986, 3265, 3066, 9241, 3182, 282618, 3458, 3337, 55022, 1950, 1311, 7337, 135112, 815, 9519, 2648, 5450, 3190, 4087, 6464, 4089, 5894, 112970, 55072, 55192, 23236, 1487, 5687, 8877, 5601, 6778, 11059, 10443, 10049",304,1.184210526
GO:0032774~RNA biosynthetic process,72,0.087334751,"6197, 5584, 124790, 23326, 29101, 55364, 1017, 10614, 54039, 84246, 10935, 5579, 5813, 959, 10971, 5814, 7332, 4141, 9391, 26205, 26523, 22885, 1820, 83746, 51377, 5588, 207, 7329, 5702, 6714, 11315, 9125, 11080, 5440, 6498, 8994, 9049, 6774, 116986, 3265, 3066, 9241, 3182, 282618, 3458, 3337, 55022, 1950, 1311, 7337, 135112, 815, 9519, 2648, 5450, 3190, 4087, 6464, 4089, 5894, 112970, 55072, 55192, 23236, 1487, 5687, 8877, 5601, 6778, 11059, 10443, 10049",304,1.175995294
GO:0019219~regulation of nucleobase-containing compound metabolic process,79,0.104350094,"6197, 5584, 124790, 23326, 29101, 55364, 1017, 10614, 54039, 84246, 10935, 5579, 5813, 959, 10971, 5814, 2081, 7332, 4141, 140609, 9391, 26205, 26523, 22885, 1820, 83746, 51377, 5588, 207, 7329, 5702, 6714, 11315, 9125, 11080, 5440, 10150, 4154, 6498, 8994, 9049, 93974, 6774, 116986, 3265, 3066, 9241, 3185, 3182, 282618, 3458, 3337, 55022, 1950, 1311, 7337, 135112, 815, 87178, 2648, 4361, 5450, 3190, 4087, 6464, 4089, 5894, 112970, 55072, 55192, 23236, 1487, 5687, 8877, 5601, 6778, 11059, 10443, 10049",304,1.151560935
GO:0045934~negative regulation of nucleobase-containing compound metabolic process,33,0.106430586,"11080, 6498, 8994, 6774, 3066, 9241, 124790, 3182, 282618, 55364, 1017, 3458, 3337, 55022, 10614, 54039, 10971, 5813, 5814, 3190, 4087, 6464, 4089, 55192, 23236, 83746, 1487, 7329, 6778, 10443, 11059, 6714, 10049",304,1.290147359
GO:0010468~regulation of gene expression,93,0.149309739,"6197, 9146, 6198, 5584, 3561, 124790, 23326, 9261, 29101, 310, 55364, 1017, 10614, 54039, 84246, 10935, 5579, 51204, 3633, 5813, 959, 10971, 5814, 2081, 7332, 4141, 9391, 26205, 26523, 22885, 1820, 2876, 83746, 23173, 51377, 5588, 207, 5501, 7329, 5702, 6714, 11315, 9125, 11080, 5440, 10150, 4154, 6498, 8994, 9049, 6774, 116986, 3265, 3066, 2251, 9241, 3185, 3182, 282618, 3458, 3337, 55022, 1950, 1311, 7337, 5315, 135112, 815, 87178, 2648, 5450, 3190, 4087, 6464, 4089, 5894, 112970, 55072, 55192, 23236, 1490, 2932, 1487, 192669, 5687, 8877, 5601, 6778, 10289, 11059, 56648, 10443, 10049",304,1.110429065
GO:0000122~negative regulation of transcription from RNA polymerase II promoter,20,0.24588514,"11080, 6498, 4089, 6774, 55192, 3066, 9241, 124790, 55364, 1017, 3458, 3337, 10614, 54039, 1487, 7329, 6778, 10443, 5813, 5814",304,1.251359822
GO:0010467~gene expression,114,0.266837324,"6197, 6198, 6233, 124790, 23326, 10539, 10935, 51645, 3633, 5813, 1615, 5814, 7332, 26205, 22885, 83746, 23173, 51377, 7329, 5702, 9125, 5440, 6498, 6774, 116986, 3265, 9241, 60496, 7337, 5315, 10078, 1915, 135112, 8669, 815, 87178, 9519, 9653, 5450, 4087, 4089, 55072, 55192, 59272, 1490, 3028, 1487, 5687, 5601, 6778, 11059, 9146, 7884, 5584, 3561, 9261, 29101, 310, 55364, 1017, 10614, 54039, 84246, 5579, 51204, 959, 10971, 1933, 2081, 4141, 7375, 9391, 26523, 3329, 1820, 2876, 5588, 5501, 207, 6714, 10465, 11315, 11080, 4154, 10150, 10273, 8994, 9049, 3066, 2251, 3185, 3182, 282618, 572, 3337, 3458, 55022, 1950, 1311, 5910, 2648, 3190, 6464, 5894, 112970, 23236, 2932, 192669, 8877, 51119, 10289, 56648, 10443, 10049",304,1.058092422
GO:0009890~negative regulation of biosynthetic process,41,0.28861205,"11080, 9125, 6498, 8994, 6774, 3066, 9241, 124790, 282618, 55364, 1017, 3458, 3337, 55022, 10614, 54039, 10971, 5813, 5814, 2648, 3190, 4087, 37, 6464, 4089, 55192, 26523, 23236, 2932, 83746, 1487, 192669, 283871, 7329, 8877, 6778, 10443, 11059, 6714, 11315, 10049",304,1.121003113
GO:0010556~regulation of macromolecule biosynthetic process,81,0.310228946,"6197, 6198, 5584, 124790, 23326, 29101, 55364, 1017, 10614, 54039, 84246, 10935, 5579, 51204, 5813, 959, 10971, 5814, 7332, 4141, 140609, 9391, 26205, 26523, 22885, 1820, 83746, 23173, 51377, 5588, 207, 7329, 5702, 6714, 11315, 9125, 11080, 5440, 6498, 8994, 9049, 6774, 116986, 3265, 3066, 9241, 3182, 282618, 3458, 3337, 55022, 1950, 1311, 7337, 5315, 135112, 815, 2648, 5450, 3190, 4087, 6464, 4089, 5894, 112970, 55072, 55192, 23236, 1490, 2932, 1487, 192669, 5687, 8877, 5601, 6778, 10289, 11059, 56648, 10443, 10049",304,1.064302479
GO:0010629~negative regulation of gene expression,43,0.310665995,"11080, 9125, 6498, 8994, 6774, 3265, 3066, 9241, 124790, 3182, 282618, 55364, 310, 1017, 3458, 3337, 10614, 54039, 87178, 10971, 5813, 5814, 2081, 3190, 4087, 6464, 4089, 55192, 26523, 23236, 1490, 2932, 83746, 1487, 192669, 207, 7329, 6778, 10443, 11059, 6714, 11315, 10049",304,1.106220314
GO:0045944~positive regulation of transcription from RNA polymerase II promoter,24,0.31597184,"6197, 5450, 3190, 4087, 4089, 5894, 6774, 116986, 3265, 3066, 26205, 26523, 9241, 22885, 1820, 55022, 84246, 7337, 207, 135112, 6778, 5702, 11315, 2648",304,1.166405118
GO:0031327~negative regulation of cellular biosynthetic process,40,0.320970956,"11080, 9125, 6498, 8994, 6774, 3066, 9241, 124790, 282618, 55364, 1017, 3458, 3337, 55022, 10614, 54039, 10971, 5813, 5814, 2648, 3190, 4087, 37, 6464, 4089, 55192, 26523, 23236, 2932, 83746, 1487, 192669, 283871, 7329, 8877, 6778, 10443, 11059, 6714, 10049",304,1.107475243
GO:2000112~regulation of cellular macromolecule biosynthetic process,80,0.32737819,"6197, 6198, 5584, 124790, 23326, 29101, 55364, 1017, 10614, 54039, 84246, 10935, 5579, 51204, 5813, 959, 10971, 5814, 7332, 4141, 140609, 9391, 26205, 26523, 22885, 1820, 83746, 23173, 51377, 5588, 207, 7329, 5702, 6714, 11315, 9125, 11080, 5440, 6498, 8994, 9049, 6774, 116986, 3265, 3066, 9241, 3182, 282618, 3458, 3337, 55022, 1950, 1311, 7337, 5315, 135112, 815, 2648, 5450, 3190, 4087, 6464, 4089, 5894, 112970, 55072, 55192, 23236, 2932, 1487, 192669, 5687, 8877, 5601, 6778, 10289, 11059, 56648, 10443, 10049",304,1.059926285
GO:0034645~cellular macromolecule biosynthetic process,94,0.346692375,"6197, 9146, 6198, 7884, 5584, 6233, 124790, 23326, 29101, 55364, 1017, 10614, 54039, 84246, 10935, 5579, 51204, 5813, 959, 10971, 5814, 1615, 1933, 7332, 4141, 140609, 9391, 26205, 26523, 22885, 1820, 83746, 23173, 51377, 5588, 207, 7329, 85365, 5702, 6714, 11315, 9125, 11080, 5440, 6498, 8994, 9049, 6774, 116986, 3265, 3066, 9241, 3182, 282618, 3458, 3337, 55022, 1950, 1311, 7337, 5315, 135112, 8669, 1915, 815, 3931, 9519, 2648, 9653, 4361, 5450, 3190, 5373, 4087, 6464, 4089, 5894, 112970, 55072, 55192, 23236, 1490, 2932, 1487, 192669, 5687, 8877, 5601, 6778, 10289, 11059, 56648, 10443, 10049",304,1.047413395
GO:0016070~RNA metabolic process,89,0.357459858,"6197, 9146, 7884, 5584, 112487, 124790, 23326, 29101, 55364, 1017, 10614, 54039, 84246, 10935, 51645, 5579, 5813, 959, 10971, 5814, 1615, 2081, 7332, 4141, 7375, 9391, 25996, 26205, 26523, 22885, 1820, 83746, 51377, 5588, 207, 7329, 5702, 6714, 10465, 11315, 9125, 11080, 5440, 10150, 4154, 6498, 8994, 9049, 6774, 116986, 3265, 3066, 9241, 3185, 3182, 282618, 3458, 3337, 55022, 1950, 1311, 7337, 135112, 10078, 815, 87178, 9519, 2648, 5450, 3190, 4087, 6464, 4089, 5894, 112970, 55072, 55192, 23236, 3028, 1487, 192669, 5687, 8877, 5601, 6778, 51119, 11059, 10443, 10049",304,1.046937089
GO:0006357~regulation of transcription from RNA polymerase II promoter,46,0.49851727,"6197, 11080, 6498, 6774, 116986, 3265, 3066, 9241, 124790, 23326, 29101, 55364, 1017, 3458, 3337, 55022, 10614, 54039, 84246, 1311, 7337, 5579, 135112, 5813, 5814, 2648, 5450, 3190, 4087, 4089, 5894, 112970, 9391, 55192, 26205, 26523, 22885, 1820, 1487, 5687, 207, 7329, 6778, 5702, 10443, 11315",304,1.028191854
GO:2000113~negative regulation of cellular macromolecule biosynthetic process,35,0.549644319,"11080, 9125, 6498, 8994, 6774, 3066, 9241, 124790, 282618, 55364, 1017, 3458, 3337, 10614, 54039, 10971, 5813, 5814, 3190, 4087, 6464, 4089, 55192, 26523, 23236, 2932, 83746, 1487, 192669, 7329, 6778, 10443, 11059, 6714, 10049",304,1.016872835
GO:0010558~negative regulation of macromolecule biosynthetic process,35,0.583257205,"11080, 9125, 6498, 8994, 6774, 3066, 9241, 124790, 282618, 55364, 1017, 3458, 3337, 10614, 54039, 10971, 5813, 5814, 3190, 4087, 6464, 4089, 55192, 26523, 23236, 2932, 83746, 1487, 192669, 7329, 6778, 10443, 11059, 6714, 10049",304,1.003118919
GO:0051172~negative regulation of nitrogen compound metabolic process,37,0.618118938,"11080, 9125, 6498, 8994, 6774, 3066, 9241, 124790, 3182, 282618, 55364, 1017, 3458, 3337, 55022, 10614, 54039, 10971, 5813, 5814, 3190, 4087, 6464, 4089, 55192, 26523, 23236, 83746, 1487, 192669, 7329, 8877, 6778, 10443, 11059, 6714, 10049",304,0.98825879
GO:0061180~mammary gland epithelium development,5,0.022028173,"374, 116986, 207, 6778, 6714",304,4.674196981
GO:0033598~mammary gland epithelial cell proliferation,3,0.049932403,"374, 116986, 6778",304,8.291618993
GO:0060443~mammary gland morphogenesis,3,0.167868713,"374, 6778, 6714",304,4.057600784
GO:0022612~gland morphogenesis,4,0.312328017,"374, 6778, 9241, 6714",304,2.034210526
GO:0032355~response to estradiol,5,0.147836708,"374, 572, 2876, 6774, 1490",304,2.444964575
GO:0010952~positive regulation of peptidase activity,6,0.188517462,"3329, 572, 4067, 6774, 10550, 1490",304,1.976240796
GO:0010950~positive regulation of endopeptidase activity,5,0.282107403,"3329, 572, 6774, 10550, 1490",304,1.858744998
GO:0043280~positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,4,0.333783478,"3329, 572, 10550, 1490",304,1.95597166
GO:2001056~positive regulation of cysteine-type endopeptidase activity,4,0.414564979,"3329, 572, 10550, 1490",304,1.706552455
GO:0032735~positive regulation of interleukin-12 production,4,0.031508138,"3329, 3458, 23236, 959",304,5.779007177
GO:0032615~interleukin-12 production,4,0.070714305,"3329, 3458, 23236, 959",304,4.168464193
GO:0032655~regulation of interleukin-12 production,4,0.08208146,"3329, 3458, 23236, 959",304,3.91194332
GO:0002285~lymphocyte activation involved in immune response,8,0.050338155,"3329, 5450, 3458, 3445, 6774, 6778, 959, 282618",304,2.398833168
GO:0002366~leukocyte activation involved in immune response,10,0.050408335,"3329, 5450, 3458, 4067, 3445, 6774, 867, 6778, 959, 282618",304,2.097989404
GO:0002263~cell activation involved in immune response,10,0.053804132,"3329, 5450, 3458, 4067, 3445, 6774, 867, 6778, 959, 282618",304,2.070654037
GO:0098586~cellular response to virus,5,0.122719776,"375, 5450, 3458, 3445, 282618",304,2.626821444
GO:0002286~T cell activation involved in immune response,5,0.133645061,"3458, 3445, 6774, 6778, 282618",304,2.542763158
GO:0043547~positive regulation of GTPase activity,9,0.091623609,"54662, 5905, 2932, 9910, 29, 116986, 3265, 5910, 7409",304,1.952633824
GO:0090630~activation of GTPase activity,5,0.139252458,"54662, 5905, 9910, 29, 116986",304,2.502719644
GO:0043087~regulation of GTPase activity,9,0.261210676,"54662, 5905, 2932, 9910, 29, 116986, 3265, 5910, 7409",304,1.478350673
GO:0051726~regulation of cell cycle,34,0.001301331,"5781, 6198, 137886, 6498, 6774, 3265, 261726, 124790, 23326, 1017, 10614, 1950, 57026, 27243, 5810, 10015, 87178, 27183, 2648, 140609, 4361, 57099, 23236, 1490, 9493, 79643, 79444, 1487, 51377, 5687, 207, 8877, 6714, 5902",304,1.795140103
GO:0000278~mitotic cell cycle,28,0.003312022,"5781, 6198, 137886, 23326, 80124, 375, 1017, 1950, 57026, 27243, 5579, 10015, 815, 27183, 4361, 129531, 57099, 23236, 1072, 9493, 79643, 5687, 207, 5524, 7329, 8877, 51119, 5902",304,1.816259398
