"Protein","Nominal_pvalue","formula","fold_change","adjusted_pvalue","Target","Entrez"
"UBAC1_25480.21",0.275203364177291," ~ Study_group + (1|maskID)",0.15202372168906,0.999937631057378,"UBAC1","10422"
"ATX10_25481.66",0.17092418912917," ~ Study_group + (1|maskID)",-0.166042116357474,0.999937631057378,"ATX10","25814"
"NFIA_25482.5",0.2391713278865," ~ Study_group + (1|maskID)",0.0565573598131345,0.999937631057378,"NFIA","4774"
"ARI3C_25484.120",0.512104999483961," ~ Study_group + (1|maskID)",0.123871634966127,0.999937631057378,"ARI3C","138715"
"RM38_25486.38",0.871198081391396," ~ Study_group + (1|maskID)",-0.022080852365792,0.999937631057378,"RM38","64978"
"PKHO2_25488.6",0.842531785134986," ~ Study_group + (1|maskID)",-0.0184840809362839,0.999937631057378,"PKHO2","80301"
"LNP_25491.54",0.973097110367072," ~ Study_group + (1|maskID)",-0.00184317117511338,0.999937631057378,"LNP","80856"
"TOM1_25492.7",0.00132032899462312," ~ Study_group + (1|maskID) + Sex + Smoking + Prednisone",-0.110643497700156,0.999937631057378,"TOM1","10043"
"F221B_25493.11",0.224987443790626," ~ Study_group + (1|maskID)",-0.10639499677913,0.999937631057378,"F221B","392307"
"S14L4_25497.35",0.234392609645035," ~ Study_group + (1|maskID)",-0.0860974936979797,0.999937631057378,"S14L4","284904"
"DDHD2_25499.37",0.345215220289541," ~ Study_group + (1|maskID)",-0.263983958263972,0.999937631057378,"DDHD2","23259"
"RFIP3_25500.6",0.713719788653279," ~ Study_group + (1|maskID)",-0.054653950167546,0.999937631057378,"RFIP3","9727"
"CLNK_25501.128",0.391639935784274," ~ Study_group + (1|maskID)",0.757252935280285,0.999937631057378,"CLNK","116449"
"b.Endorphin_2558.51",0.163061925515958," ~ Study_group + (1|maskID)",0.216792429452955,0.999937631057378,"b-Endorphin","5443"
"Factor.I_2567.5",0.145653098679264," ~ Study_group + (1|maskID)",-0.0767172908497044,0.999937631057378,"Factor I","3426"
"IGFBP.2_2570.72",0.0725483068800872," ~ Study_group + (1|maskID) + Age",-0.334306852192633,0.999937631057378,"IGFBP-2","3485"
"IGFBP.3_2571.12",0.944482495573565," ~ Study_group + (1|maskID)",0.00539849232594204,0.999937631057378,"IGFBP-3","3486"
"IL.6_2573.20",0.71235374701603," ~ Study_group + (1|maskID)",0.0890327754917986,0.999937631057378,"IL-6","3569"
"Leptin_2575.5",0.149023047146021," ~ Study_group + (1|maskID)",0.219264446499477,0.999937631057378,"Leptin","3952"
"MCP.1_2578.67",0.0566293375284846," ~ Study_group + (1|maskID)",0.14776398162664,0.999937631057378,"MCP-1","6347"
"MMP.9_2579.17",0.0216309652665131," ~ Study_group + (1|maskID) + Prednisone",0.270058179031706,0.999937631057378,"MMP-9","4318"
"Myeloperoxidase_2580.83",0.708442638832022," ~ Study_group + (1|maskID)",-0.0513202629909183,0.999937631057378,"Myeloperoxidase","4353"
"PRL_2585.2",0.734075975934568," ~ Study_group + (1|maskID)",-0.0733918561202084,0.999937631057378,"PRL","5617"
"KAT5_25879.6",0.72598744089832," ~ Study_group + (1|maskID)",-0.0508346598038545,0.999937631057378,"KAT5","10524"
"X5.Lipoxygenase_25880.14",0.937336356639582," ~ Study_group + (1|maskID)",-0.00764739288818811,0.999937631057378,"5-Lipoxygenase","240"
"ABCD4_25886.11",0.412129763822959," ~ Study_group + (1|maskID) + Age",0.536560316769336,0.999937631057378,"ABCD4","5826"
"AIM2_25889.108",0.342420772106139," ~ Study_group + (1|maskID)",-0.088288308648063,0.999937631057378,"AIM2","9447"
"Caspase.5_25895.29",0.162819345371823," ~ Study_group + (1|maskID)",-0.214021724385786,0.999937631057378,"Caspase-5","838"
"CHID1_25898.4",0.170477666984701," ~ Study_group + (1|maskID)",-0.540894212462645,0.999937631057378,"CHID1","66005"
"ROR1_2590.69",0.594828016951975," ~ Study_group + (1|maskID) + Smoking",0.0597186482774148,0.999937631057378,"ROR1","4919"
"CRTC3_25901.3",0.367033711005878," ~ Study_group + (1|maskID)",0.491625081251241,0.999937631057378,"CRTC3","64784"
"DHE3_25902.27",0.19143461595385," ~ Study_group + (1|maskID) + Smoking",-0.106661537420399,0.999937631057378,"DHE3","2746"
"DOCK2_25904.17",0.214548731161989," ~ Study_group + (1|maskID)",-0.128945162658565,0.999937631057378,"DOCK2","1794"
"EF.1.alpha.1_25906.5",0.690097222028681," ~ Study_group + (1|maskID)",0.013898269409638,0.999937631057378,"EF-1-alpha-1","1915"
"EMAL2_25907.47",0.207358530723976," ~ Study_group + (1|maskID) + Prednisone",0.0860883423241621,0.999937631057378,"EMAL2","24139"
"FCGBP_25910.1",0.83933312864766," ~ Study_group + (1|maskID)",-0.0221857982879031,0.999937631057378,"FCGBP","8857"
"FK506.binding.protein.1A_25912.131",0.372702343009691," ~ Study_group + (1|maskID)",-0.0728831168065183,0.999937631057378,"FK506 binding protein 1A","2280"
"FRIH_25913.17",0.141731244442237," ~ Study_group + (1|maskID)",-0.0480067662483832,0.999937631057378,"FRIH","2495"
"Hexosaminidase.A_25917.12",0.322806182610388," ~ Study_group + (1|maskID)",-0.0994455928748019,0.999937631057378,"Hexosaminidase A","3073"
"HLAE_25918.60",0.196349379324111," ~ Study_group + (1|maskID)",-0.381505118177086,0.999937631057378,"HLAE","3133"
"Inhibin.a.subunit_25921.3",0.32409150886426," ~ Study_group + (1|maskID)",-0.547914189936529,0.999937631057378,"Inhibin a subunit","3623"
"LRP5_25922.7",0.249095621555414," ~ Study_group + (1|maskID)",0.0691201181991313,0.999937631057378,"LRP5","4041"
"LDB1_25926.29",0.417514564762379," ~ Study_group + (1|maskID)",0.232833591490965,0.999937631057378,"LDB1","8861"
"NGN3_25938.13",0.184849983599685," ~ Study_group + (1|maskID) + Age",-0.0854843421766395,0.999937631057378,"NGN3","50674"
"OA.synthetase_25941.4",0.718690412467726," ~ Study_group + (1|maskID)",0.0470233724698934,0.999937631057378,"OA synthetase","8638"
"PK3C3_25947.116",0.40150033046145," ~ Study_group + (1|maskID)",-0.048333012456814,0.999937631057378,"PK3C3","5289"
"PKN2_25948.18",0.523434854906674," ~ Study_group + (1|maskID)",0.261175676533133,0.999937631057378,"PKN2","5586"
"PLCD3_25949.3",0.227085560142692," ~ Study_group + (1|maskID) + Age",-0.466377641217793,0.999937631057378,"PLCD3","113026"
"PRAME_25951.17",0.867534952732981," ~ Study_group + (1|maskID)",-0.0180548826068967,0.999937631057378,"PRAME","23532"
"PTPRN_25954.3",0.545305895920591," ~ Study_group + (1|maskID) + Age",-0.0721327846600337,0.999937631057378,"PTPRN","5798"
"RPGF1_25956.9",0.509313580875465," ~ Study_group + (1|maskID)",-0.0413495493207883,0.999937631057378,"RPGF1","2889"
"SRY_25957.5",0.664443374495834," ~ Study_group + (1|maskID)",-0.0277736773736724,0.999937631057378,"SRY","6736"
"T.plastin_25960.15",0.904265271831295," ~ Study_group + (1|maskID)",-0.0190581071676759,0.999937631057378,"T-plastin","5358"
"WNK1_25962.51",0.397987186378632," ~ Study_group + (1|maskID)",0.271848600637829,0.999937631057378,"WNK1","65125"
"XPO5_25963.2",0.368295870314956," ~ Study_group + (1|maskID)",0.105795194270069,0.999937631057378,"XPO5","57510"
"C1QT4_25964.12",0.10160970771447," ~ Study_group + (1|maskID)",-0.238387429310595,0.999937631057378,"C1QT4","114900"
"TIMP.1_25967.34",0.463701758908983," ~ Study_group + (1|maskID) + Age",-0.0544337135116255,0.999937631057378,"TIMP-1","7076"
"VEGF_2597.8",0.685626984499007," ~ Study_group + (1|maskID) + Age",-0.0403389593964642,0.999937631057378,"VEGF","7422"
"X4.1BB_2598.9",0.681300258448507," ~ Study_group + (1|maskID) + Age",-0.0188929672810563,0.999937631057378,"4-1BB","3604"
"X4.1BB.ligand_2599.51",0.321955110816626," ~ Study_group + (1|maskID)",0.0550808381005763,0.999937631057378,"4-1BB ligand","8744"
"Angiopoietin.2_2602.2",0.106078880809502," ~ Study_group + (1|maskID) + Age",-0.305520181474297,0.999937631057378,"Angiopoietin-2","285"
"B7_2603.61",0.944656823694619," ~ Study_group + (1|maskID)",0.00639546583635413,0.999937631057378,"B7","941"
"CD30_2605.49",0.212225276100419," ~ Study_group + (1|maskID) + Prednisone",0.149973285851384,0.999937631057378,"CD30","943"
"CLF.1.CLC.Complex_2607.54",0.129635241465624," ~ Study_group + (1|maskID)",-0.0498596030834723,0.999937631057378,"CLF-1/CLC Complex","9244|23529"
"Cystatin.C_2609.59",0.617783375082722," ~ Study_group + (1|maskID) + Age",-0.0586225962997762,0.999937631057378,"Cystatin C","1471"
"Dtk_2611.72",0.711434350033538," ~ Study_group + (1|maskID) + Smoking",-0.0165783535140161,0.999937631057378,"Dtk","7301"
"eIF.5_2612.5",0.39861712600275," ~ Study_group + (1|maskID)",-0.0931883499666658,0.999937631057378,"eIF-5","1983"
"Ephrin.A4_2614.28",0.985400826432672," ~ Study_group + (1|maskID) + Age",-0.00577901956779062,0.999937631057378,"Ephrin-A4","1945"
"Ephrin.A5_2615.60",0.925310402490662," ~ Study_group + (1|maskID)",-0.00999677232475437,0.999937631057378,"Ephrin-A5","1946"
"ERBB2_2616.23",0.806066031210815," ~ Study_group + (1|maskID)",-0.0104757592035859,0.999937631057378,"ERBB2","2064"
"ERBB3_2617.56",0.796891952150446," ~ Study_group + (1|maskID)",0.0222265240328648,0.999937631057378,"ERBB3","2065"
"ERBB4_2618.10",0.404769361765743," ~ Study_group + (1|maskID)",0.0226314093780984,0.999937631057378,"ERBB4","2066"
"GA733.1.protein_2619.72",0.426262755695593," ~ Study_group + (1|maskID) + Methotrexate",-0.327271413618634,0.999937631057378,"GA733-1 protein","4070"
"gp130..soluble_2620.4",0.693182442690393," ~ Study_group + (1|maskID) + Smoking",-0.0381190146946616,0.999937631057378,"gp130, soluble","3572"
"HO.2_2622.18",0.279696350193004," ~ Study_group + (1|maskID)",0.0848893348449581,0.999937631057378,"HO-2","3163"
"HSP.90a_2625.53",0.401787017495135," ~ Study_group + (1|maskID)",-0.135134540175867,0.999937631057378,"HSP 90a","3320"
"IL.1.R.AcP_2630.12",0.447634013064526," ~ Study_group + (1|maskID)",0.0703853012675528,0.999937631057378,"IL-1 R AcP","3556"
"IL.10.Rb_2631.50",0.846603982928346," ~ Study_group + (1|maskID)",0.00823665697783816,0.999937631057378,"IL-10 Rb","3588"
"IL.12.Rb1_2632.5",0.0944013780154823," ~ Study_group + (1|maskID)",0.12090138418221,0.999937631057378,"IL-12 Rb1","3594"
"IL.13.Ra1_2633.52",0.488662573122909," ~ Study_group + (1|maskID)",-0.0621366960312817,0.999937631057378,"IL-13 Ra1","3597"
"IL.2.sRg_2634.2",0.474067908247902," ~ Study_group + (1|maskID)",0.0783895633445396,0.999937631057378,"IL-2 sRg","3561"
"Layilin_2635.61",0.787016806430602," ~ Study_group + (1|maskID)",0.0205103943971733,0.999937631057378,"Layilin","143903"
"Lymphotoxin.b.R_2636.10",0.817526769959287," ~ Study_group + (1|maskID)",-0.0272799510238905,0.999937631057378,"Lymphotoxin b R","4055"
"Macrophage.mannose.receptor_2637.77",0.239347696408855," ~ Study_group + (1|maskID) + Age + Smoking",-0.13125801039552,0.999937631057378,"Macrophage mannose receptor","4360"
"M.CSF.R_2638.12",0.25439998755221," ~ Study_group + (1|maskID)",-0.109272961099595,0.999937631057378,"M-CSF R","1436"
"MSP.R_2640.3",0.797974776890849," ~ Study_group + (1|maskID) + Smoking",0.0193672529549599,0.999937631057378,"MSP R","4486"
"PAFAH.beta.subunit_2642.4",0.903111339709328," ~ Study_group + (1|maskID)",-0.012651238445254,0.999937631057378,"PAFAH beta subunit","5049"
"P.Cadherin_2643.57",0.103912770463482," ~ Study_group + (1|maskID)",0.122584773960487,0.999937631057378,"P-Cadherin","1001"
"PKC.A_2644.11",0.814002398623455," ~ Study_group + (1|maskID)",0.0418183445637007,0.999937631057378,"PKC-A","5578"
"PKC.Z_2645.54",0.202791187779288," ~ Study_group + (1|maskID)",0.214486876777853,0.999937631057378,"PKC-Z","5590"
"Rab.GDP.dissociation.inhibitor.beta_2647.66",0.977941849419304," ~ Study_group + (1|maskID) + Age",0.00263097209141681,0.999937631057378,"Rab GDP dissociation inhibitor beta","2665"
"sICAM.3_2649.77",0.301134818337041," ~ Study_group + (1|maskID) + Smoking + Prednisone",0.106472806375688,0.999937631057378,"sICAM-3","3385"
"suPAR_2652.15",0.865011669071865," ~ Study_group + (1|maskID) + Age",0.0135108261035006,0.999937631057378,"suPAR","5329"
"TNF.sR.I_2654.19",0.566838754217039," ~ Study_group + (1|maskID) + Age",-0.0733081652291864,0.999937631057378,"TNF sR-I","7132"
"TrkC_2658.27",0.190868301652117," ~ Study_group + (1|maskID) + Smoking",0.127147223916214,0.999937631057378,"TrkC","4916"
"BCMA_2665.26",0.296705478322941," ~ Study_group + (1|maskID)",-0.105749521529018,0.999937631057378,"BCMA","608"
"Bone.proteoglycan.II_2666.53",0.156729710584877," ~ Study_group + (1|maskID) + Smoking",0.125118811135615,0.999937631057378,"Bone proteoglycan II","1634"
"Calpain.I_2668.70",0.805301197763422," ~ Study_group + (1|maskID) + Age",-0.0212799166936051,0.999937631057378,"Calpain I","823|826"
"CK.MM_2670.67",0.550539533545173," ~ Study_group + (1|maskID) + Sex",0.0573812322760942,0.999937631057378,"CK-MM","1158"
"ERBB1_2677.1",0.674078017679802," ~ Study_group + (1|maskID) + Smoking",0.0377603249935673,0.999937631057378,"ERBB1","1956"
"HGF_2681.23",0.0873803804038369," ~ Study_group + (1|maskID) + Prednisone",0.124173528849199,0.999937631057378,"HGF","3082"
"HSP.60_2682.68",0.74733503433149," ~ Study_group + (1|maskID)",-0.0639083181989304,0.999937631057378,"HSP 60","3329"
"iC3b_2683.1",0.0329526934293577," ~ Study_group + (1|maskID)",-0.327872737467628,0.999937631057378,"iC3b","718"
"IGFBP.5_2685.21",0.285113036467122," ~ Study_group + (1|maskID)",0.0650893217793591,0.999937631057378,"IGFBP-5","3488"
"IGFBP.6_2686.67",0.56071922635707," ~ Study_group + (1|maskID) + Age",0.0515968347832218,0.999937631057378,"IGFBP-6","3489"
"MIA_2687.2",0.53704316245503," ~ Study_group + (1|maskID) + Age",-0.0538289013804957,0.999937631057378,"MIA","8190"
"NPS.PLA2_2692.74",0.0563221933457778," ~ Study_group + (1|maskID)",-0.614101972526648,0.999937631057378,"NPS-PLA2","5320"
"OSM_2693.20",0.694100115447764," ~ Study_group + (1|maskID)",-0.0490976300915715,0.999937631057378,"OSM","5008"
"PECAM.1_2695.25",0.357116300034586," ~ Study_group + (1|maskID)",0.0658034262590027,0.999937631057378,"PECAM-1","5175"
"Persephin_2696.87",0.0784672606851493," ~ Study_group + (1|maskID) + Sex",0.0596854787006514,0.999937631057378,"Persephin","5623"
"PF.4_2697.7",0.496319620131075," ~ Study_group + (1|maskID)",0.206120774793544,0.999937631057378,"PF-4","5196"
"Protein.S_2700.56",0.73266118189159," ~ Study_group + (1|maskID)",0.026573580113495,0.999937631057378,"Protein S","5627"
"TACI_2704.74",0.307179055453591," ~ Study_group + (1|maskID)",0.0584750394396447,0.999937631057378,"TACI","23495"
"TECK_2705.5",0.182936063718998," ~ Study_group + (1|maskID)",0.18502440025716,0.999937631057378,"TECK","6370"
"Thyroxine.Binding.Globulin_2706.69",0.714046312127003," ~ Study_group + (1|maskID)",-0.0187356735065351,0.999937631057378,"Thyroxine-Binding Globulin","6906"
"TNFSF18_2708.54",0.68033423172081," ~ Study_group + (1|maskID)",0.0184464626877323,0.999937631057378,"TNFSF18","8995"
"CNTFR.alpha_2711.6",0.173280670608466," ~ Study_group + (1|maskID) + Smoking",0.161929727547313,0.999937631057378,"CNTFR alpha","1271"
"EMAP.2_2714.78",0.470846592383543," ~ Study_group + (1|maskID)",0.062369383501642,0.999937631057378,"EMAP-2","9255"
"EPO.R_2715.25",0.902685815384686," ~ Study_group + (1|maskID)",0.00427405378635062,0.999937631057378,"EPO-R","2057"
"G.CSF.R_2719.3",0.689110048608046," ~ Study_group + (1|maskID)",0.0144731590782141,0.999937631057378,"G-CSF-R","1441"
"IL.1F7_2723.9",0.585815378496906," ~ Study_group + (1|maskID)",-0.063744289757999,0.999937631057378,"IL-1F7","27178"
"Tenascin_2728.62",0.175001318492," ~ Study_group + (1|maskID)",0.109781731383923,0.999937631057378,"Tenascin","3371"
"MICA_2730.58",0.882863531671914," ~ Study_group + (1|maskID) + Smoking",0.00831695174933919,0.999937631057378,"MICA","100507436"
"NADPH.P450.Oxidoreductase_2731.29",0.97365984257514," ~ Study_group + (1|maskID)",0.00332728826244527,0.999937631057378,"NADPH-P450 Oxidoreductase","5447"
"NANOG_2732.58",0.121471644514471," ~ Study_group + (1|maskID) + Prednisone",0.0750373764442287,0.999937631057378,"NANOG","79923"
"NKp44_2734.49",0.658694809590777," ~ Study_group + (1|maskID)",-0.0136273181501034,0.999937631057378,"NKp44","9436"
"NovH_2737.22",0.172845507772972," ~ Study_group + (1|maskID)",0.202123317581813,0.999937631057378,"NovH","4856"
"Siglec.6_2741.22",0.982345720189482," ~ Study_group + (1|maskID) + Age",-0.00261669849599462,0.999937631057378,"Siglec-6","946"
"Siglec.7_2742.68",0.256226683016256," ~ Study_group + (1|maskID) + Smoking",-0.0973150398778998,0.999937631057378,"Siglec-7","27036"
"Sonic.Hedgehog_2743.5",0.342626030314711," ~ Study_group + (1|maskID) + Prednisone",0.0811526882284011,0.999937631057378,"Sonic Hedgehog","6469"
"IgG_2744.57",0.496398712806653," ~ Study_group + (1|maskID)",-0.0256855946433985,0.999937631057378,"IgG","3500 3501  3502 3503  50802 3535"
"TSLP.R_2746.56",0.562910793189905," ~ Study_group + (1|maskID)",0.0256136506988395,0.999937631057378,"TSLP R","64109"
"ULBP.3_2747.3",0.358438067702696," ~ Study_group + (1|maskID)",0.0531230833194304,0.999937631057378,"ULBP-3","79465"
"Activin.A_2748.3",0.869127031385154," ~ Study_group + (1|maskID)",0.0272376300851015,0.999937631057378,"Activin A","3624"
"Apo.A.I_2750.3",0.418594148070189," ~ Study_group + (1|maskID)",0.0711648030885775,0.999937631057378,"Apo A-I","335"
"Azurocidin_2751.16",0.483262999259371," ~ Study_group + (1|maskID)",0.057071770322887,0.999937631057378,"Azurocidin","566"
"BMP.14_2752.62",0.535866027034293," ~ Study_group + (1|maskID)",0.124386747213958,0.999937631057378,"BMP-14","8200"
"C1q_2753.2",0.882291534332248," ~ Study_group + (1|maskID)",-0.0111726987683437,0.999937631057378,"C1q","712|713|714"
"C3_2754.50",0.325076302864003," ~ Study_group + (1|maskID)",-0.0944244521036134,0.999937631057378,"C3","718"
"C3adesArg_2755.8",0.893747960674322," ~ Study_group + (1|maskID)",0.00864075189233845,0.999937631057378,"C3adesArg","718"
"DRR1_2760.2",0.0704366261971747," ~ Study_group + (1|maskID)",0.0428061406384118,0.999937631057378,"DRR1","11170"
"FGF.18_2761.49",0.0839409876144399," ~ Study_group + (1|maskID)",0.0351101695953963,0.999937631057378,"FGF-18","8817"
"FGF.19_2762.30",0.338687164529969," ~ Study_group + (1|maskID)",0.233384669202084,0.999937631057378,"FGF-19","9965"
"FGF.20_2763.66",0.314924710017285," ~ Study_group + (1|maskID) + Prednisone",0.0443671262186679,0.999937631057378,"FGF-20","26281"
"GDF.11.8_2765.4",0.109838474684794," ~ Study_group + (1|maskID)",0.0886487222807682,0.999937631057378,"GDF-11/8","10220|2660"
"Hemopexin_2768.56",0.354876699818496," ~ Study_group + (1|maskID)",-0.135441164117892,0.999937631057378,"Hemopexin","3263"
"I.309_2770.51",0.504478865583395," ~ Study_group + (1|maskID)",-0.0822476719488515,0.999937631057378,"I-309","6346"
"IGFBP.1_2771.35",0.894378420089251," ~ Study_group + (1|maskID)",-0.0307110181540699,0.999937631057378,"IGFBP-1","3484"
"IL.10_2773.50",0.276258271307825," ~ Study_group + (1|maskID)",0.03137368644235,0.999937631057378,"IL-10","3586"
"IL.16_2774.10",0.779536271642932," ~ Study_group + (1|maskID)",0.0274101953723882,0.999937631057378,"IL-16","3603"
"IL.17F_2775.54",0.314050809233256," ~ Study_group + (1|maskID)",-0.0478426714437882,0.999937631057378,"IL-17F","112744"
"IL.22_2778.10",0.588541842836132," ~ Study_group + (1|maskID)",-0.0658488281263062,0.999937631057378,"IL-22","50616"
"Lactoferrin_2780.35",0.383888105403124," ~ Study_group + (1|maskID)",0.181947901905221,0.999937631057378,"Lactoferrin","4057"
"LAG.1_2781.63",0.414362094949863," ~ Study_group + (1|maskID)",0.0961800172395547,0.999937631057378,"LAG-1","388372"
"LD78.beta_2783.18",0.670478531818841," ~ Study_group + (1|maskID)",-0.0311410607916691,0.999937631057378,"LD78-beta","414062"
"MCP.2_2785.15",0.320035399289356," ~ Study_group + (1|maskID) + Methotrexate",-0.0659164912340235,0.999937631057378,"MCP-2","6355"
"MMP.3_2788.55",0.29981891956989," ~ Study_group + (1|maskID)",0.0628019545448928,0.999937631057378,"MMP-3","4314"
"MMP.7_2789.26",0.625705492483821," ~ Study_group + (1|maskID)",-0.132718867507029,0.999937631057378,"MMP-7","4316"
"NAP.2_2790.54",0.57493924306365," ~ Study_group + (1|maskID)",0.103266607209746,0.999937631057378,"NAP-2","5473"
"SOD_2794.60",0.0864837051560558," ~ Study_group + (1|maskID) + Smoking + Prednisone",0.285321409512969,0.999937631057378,"SOD","6647"
"Fibrinogen_2796.62",0.266869686791132," ~ Study_group + (1|maskID)",-0.0436256367990116,0.999937631057378,"Fibrinogen","2243|2244|2266"
"Apo.B_2797.56",0.81744053954485," ~ Study_group + (1|maskID)",0.0497550178858154,0.999937631057378,"Apo B","338"
"ACE2_2805.6",0.484190399115974," ~ Study_group + (1|maskID)",0.0243391175458626,0.999937631057378,"ACE2","59272"
"Activin.RIB_2806.49",0.855711541488823," ~ Study_group + (1|maskID)",0.00864702971846113,0.999937631057378,"Activin RIB","91"
"ADAMTS.4_2809.25",0.473767399385286," ~ Study_group + (1|maskID)",0.0216044173871471,0.999937631057378,"ADAMTS-4","9507"
"Angiopoietin.1_2811.27",0.726423614039948," ~ Study_group + (1|maskID)",0.0483808700989748,0.999937631057378,"Angiopoietin-1","284"
"ART_2813.11",0.555947995069105," ~ Study_group + (1|maskID)",-0.0409166417714652,0.999937631057378,"ART","181"
"BCAM_2816.50",0.798389003743395," ~ Study_group + (1|maskID) + Age",-0.0235798272268449,0.999937631057378,"BCAM","4059"
"Cadherin.5_2819.23",0.715636556009975," ~ Study_group + (1|maskID)",-0.0397364335493298,0.999937631057378,"Cadherin-5","1003"
"CD97_2822.56",0.645130717527978," ~ Study_group + (1|maskID)",-0.0641183064338871,0.999937631057378,"CD97","976"
"COMMD7_2823.7",0.613458756860391," ~ Study_group + (1|maskID)",-0.0337636351125353,0.999937631057378,"COMMD7","149951"
"EDA_2826.53",0.688563321396718," ~ Study_group + (1|maskID) + Smoking",-0.0205607203822334,0.999937631057378,"EDA","1896"
"Fractalkine.CX3CL.1_2827.23",0.492938053905048," ~ Study_group + (1|maskID)",-0.083833515404149,0.999937631057378,"Fractalkine/CX3CL-1","6376"
"HAI.1_2828.82",0.430084068215471," ~ Study_group + (1|maskID)",0.0937536493245254,0.999937631057378,"HAI-1","6692"
"IL.27_2829.19",0.789674605541501," ~ Study_group + (1|maskID)",0.0244950295935287,0.999937631057378,"IL-27","246778|10148"
"Kallikrein.11_2831.29",0.460344043107332," ~ Study_group + (1|maskID)",0.0583148341429589,0.999937631057378,"Kallikrein 11","11012"
"Kallikrein.4_2833.20",0.397806954472533," ~ Study_group + (1|maskID)",0.0324639480434627,0.999937631057378,"Kallikrein 4","9622"
"kallikrein.8_2834.54",0.365788319326764," ~ Study_group + (1|maskID) + Sex",0.102156757859032,0.999937631057378,"kallikrein 8","11202"
"Ku70_2835.1",0.74109288632222," ~ Study_group + (1|maskID)",-0.058085085303943,0.999937631057378,"Ku70","2547"
"Lipocalin.2_2836.68",0.737204566050771," ~ Study_group + (1|maskID) + Age",0.0243317554409309,0.999937631057378,"Lipocalin 2","3934"
"Met_2837.3",0.416867529208278," ~ Study_group + (1|maskID)",-0.079003126584104,0.999937631057378,"Met","4233"
"MMP.17_2838.53",0.191648785087411," ~ Study_group + (1|maskID) + Prednisone",0.165086144721114,0.999937631057378,"MMP-17","4326"
"OX40.Ligand_2839.2",0.195260282901324," ~ Study_group + (1|maskID)",-0.0861255207309514,0.999937631057378,"OX40 Ligand","7292"
"sFRP.3_2841.13",0.909011966221853," ~ Study_group + (1|maskID)",-0.0109150500495121,0.999937631057378,"sFRP-3","2487"
"SPINT2_2843.13",0.490370944402566," ~ Study_group + (1|maskID)",-0.060503817485818,0.999937631057378,"SPINT2","10653"
"sTie.1_2844.53",0.473546569364962," ~ Study_group + (1|maskID) + Smoking",-0.0791925826773519,0.999937631057378,"sTie-1","7075"
"Ubiquitin.1_2846.24",0.860316835498968," ~ Study_group + (1|maskID)",-0.0162477963432272,0.999937631057378,"Ubiquitin+1","6233"
"WIF.1_2848.2",0.725350344003425," ~ Study_group + (1|maskID)",-0.028273402064401,0.999937631057378,"WIF-1","11197"
"AIF1_2849.49",0.292620546513393," ~ Study_group + (1|maskID)",0.0636241292716301,0.999937631057378,"AIF1","199"
"C5a_2851.63",0.0913437849349914," ~ Study_group + (1|maskID)",-0.420497686769061,0.999937631057378,"C5a","727"
"CHK1_2853.68",0.666194173655628," ~ Study_group + (1|maskID)",-0.0238133615111366,0.999937631057378,"CHK1","1111"
"ERK.1_2855.49",0.855181480893784," ~ Study_group + (1|maskID)",0.0235390182452937,0.999937631057378,"ERK-1","5595"
"Glucocorticoid.receptor_2857.70",0.874143245485901," ~ Study_group + (1|maskID)",0.0237285115284816,0.999937631057378,"Glucocorticoid receptor","2908"
"Hat1_2858.29",0.492100329890969," ~ Study_group + (1|maskID)",-0.0872178382717746,0.999937631057378,"Hat1","8520"
"HDAC8_2859.69",0.543776412456238," ~ Study_group + (1|maskID)",0.041885396084388,0.999937631057378,"HDAC8","55869"
"Karyopherin.a2_2860.19",0.898746391321143," ~ Study_group + (1|maskID)",-0.0128100335932684,0.999937631057378,"Karyopherin-a2","3838"
"MEK1_2864.2",0.864585881087178," ~ Study_group + (1|maskID)",0.0177823405533531,0.999937631057378,"MEK1","5604"
"PKB_2867.52",0.615819612083897," ~ Study_group + (1|maskID)",-0.0812642777460005,0.999937631057378,"PKB","207"
"PKC.D_2869.68",0.330750961216605," ~ Study_group + (1|maskID)",0.0411881619191596,0.999937631057378,"PKC-D","5580"
"RAC1_2870.29",0.909505996316434," ~ Study_group + (1|maskID)",0.0229309135966665,0.999937631057378,"RAC1","5879"
"RAD51_2871.73",0.406501234028509," ~ Study_group + (1|maskID)",-0.123737761562427,0.999937631057378,"RAD51","5888"
"TBP_2875.15",0.930724475233018," ~ Study_group + (1|maskID)",0.00884503780132824,0.999937631057378,"TBP","6908"
"Topoisomerase.I_2876.74",0.312347760019286," ~ Study_group + (1|maskID)",0.146584507526622,0.999937631057378,"Topoisomerase I","7150"
"UBC9_2877.3",0.476332307039008," ~ Study_group + (1|maskID)",0.0604697036273247,0.999937631057378,"UBC9","7329"
"YES_2878.66",0.180477329098552," ~ Study_group + (1|maskID)",-0.066685758039399,0.999937631057378,"YES","7525"
"a1.Antichymotrypsin_2879.9",0.662361777756825," ~ Study_group + (1|maskID)",0.00506506874246597,0.999937631057378,"a1-Antichymotrypsin","12"
"C7_2888.49",0.218152180179945," ~ Study_group + (1|maskID)",0.0626254004471672,0.999937631057378,"C7","730"
"Cardiotrophin.1_2889.37",0.457558770786825," ~ Study_group + (1|maskID)",-0.0342114207252849,0.999937631057378,"Cardiotrophin-1","1489"
