Protein,Nominal_pvalue,formula,Active_mean,Inactive_mean,fold_change,adjusted_pvalue,Target,Entrez
SOX_23652.15,0.440931309, ~ Study_group + (1|maskID),216.983,253.7844444,-0.226021627,0.999937631,SOX,51268
ALG2_23654.6,0.852997245, ~ Study_group + (1|maskID),1363.367519,1342.766981,0.02196555,0.999937631,ALG2,85365
PUS7_23656.9,0.128609281, ~ Study_group + (1|maskID),1127.123722,1664.376704,-0.562336114,0.999937631,PUS7,54517
HNRLL_23657.102,0.446081317, ~ Study_group + (1|maskID),380.2274074,368.4441852,0.045416442,0.999937631,HNRLL,92906
SYNM_23658.1,0.736229591, ~ Study_group + (1|maskID) + Prednisone,467.9403148,465.478963,0.00760856,0.999937631,SYNM,79731
BZW2_23659.2,0.763593881, ~ Study_group + (1|maskID),14528.66313,13959.93804,0.05760942,0.999937631,BZW2,28969
KLH41_23660.112,0.286633116, ~ Study_group + (1|maskID) + Sex,312.9483704,296.7336481,0.076756133,0.999937631,KLH41,10324
XPP3_23661.61,0.46362655, ~ Study_group + (1|maskID) + Methotrexate,233.6127037,254.8595926,-0.125583926,0.999937631,XPP3,63929
X3BP5_23662.10,0.216945011, ~ Study_group + (1|maskID),519.9859815,548.0861481,-0.075929944,0.999937631,3BP5,9467
VATC1_23663.28,0.627281737, ~ Study_group + (1|maskID),1097.917185,1167.081111,-0.088135593,0.999937631,VATC1,528
RTKN_23664.17,0.091053662, ~ Study_group + (1|maskID) + Smoking,495.4393519,529.5957037,-0.096182955,0.999937631,RTKN,6242
PRS6A_23665.35,0.852433661, ~ Study_group + (1|maskID),2139.822148,2113.169204,0.018082602,0.999937631,PRS6A,5702
PUR9_23666.35,0.926064988, ~ Study_group + (1|maskID),2719.35363,2745.343167,-0.013722723,0.999937631,PUR9,471
MID51_23668.281,0.453867031, ~ Study_group + (1|maskID),2367.01663,2436.061685,-0.041480823,0.999937631,MID51,54471
GFPT2_23669.20,0.393995302, ~ Study_group + (1|maskID),1466.287741,1555.199111,-0.084931057,0.999937631,GFPT2,9945
DPH2_23670.11,0.311974604, ~ Study_group + (1|maskID) + Age,345.1925741,559.9949074,-0.698012278,0.999937631,DPH2,1802
SPDLY_23671.11,0.492307845, ~ Study_group + (1|maskID),512.0601296,505.363537,0.018991657,0.999937631,SPDLY,54908
PSMD6_23672.10,0.81042516, ~ Study_group + (1|maskID),1856.171463,1835.213815,0.016381828,0.999937631,PSMD6,9861
ODB2_23673.9,0.712865726, ~ Study_group + (1|maskID),1485.544519,1567.408648,-0.077389522,0.999937631,ODB2,1629
CEP76_23675.16,0.562612245, ~ Study_group + (1|maskID),5852.584815,6160.721685,-0.074025426,0.999937631,CEP76,79959
SPN90_23677.30,0.612505886, ~ Study_group + (1|maskID),15542.10633,14302.72463,0.119892035,0.999937631,SPN90,51517
SOX10_23678.132,0.110414342, ~ Study_group + (1|maskID) + Smoking,218.7344259,212.9060926,0.038963064,0.999937631,SOX10,6663
DCC1_23679.43,0.14360001, ~ Study_group + (1|maskID),499.2423519,535.4665,-0.101055993,0.999937631,DCC1,79075
MCPIP_23680.1,0.669075505, ~ Study_group + (1|maskID),1135.997222,1171.4495,-0.044335455,0.999937631,MCPIP,80149
HENMT_23682.79,0.56391048, ~ Study_group + (1|maskID) + Methotrexate,1649.762519,1732.846778,-0.070885729,0.999937631,HENMT,113802
TRI55_23683.79,0.189949542, ~ Study_group + (1|maskID),160.462463,155.6337222,0.044081154,0.999937631,TRI55,84675
M1AP_23685.132,0.204644333, ~ Study_group + (1|maskID) + Prednisone,847.6263704,753.8770926,0.169099137,0.999937631,M1AP,130951
C19L1_23686.44,0.427089604, ~ Study_group + (1|maskID),1103.814259,1329.743778,-0.268650858,0.999937631,C19L1,55280
TBC20_23687.27,0.971520157, ~ Study_group + (1|maskID),1525.457463,1534.162241,-0.008209108,0.999937631,TBC20,128637
CPNE6_23689.52,0.755223958, ~ Study_group + (1|maskID) + Methotrexate,2028.598593,1928.3585,0.073110134,0.999937631,CPNE6,9362
RBM41_23690.228,0.163216646, ~ Study_group + (1|maskID),593.5275,780.2424815,-0.394607674,0.999937631,RBM41,55285
TTL12_23691.2,0.376990512, ~ Study_group + (1|maskID),2369.578056,2139.746704,0.14719016,0.999937631,TTL12,23170
ACSS3_23692.19,0.308099799, ~ Study_group + (1|maskID),1104.548796,1172.748963,-0.08643707,0.999937631,ACSS3,79611
MKNK1_23693.4,0.222465256, ~ Study_group + (1|maskID),1612.174093,1824.503556,-0.178496419,0.999937631,MKNK1,8569
ASNS_23694.3,0.748458045, ~ Study_group + (1|maskID),5901.583333,5741.213481,0.039746365,0.999937631,ASNS,440
FSD1_23695.1,0.183658743, ~ Study_group + (1|maskID),451.9946481,463.8021111,-0.037203696,0.999937631,FSD1,79187
TRM6_23696.256,0.416226736, ~ Study_group + (1|maskID),3679.748111,3849.146981,-0.064931749,0.999937631,TRM6,51605
ODO2_23699.61,0.240396554, ~ Study_group + (1|maskID),332.7650185,343.3109074,-0.045011914,0.999937631,ODO2,1743
ABCF3_23700.42,0.664213398, ~ Study_group + (1|maskID),807.8120556,847.6967407,-0.069528564,0.999937631,ABCF3,55324
SHKB1_23702.98,0.14385393, ~ Study_group + (1|maskID) + Sex,863.4188889,943.3608704,-0.127749106,0.999937631,SHKB1,92799
PDLI5_23703.8,0.331590812, ~ Study_group + (1|maskID),23546.04885,22082.64863,0.092571767,0.999937631,PDLI5,10611
TMM24_23704.11,0.991895254, ~ Study_group + (1|maskID),2125.516593,2121.856407,0.002486493,0.999937631,TMM24,9854
PYRG1_23705.42,0.44396196, ~ Study_group + (1|maskID),11748.56022,10963.896,0.099723418,0.999937631,PYRG1,1503
TR61B_23706.13,0.088532343, ~ Study_group + (1|maskID),1071.165463,1263.713815,-0.238488432,0.999937631,TR61B,55006
CK049_23767.1,0.790074873, ~ Study_group + (1|maskID) + Methotrexate,5417.76213,5442.030167,-0.006447901,0.999937631,CK049,79096
ATF5_23771.17,0.79546488, ~ Study_group + (1|maskID),570.1670185,584.1814815,-0.035032037,0.999937631,ATF5,22809
F110A_23783.22,0.374994874, ~ Study_group + (1|maskID),1710.062278,1786.9475,-0.063448382,0.999937631,F110A,83541
C5_2381.52,0.868890189, ~ Study_group + (1|maskID),44259.62678,44564.92796,-0.009917488,0.999937631,C5,727
GOT2_23903.3,0.611802837, ~ Study_group + (1|maskID),3282.39137,3489.506889,-0.088275914,0.999937631,GOT2,2806
Rab.7_23915.18,0.554470965, ~ Study_group + (1|maskID),26056.1263,24471.89056,0.090497058,0.999937631,Rab-7,7879
PPM1F_23923.26,0.993576565, ~ Study_group + (1|maskID),2607.620241,2604.736852,0.00159615,0.999937631,PPM1F,9647
PRRT2_23929.159,0.602889114, ~ Study_group + (1|maskID),490.8973704,477.9853889,0.03845492,0.999937631,PRRT2,112476
CD29_23949.12,0.258385295, ~ Study_group + (1|maskID),163.2828889,181.0989074,-0.14940423,0.999937631,CD29,3688
PA1_23967.8,0.982986769, ~ Study_group + (1|maskID),4085.022019,4073.632685,0.004027955,0.999937631,PA1,79447
CBPA1_23981.172,0.563544668, ~ Study_group + (1|maskID) + Age,243.4299815,263.6792037,-0.115276926,0.999937631,CBPA1,1357
VS10L_24011.27,0.442963495, ~ Study_group + (1|maskID),1256.190093,1228.271833,0.032424912,0.999937631,VS10L,147645
GRM4_24013.6,0.458934817, ~ Study_group + (1|maskID),764.4643148,753.0043519,0.021790955,0.999937631,GRM4,2914
sEPCR_24023.35,0.504594574, ~ Study_group + (1|maskID),3396.569241,3595.156963,-0.081976495,0.999937631,sEPCR,10544
IFNE1_24027.32,0.554484807, ~ Study_group + (1|maskID) + Methotrexate,408.4344444,423.5731852,-0.052506723,0.999937631,IFNE1,338376
GSK.3.beta_24050.26,0.903648465, ~ Study_group + (1|maskID),3144.769463,3194.84563,-0.022791964,0.999937631,GSK-3 beta,2932
CSTF1_24055.44,0.386695075, ~ Study_group + (1|maskID),3998.166963,2946.372481,0.440398892,0.999937631,CSTF1,1477
EF1G_24111.10,0.252725506, ~ Study_group + (1|maskID),1165.79263,1223.957926,-0.07024278,0.999937631,EF1G,1937
PTER_24179.48,0.172158235, ~ Study_group + (1|maskID),790.4632963,961.9183519,-0.283215967,0.999937631,PTER,9317
Apo.E_2418.55,0.134763371, ~ Study_group + (1|maskID) + Prednisone,12265.82722,10796.81724,0.184038447,0.999937631,Apo E,348
GAGC1_24201.86,0.145887285, ~ Study_group + (1|maskID),1929.111611,1856.081648,0.055676439,0.999937631,GAGC1,9506
BDNF_2421.7,0.227563818, ~ Study_group + (1|maskID),1503.61037,1307.996315,0.201072295,0.999937631,BDNF,627
HMGCL_24211.25,0.809309696, ~ Study_group + (1|maskID),2289.148148,2373.898463,-0.052447395,0.999937631,HMGCL,3155
PRRX1_24215.8,0.608262507, ~ Study_group + (1|maskID),1129.178241,1096.412833,0.042482114,0.999937631,PRRX1,5396
AAMDC_24216.30,0.721113094, ~ Study_group + (1|maskID),947.8164259,959.2281296,-0.017266303,0.999937631,AAMDC,28971
Calgranulin.A_24217.2,0.918873605, ~ Study_group + (1|maskID) + Prednisone,626.393,601.1948704,0.059235391,0.999937631,Calgranulin A,6279
PPAR.gamma_24221.3,0.950591235, ~ Study_group + (1|maskID),1276.967093,1274.289315,0.003028483,0.999937631,PPAR gamma,5468
NELFA_24222.10,0.419851488, ~ Study_group + (1|maskID) + Methotrexate,1153.915,1411.2425,-0.290428958,0.999937631,NELFA,7469
GST2_24223.5,0.238899207, ~ Study_group + (1|maskID),1447.450889,1356.575444,0.093545116,0.999937631,GST2,2953
Fascin_24226.30,0.908061926, ~ Study_group + (1|maskID),18107.73193,18249.50059,-0.011251131,0.999937631,Fascin,6624
EHD1_24235.2,0.469332371, ~ Study_group + (1|maskID),16628.23004,15408.91885,0.109868971,0.999937631,EHD1,10938
VAT1L_24236.46,0.660511284, ~ Study_group + (1|maskID) + Age,801.1434074,762.9378889,0.070494902,0.999937631,VAT1L,57687
CACB3_24237.115,0.468973976, ~ Study_group + (1|maskID) + Prednisone,587.5241852,643.7029074,-0.131746744,0.999937631,CACB3,784
RILP_24244.81,0.987964727, ~ Study_group + (1|maskID) + Age,2832.408981,2819.919296,0.006375722,0.999937631,RILP,83547
KLC3_24245.2,0.461104585, ~ Study_group + (1|maskID),665.6508333,648.3838148,0.037917533,0.999937631,KLC3,147700
CO040_24247.13,0.202281216, ~ Study_group + (1|maskID),1168.803204,1268.733222,-0.118356706,0.999937631,CO040,123207
RP25L_24251.44,0.195820878, ~ Study_group + (1|maskID),1181.492778,1022.718537,0.208201656,0.999937631,RP25L,138716
CL065_24252.85,0.116676017, ~ Study_group + (1|maskID),578.347,533.5796111,0.116231809,0.999937631,CL065,91574
ERF3B_24253.5,0.048705212, ~ Study_group + (1|maskID),1932.783593,2135.724074,-0.144045157,0.999937631,ERF3B,23708
EPN1_24255.38,0.62856346, ~ Study_group + (1|maskID),3971.465556,3757.076,0.080061191,0.999937631,EPN1,29924
KLH40_24256.7,0.335397131, ~ Study_group + (1|maskID),381.2651111,358.8286852,0.087499293,0.999937631,KLH40,131377
FOXP4_24259.24,0.244636825, ~ Study_group + (1|maskID),740.7180556,635.4592778,0.221124829,0.999937631,FOXP4,116113
SETD3_24260.4,0.65183547, ~ Study_group + (1|maskID),3528.508093,3731.990574,-0.080887024,0.999937631,SETD3,84193
DAPK3_24261.202,0.71087419, ~ Study_group + (1|maskID),884.6120185,909.0917963,-0.039381136,0.999937631,DAPK3,1613
OCLN_24263.6,0.111402325, ~ Study_group + (1|maskID),466.7042778,432.9922593,0.108167457,0.999937631,OCLN,100506658
MPP2_24265.6,0.252297066, ~ Study_group + (1|maskID),495.8998148,436.4122407,0.184357119,0.999937631,MPP2,4355
MEF2D_24266.2,0.886135566, ~ Study_group + (1|maskID),762.5965,760.3594259,0.00423836,0.999937631,MEF2D,4209
PWP2B_24267.24,0.25641753, ~ Study_group + (1|maskID),1008.442444,836.597037,0.269523953,0.999937631,PWP2B,170394
GAB1_24268.21,0.504333867, ~ Study_group + (1|maskID),1336.957463,1400.738537,-0.067234121,0.999937631,GAB1,2549
GMPPA_24271.9,0.374256342, ~ Study_group + (1|maskID),1666.469148,1796.315722,-0.108246333,0.999937631,GMPPA,29926
TXND3_24273.43,0.214592936, ~ Study_group + (1|maskID),218.5123148,199.2067222,0.133448257,0.999937631,TXND3,51314
TTC25_24276.171,0.279189472, ~ Study_group + (1|maskID),318.0947778,311.2996481,0.031152741,0.999937631,TTC25,83538
CPNE7_24277.22,0.211202814, ~ Study_group + (1|maskID),659.7322593,643.9334815,0.034968986,0.999937631,CPNE7,27132
UBP3_24278.4,0.054546042, ~ Study_group + (1|maskID),570.6600741,695.5772037,-0.285579023,0.999937631,UBP3,9960
UTP6_24279.30,0.444431196, ~ Study_group + (1|maskID),1072.342426,1108.896019,-0.048358422,0.999937631,UTP6,55813
MEIG1_24286.48,0.351836705, ~ Study_group + (1|maskID),563.1862593,931.1645926,-0.725424066,0.999937631,MEIG1,644890
CG053_24289.1,0.362865158, ~ Study_group + (1|maskID),1295.199019,1264.351,0.034776768,0.999937631,CG053,286006
C8_2429.27,0.595640043, ~ Study_group + (1|maskID),10676.14461,11163.98052,-0.06446076,0.999937631,C8,731|732|733
CT202_24290.5,0.43351831, ~ Study_group + (1|maskID),960.1905,926.2923333,0.051853089,0.999937631,CT202,400831
NLTP.isoform.6_24293.39,0.675259551, ~ Study_group + (1|maskID),25592.88959,24318.89274,0.073665502,0.999937631,NLTP:isoform 6,6342
CTF8_24294.13,0.486597408, ~ Study_group + (1|maskID),287.5388704,278.0660741,0.04832926,0.999937631,CTF8,54921
CEA16_24299.1,0.665382368, ~ Study_group + (1|maskID) + Age,1572.639222,1552.822204,0.018295089,0.999937631,CEA16,388551
EFC4B_24304.3,0.301166414, ~ Study_group + (1|maskID),1567.951944,2072.618241,-0.402573065,0.999937631,EFC4B,84766
KDM8_24307.22,0.112888522, ~ Study_group + (1|maskID),4509.886519,4148.61513,0.120461308,0.999937631,KDM8,79831
synaptotagmin.like.2_24309.14,0.788252366, ~ Study_group + (1|maskID) + Smoking,149.5617778,148.7678704,0.007678546,0.999937631,synaptotagmin-like 2,54843
Cathepsin.G_2431.17,0.118372088, ~ Study_group + (1|maskID) + Smoking,1495.188648,1290.294722,0.212626885,0.999937631,Cathepsin G,1511
TPC13_24314.9,0.708815169, ~ Study_group + (1|maskID),769.6523148,762.4591852,0.013546754,0.999937631,TPC13,80006
BMT2_24316.10,0.257274706, ~ Study_group + (1|maskID),475.6797037,492.1396296,-0.049077225,0.999937631,BMT2,154743
FGD2_24318.13,0.389694952, ~ Study_group + (1|maskID),3363.357222,3174.295741,0.083465469,0.999937631,FGD2,221472
ISPD_24319.19,0.206111079, ~ Study_group + (1|maskID),691.3685185,1168.189074,-0.75674698,0.999937631,ISPD,729920
TRI72_24320.3,0.464510389, ~ Study_group + (1|maskID),251.9136296,261.8005556,-0.055538978,0.999937631,TRI72,493829
NARF_24321.67,0.389838746, ~ Study_group + (1|maskID),560.2412593,552.1454259,0.020999936,0.999937631,NARF,26502
T2EA_24322.1,0.31670991, ~ Study_group + (1|maskID),877.3858889,890.407463,-0.021254181,0.999937631,T2EA,2960
BROX_24323.43,0.416142309, ~ Study_group + (1|maskID) + Methotrexate,1363.697278,1655.509185,-0.279751594,0.999937631,BROX,148362
CXCL16..soluble_2436.49,0.991883213, ~ Study_group + (1|maskID),7080.052759,7075.763,0.000874385,0.999937631,"CXCL16, soluble",58191
KIF3C_24407.31,0.546918716, ~ Study_group + (1|maskID),3074.426926,3190.12037,-0.053293344,0.999937631,KIF3C,3797
MBNL1_24408.30,0.469381985, ~ Study_group + (1|maskID),4084.345667,3678.492574,0.150990291,0.999937631,MBNL1,4154
RDH13_24409.2,0.302102763, ~ Study_group + (1|maskID),1445.152278,1554.279,-0.105023978,0.999937631,RDH13,112724
FGF.10_2441.2,0.288803809, ~ Study_group + (1|maskID),301.1760556,294.0988333,0.034306015,0.999937631,FGF-10,2255
LRSM1_24411.144,0.759796264, ~ Study_group + (1|maskID),2380.690296,2330.514944,0.030731189,0.999937631,LRSM1,90678
SYC1L_24412.1,0.017130209, ~ Study_group + (1|maskID),775.5359074,884.5537407,-0.189756216,0.999937631,SYC1L,100130958
NUDT7_24413.96,0.303576224, ~ Study_group + (1|maskID),648.5098889,706.1955741,-0.122939206,0.999937631,NUDT7,283927
Glycogen.phosphorylase_24414.3,0.584056157, ~ Study_group + (1|maskID),25754.89107,24109.26252,0.095258918,0.999937631,Glycogen phosphorylase,5834
SND1_24416.20,0.724901501, ~ Study_group + (1|maskID),2502.184593,2525.219833,-0.013220763,0.999937631,SND1,27044
RABE1_24417.22,0.990704882, ~ Study_group + (1|maskID),2590.888037,2587.494407,0.001890928,0.999937631,RABE1,9135
HMX3_24418.14,0.075689397, ~ Study_group + (1|maskID),258.2297593,249.1337222,0.051734956,0.999937631,HMX3,340784
MOCOS_24419.3,0.411853993, ~ Study_group + (1|maskID),464.7152963,417.9282593,0.153091819,0.999937631,MOCOS,55034
DOHH_24420.57,0.313183417, ~ Study_group + (1|maskID),577.9096667,600.8349259,-0.056124676,0.999937631,DOHH,83475
SPA24_24422.36,0.394003163, ~ Study_group + (1|maskID) + Methotrexate,920.6250185,1581.281796,-0.780408935,0.999937631,SPA24,202051
PP13G_24423.9,0.833007483, ~ Study_group + (1|maskID),335.7862593,326.5723889,0.040140376,0.999937631,PP13G,648791
TBC25_24424.25,0.647391303, ~ Study_group + (1|maskID),2096.795148,2026.029667,0.049530621,0.999937631,TBC25,4943
SYMC_24425.8,0.839982712, ~ Study_group + (1|maskID),10124.77967,9856.987,0.038671884,0.999937631,SYMC,4141
CTNA1_24426.15,0.786430795, ~ Study_group + (1|maskID),1578.280333,1634.047833,-0.050096737,0.999937631,CTNA1,1495
CTNA1_24426.191,0.120505397, ~ Study_group + (1|maskID),2762.753944,2937.148,-0.088308884,0.999937631,CTNA1,1495
INP4B_24427.33,0.523964732, ~ Study_group + (1|maskID),1249.610963,1286.351519,-0.041805923,0.999937631,INP4B,8821
GDPD1_24428.76,0.869700479, ~ Study_group + (1|maskID),533.3510556,540.1934444,-0.018390694,0.999937631,GDPD1,284161
FGF.8B_2443.10,0.410605563, ~ Study_group + (1|maskID) + Smoking,2054.704833,1947.878093,0.07702777,0.999937631,FGF-8B,2253
ZN580_24430.11,0.384686249, ~ Study_group + (1|maskID),466.2385,449.475963,0.052824176,0.999937631,ZN580,51157
CMTR1_24431.32,0.655596059, ~ Study_group + (1|maskID) + Methotrexate,353.4757778,350.7839444,0.01102864,0.999937631,CMTR1,23070
GRAP1_24432.3,0.897820769, ~ Study_group + (1|maskID),5424.20013,5327.688685,0.025900625,0.999937631,GRAP1,56850
PHYIP_24434.16,0.378849746, ~ Study_group + (1|maskID),2458.241963,2670.716815,-0.119600084,0.999937631,PHYIP,9796
Dynamin_24435.1,0.736668716, ~ Study_group + (1|maskID),15340.91617,14684.07843,0.063131919,0.999937631,Dynamin,1759
DLGP4_24436.23,0.980315026, ~ Study_group + (1|maskID),7393.329556,7418.96,-0.00499274,0.999937631,DLGP4,22839
YJEN3_24437.6,0.268912819, ~ Study_group + (1|maskID),385.3830741,330.2690926,0.222651245,0.999937631,YJEN3,374887
KCTD3_24440.11,0.880908686, ~ Study_group + (1|maskID),1226.089463,1214.861556,0.013272336,0.999937631,KCTD3,51133
NCBP1_24441.7,0.335794729, ~ Study_group + (1|maskID),1382.447593,1566.18787,-0.18003249,0.999937631,NCBP1,4686
MO4L2_24443.8,0.473228378, ~ Study_group + (1|maskID),1988.87213,2169.885481,-0.12566838,0.999937631,MO4L2,9643
TTC27_24444.10,0.904302748, ~ Study_group + (1|maskID),471.055,477.3474444,-0.019144218,0.999937631,TTC27,55622
AF1L2_24445.38,0.99368642, ~ Study_group + (1|maskID) + Prednisone,514.6536481,521.9777593,-0.020386484,0.999937631,AF1L2,84632
MBNL2_24446.65,0.417565215, ~ Study_group + (1|maskID),1046.758037,923.390463,0.180915258,0.999937631,MBNL2,10150
F221A_24447.26,0.651595223, ~ Study_group + (1|maskID),841.2730741,878.0158519,-0.061672817,0.999937631,F221A,340277
CRGA_24449.11,0.291096949, ~ Study_group + (1|maskID),253.4122407,207.1438333,0.290853342,0.999937631,CRGA,1418
CS054_24450.96,0.395401143, ~ Study_group + (1|maskID),920.661,935.7539444,-0.02345919,0.999937631,CS054,284325
CCHL_24453.75,0.516214437, ~ Study_group + (1|maskID),432.9526111,428.8796667,0.013636204,0.999937631,CCHL,3052
MTD2L_24454.27,0.60513972, ~ Study_group + (1|maskID),535.0836852,560.8348519,-0.067811464,0.999937631,MTD2L,441024
ASAP3_24455.2,0.357243072, ~ Study_group + (1|maskID),1130.787222,1035.230537,0.127375407,0.999937631,ASAP3,55616
VSX1_24456.3,0.240959563, ~ Study_group + (1|maskID),543.2128889,469.3015926,0.211002355,0.999937631,VSX1,30813
USF2_24457.12,0.421436021, ~ Study_group + (1|maskID),608.5614444,666.0261296,-0.130175844,0.999937631,USF2,7392
COPB2_24459.15,0.979038793, ~ Study_group + (1|maskID),16148.92185,16094.72515,0.00484991,0.999937631,COPB2,9276
CNGB1_24462.4,0.483580256, ~ Study_group + (1|maskID),594.5683519,580.517963,0.034501963,0.999937631,CNGB1,1258
NDRG2_24463.1,0.490088253, ~ Study_group + (1|maskID) + Age,919.4664815,962.9287963,-0.066632139,0.999937631,NDRG2,57447
SSX4_24465.28,0.527810433, ~ Study_group + (1|maskID),269.1083704,266.3438148,0.014897487,0.999937631,SSX4,548313
ADDB_24468.36,0.657456841, ~ Study_group + (1|maskID),1296.372315,1329.397611,-0.03629255,0.999937631,ADDB,119
LPIN1_24469.10,0.60378794, ~ Study_group + (1|maskID),2156.857741,1986.573833,0.11864861,0.999937631,LPIN1,23175
GIIE_2447.7,0.473431023, ~ Study_group + (1|maskID),285.8522037,273.750463,0.062408008,0.999937631,GIIE,30814
PCBP3_24470.20,0.300658167, ~ Study_group + (1|maskID),665.4487037,724.982037,-0.12361779,0.999937631,PCBP3,54039
SETBP_24471.2,0.0590089, ~ Study_group + (1|maskID),551.9809815,524.8941296,0.072592097,0.999937631,SETBP,26040
SHRPN_24472.28,0.362753888, ~ Study_group + (1|maskID),423.1667963,926.1380926,-1.130000893,0.999937631,SHRPN,81858
CT453_24473.11,0.951696087, ~ Study_group + (1|maskID),334.2300926,333.9310556,0.001291363,0.999937631,CT453,441519
TTC9A_24474.12,0.452236525, ~ Study_group + (1|maskID),816.7102037,878.2775,-0.104852592,0.999937631,TTC9A,23508
SNX12_24475.45,0.679690104, ~ Study_group + (1|maskID),20751.85056,20070.50733,0.04816291,0.999937631,SNX12,29934
ASC.1.complex.subunit.p100_24476.18,0.879132618, ~ Study_group + (1|maskID),3092.010593,3066.61987,0.011895916,0.999937631,ASC-1 complex subunit p100,84164
T225B_24479.25,0.18128254, ~ Study_group + (1|maskID),1700.443833,1895.83037,-0.156918531,0.999937631,T225B,100289187
BAP31_24485.32,0.951147799, ~ Study_group + (1|maskID) + Sex,3083.884481,3027.47387,0.026634216,0.999937631,BAP31,10134
B.cell.CLL.11A_24486.1,0.757423515, ~ Study_group + (1|maskID),1146.089759,1128.314907,0.022550264,0.999937631,B-cell CLL 11A,53335
BL1S3_24487.95,0.352134399, ~ Study_group + (1|maskID),995.2487222,926.6951667,0.102962267,0.999937631,BL1S3,388552
HID1_24488.8,0.407719877, ~ Study_group + (1|maskID),1147.359741,1380.652537,-0.267032487,0.999937631,HID1,283987
HES3_24489.34,0.812440624, ~ Study_group + (1|maskID) + Age,293.5171111,292.8675185,0.003196415,0.999937631,HES3,390992
GV_2449.1,0.151958915, ~ Study_group + (1|maskID) + Prednisone,557.7996296,521.1509444,0.098045686,0.999937631,GV,5322
THAP4_24490.16,0.308502336, ~ Study_group + (1|maskID) + Sex + Smoking,2165.677111,1981.866741,0.127958202,0.999937631,THAP4,51078
MTMR7_24493.10,0.123131937, ~ Study_group + (1|maskID),2309.507204,2448.59237,-0.084367575,0.999937631,MTMR7,9108
KATL1_24494.67,0.783256424, ~ Study_group + (1|maskID),1404.578352,1425.082963,-0.020908805,0.999937631,KATL1,84056
RIPL1_24496.26,0.599445325, ~ Study_group + (1|maskID),744.9963889,784.9743889,-0.075412152,0.999937631,RIPL1,353116
TRIML_24497.8,0.63408095, ~ Study_group + (1|maskID) + Methotrexate,1009.049815,1078.392259,-0.095884647,0.999937631,TRIML,339976
LGSN_24499.36,0.328892636, ~ Study_group + (1|maskID),1165.158685,1445.942056,-0.311483287,0.999937631,LGSN,51557
DSCR6_24634.1,0.356705866, ~ Study_group + (1|maskID),2509.450833,2408.200167,0.059416368,0.999937631,DSCR6,53820
TPC6A_24635.25,0.775085438, ~ Study_group + (1|maskID) + Methotrexate,528.9043519,536.4492778,-0.020434922,0.999937631,TPC6A,79090
Dr1.associated.corepressor_24636.9,0.965402821, ~ Study_group + (1|maskID),681.5451296,682.8263148,-0.002709468,0.999937631,Dr1-associated corepressor,10589
TCAL5_24637.3,0.787599944, ~ Study_group + (1|maskID),977.9521111,998.6026667,-0.030146939,0.999937631,TCAL5,340543
LRA25_24638.3,0.797794601, ~ Study_group + (1|maskID),2395.052852,2360.943222,0.020694145,0.999937631,LRA25,23625
HEY1_24640.63,0.087861801, ~ Study_group + (1|maskID),318.5768519,290.6030185,0.132591754,0.999937631,HEY1,23462
CLD1_24641.10,0.55348294, ~ Study_group + (1|maskID),2144.563574,2201.377907,-0.037722748,0.999937631,CLD1,9076
FA92A_24642.21,0.314334598, ~ Study_group + (1|maskID),618.4605185,522.0188519,0.244579591,0.999937631,FA92A,137392
CRYL1_24643.21,0.662170944, ~ Study_group + (1|maskID),1942.149593,2015.25013,-0.053304587,0.999937631,CRYL1,51084
BIN3_24645.2,0.677218424, ~ Study_group + (1|maskID) + Age,301.6245741,296.7205556,0.023649099,0.999937631,BIN3,55909
SPYA_24646.47,0.759581519, ~ Study_group + (1|maskID),435.8017593,445.1787407,-0.030712679,0.999937631,SPYA,189
ABEC2_24647.3,0.150390655, ~ Study_group + (1|maskID) + Age,3292.07813,2940.422352,0.162975182,0.999937631,ABEC2,10930
SLBP_24648.8,0.538944489, ~ Study_group + (1|maskID),518.797963,501.9181111,0.04772081,0.999937631,SLBP,7884
NTAQ1_24649.11,0.314506268, ~ Study_group + (1|maskID),347.3080926,375.8062593,-0.113773069,0.999937631,NTAQ1,55093
RTN1_24651.1,0.267078044, ~ Study_group + (1|maskID),5114.766778,5778.766444,-0.176093105,0.999937631,RTN1,6252
HES6_24654.13,0.484947109, ~ Study_group + (1|maskID),2673.558,2549.997944,0.068264891,0.999937631,HES6,55502
RIPL2_24655.23,0.929418565, ~ Study_group + (1|maskID),6832.276148,6737.667037,0.020117152,0.999937631,RIPL2,196383
SESQ2_24656.6,0.343251796, ~ Study_group + (1|maskID),616.5609815,604.0042407,0.029684914,0.999937631,SESQ2,150368
CC115_24658.98,0.343250676, ~ Study_group + (1|maskID),398.6465741,439.0429259,-0.13925173,0.999937631,CC115,84317
DJB13_24659.6,0.578304619, ~ Study_group + (1|maskID),1286.457556,1251.718148,0.039494114,0.999937631,DJB13,374407
MA6D1_24661.4,0.263314133, ~ Study_group + (1|maskID),546.4937778,494.5984074,0.143947476,0.999937631,MA6D1,79929
TTC36_24662.78,0.624336117, ~ Study_group + (1|maskID),650.9724444,624.7877778,0.059230244,0.999937631,TTC36,143941
INM02_24664.3,0.32946861, ~ Study_group + (1|maskID),459.8998889,441.8786111,0.057669749,0.999937631,INM02,284361
REM1_24665.48,0.51414231, ~ Study_group + (1|maskID),361.3565741,368.2856481,-0.027402036,0.999937631,REM1,28954
